product_id,sku_code,barcode,product_name_ko,product_name_en,brand_id,brand_name,category_l1,category_l2,category_l3,category_l4,retail_price_krw,cost_price_krw,global_price_usd,jp_price_jpy,weight_g,volume_ml,is_bundle,bundle_components,ingredient_ids,key_ingredient_1,key_ingredient_2,key_ingredient_3,skin_type_target,skin_concern_target,launch_date,discontinue_date,status,vegan_yn,cruelty_free,ewa_grade,origin_country,shelf_life_months,supplier_id,min_order_qty,tax_type,attr_01,attr_02,attr_03,attr_04,attr_05,attr_06,attr_07,attr_08,attr_09,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,quality_score_01,quality_score_02,quality_score_03,quality_score_04,quality_score_05,quality_score_06,quality_score_07,quality_score_08,quality_score_09,quality_score_10,quality_score_11,quality_score_12,quality_score_13,quality_score_14,quality_score_15,quality_score_16,quality_score_17,quality_score_18,quality_score_19,quality_score_20,pim_metric_01,pim_metric_02,pim_metric_03,pim_metric_04,pim_metric_05,pim_metric_06,pim_metric_07,pim_metric_08,pim_metric_09,pim_metric_10,pim_metric_11,pim_metric_12,pim_metric_13,pim_metric_14,pim_metric_15,pim_metric_16,pim_metric_17,pim_metric_18,pim_metric_19,pim_metric_20,pim_metric_21,pim_metric_22,pim_metric_23,pim_metric_24,pim_metric_25,pim_flag_01,pim_flag_02,pim_flag_03,pim_flag_04,pim_flag_05,pim_flag_06,pim_flag_07,pim_flag_08,pim_flag_09,pim_flag_10,pim_flag_11,pim_flag_12,pim_flag_13,pim_flag_14,pim_flag_15
PRD-01135,SKU00001135,8805519711134,,Product_ia2w90j9,BR-107,아이오페,향수,오드퍼퓸,오드퍼퓸_한방,sub_mgqyojp5,38000.0,12726,109.3,6980,150,75,N,,ING-0155|ING-0073|ING-0135|ING-0234,토코페롤,병풀추출물,아데노신,중성|민감성,트러블|모공,29/03/2020,,일시품절,Y,False,,프랑스,36,SUP-055,1,과세,,val_12,val_35,val_44,val_37,val_20,val_3,val_32,val_6,val_25,val_26,,val_10,val_48,val_13,val_41,val_47,val_36,,val_33,val_47,val_31,val_32,val_24,,val_14,val_17,,val_5,val_22,val_17,,val_19,,val_37,val_11,,val_32,val_36,val_19,29.959999999999997,55.269999999999996,10.48,27.13,34.47,11.89,41.54,18.35,43.41,28.57,10.74,27.750000000000004,26.700000000000003,22.400000000000002,4.91,53.879999999999995,3.1,41.78,14.180000000000001,7.21,33.94,105.39,956.94,156.52,178.73,13.98,302.67,1305.07,95.62,710.78,204.27,546.24,1806.13,209.91,120.94,263.07,1052.55,1309.98,452.16,389.97,25.93,72.36,326.63,33.84,85.52,yes,X,1,1,False,N,0,O,Y,False,O,True,N,1,O
PRD-01136,SKU00001136,8801652343126,클리오 퓨어 면도 기획세트,Product_pz4eovsl,BR-048,디올,남성,면도,면도_남성용,sub_p4njkw3u,12000.0,63824,94.72,9800,500,50,N,,ING-0469|ING-0105|ING-0062|ING-0471|ING-0326|ING-0382|ING-0488|ING-0350|ING-0406|ING-0016|ING-0451|ING-0477|ING-0478|ING-0244|ING-0090,어성초,감초추출물,히알루론산,트러블성,피지|주름|트러블|미백,20200818,,예약판매,N,False,,한국,30,SUP-032,1,과세,val_10,val_1,,val_23,val_1,val_9,val_45,val_45,val_9,,val_24,,val_10,,,val_48,val_38,val_34,val_23,val_12,val_26,val_43,val_14,val_37,val_42,val_1,val_49,val_24,val_9,val_7,val_21,val_12,val_7,val_11,val_13,val_9,,val_48,val_6,,22.21,25.53,7.03,11.06,38.379999999999995,62.43,24.529999999999998,19.15,16.2,25.169999999999998,15.950000000000001,7.449999999999999,21.240000000000002,8.95,9.8,27.700000000000003,11.129999999999999,50.849999999999994,41.07,53.010000000000005,13.07,14.47,184.72,1280.76,481.64,0.85,614.63,1021.32,4.19,729.02,369.54,129.96,1598.88,301.27,91.43,1226.41,158.17,154.54,129.19,0.88,824.73,76.23,146.88,3747.26,1749.03,no,X,0,0,False,N,0,O,N,False,X,False,N,0,X
PRD-01137,SKU00001137,8808194515431,이니스프리 퓨어 컨실러 50g,Product_1ogrcdnx,BR-066,구달,메이크업,컨실러,컨실러_한방,sub_xhpuqpnr,68000.0,43542,16.84,2980,250,15,N,,ING-0058|ING-0045|ING-0372,토코페롤,유칼립투스,라벤더,지성|중성,색소침착|다크서클|보습|미백,2024.08.10,,판매중,N,False,3,일본,18,SUP-054,24,과세,val_32,val_13,val_4,val_38,val_11,,val_25,val_5,,val_45,,val_9,val_37,val_7,,,val_31,val_32,val_47,val_32,val_15,val_42,,val_4,val_32,,val_12,val_7,val_17,val_47,val_46,val_20,val_28,val_29,val_43,val_35,val_12,val_28,,val_29,16.38,40.35,22.82,62.2,16.82,13.03,3.42,60.49,47.24,31.2,0.53,5.65,69.19,43.21,36.21,9.01,37.62,17.34,15.459999999999999,10.14,158.17,160.71,19.35,577.04,236.92,14.11,596.2,865.98,70.23,299.01,10.31,39.2,818.1,420.8,269.05,182.94,140.58,686.45,85.92,187.65,616.42,15.65,130.78,209.27,153.93,no,X,0,1,False,N,1,X,N,False,X,True,N,0,X
PRD-01138,SKU00001138,8809359309112,랑콤 퓨_ 면도 #02,Product_wkjqz4aa,BR-026,롬앤,남성,면도,면도_오가닉,sub_c3zkt4p6,18000.0,23245,36.57,3980,250,20,N,,ING-0234|ING-0446|ING-0454|ING-0297|ING-0356|ING-0286,녹차추출물,바쿠치올,라벤더,지성,탄력|홍조|보습|트러블,10-19-2021,20240528,판매중,N,False,3,한국,24,SUP-053,100,과세,val_4,val_39,,,val_23,,val_9,val_38,val_38,val_27,val_37,val_43,,val_41,val_5,val_3,val_19,val_30,val_22,val_18,,,val_40,val_23,val_34,,val_35,,val_31,val_45,val_43,val_11,,val_40,val_25,val_13,,val_36,val_22,val_29,6.84,21.02,7.6,24.9,40.65,23.53,17.4,29.7,3.05,36.54,10.530000000000001,47.46,11.27,18.84,1.76,36.93,33.900000000000006,24.39,55.76,32.15,9.63,48.84,28.06,508.35,604.21,131.17,2039.36,89.08,13.62,14.72,13.35,102.84,1535.27,255.32,192.09,19.46,445.78,760.08,37.37,29.79,285.97,192.55,408.47,314.63,423.13,no,X,1,0,True,N,1,X,N,False,O,True,Y,0,O
PRD-01139,SKU00001139,8806984050212,메디힐 더블 클렌징폼 100ml,Product_3pyz8rpt,BR-063,달바,클렌징,클렌징폼,클렌징폼_베이직,sub_cm363ey8,18000.0,37753,41.3,4980,100,200,N,,ING-0139|ING-0012|ING-0360|ING-0289|ING-0246|ING-0033|ING-0375,콜라겐,호호바오일,바쿠치올,지성|중성,탄력|아토피|보습|색소침착,2021-12-08,,시즌한정,해당없음,True,3,호주,30,SUP-036,48,과세,val_47,val_22,val_43,val_25,val_11,val_12,val_41,val_31,,,,val_11,,,val_31,val_28,val_30,val_31,,,val_23,,,val_9,,,,val_39,val_3,val_30,val_25,val_15,val_36,val_41,val_17,val_45,val_12,,,val_13,55.010000000000005,34.89,12.78,56.35,40.56,13.100000000000001,32.269999999999996,21.87,6.61,37.91,38.11,27.01,13.8,32.16,53.11,25.4,27.279999999999998,30.64,40.23,24.75,25.36,181.42,257.21,417.14,244.19,10.52,432.02,43.11,411.49,8.0,1200.34,448.73,1785.76,131.5,206.5,1138.71,701.72,1484.64,74.02,162.91,228.72,356.29,368.92,284.51,154.76,yes,O,1,0,True,Y,1,X,N,False,X,True,N,1,O
PRD-01140,SKU00001140,8801305829255,나스 슈퍼 남성헤어 200ml,Product_setigpr1,BR-058,투쿨포스쿨,남성,남성헤어,남성헤어_남성용,sub_9zwi9siv,350000.0,82788,125.6,1980,300,30,N,,ING-0079|ING-0111|ING-0034|ING-0204|ING-0348|ING-0194|ING-0016|ING-0020|ING-0255|ING-0222|ING-0426|ING-0239|ING-0212|ING-0090,라벤더,녹차추출물,로즈힙오일,건성,홍조|각질|피지,03-08-2023,,판매중,N,False,3,이탈리아,30,SUP-015,48,과세,val_31,val_23,val_10,,val_49,val_37,,val_35,val_4,val_3,val_3,val_30,val_50,val_15,val_48,,val_24,,,val_44,val_5,val_23,,val_6,val_45,,val_50,,,val_13,,val_40,val_39,val_44,,,val_5,val_27,val_7,val_28,11.81,21.060000000000002,30.17,44.12,22.29,9.69,38.78,7.06,4.67,10.05,15.540000000000001,51.800000000000004,25.45,27.279999999999998,51.49,39.87,9.78,13.889999999999999,60.650000000000006,28.08,5.9,75.97,100.66,198.34,1123.48,60.74,956.79,243.75,135.37,1254.73,382.75,1129.28,926.51,73.25,164.45,35.61,11.8,149.11,101.05,550.94,281.38,100.11,360.02,1217.97,134.21,no,X,1,1,False,N,1,O,N,False,X,False,N,1,X
PRD-01141,SKU00001141,8805966139421,에스티로더 슈퍼 에센스 30g,Product_hvtw5eje,BR-114,데이지크,스킨케어,에센스,에!스_베이직,sub_zb2sup0g,150000.0,24316,72.16,1480,75,150,N,,ING-0296|ING-0460|ING-0023,스쿠알란,나이아신아마이드,알부틴,민감성|중성|트러블성,색소침착|홍조|아토피|다크서클,2025.01.07,,판매중,N,False,3,한국,6,SUP-014,48,과세,val_40,,val_32,,val_41,val_31,,,val_5,,,val_14,,,val_47,,val_2,val_16,val_22,val_7,val_31,,val_8,val_28,val_14,val_11,val_6,val_41,val_7,val_14,val_15,,,val_11,val_32,val_19,val_50,val_41,val_40,val_45,34.12,20.07,25.919999999999998,17.5,11.08,23.400000000000002,30.23,34.63,40.56,37.830000000000005,45.95,46.400000000000006,29.970000000000002,38.25,56.10000000000001,17.05,36.57,12.31,33.95,16.21,1.79,14.37,112.69,330.69,152.95,332.84,165.13,384.94,156.19,722.11,865.23,474.56,553.26,130.92,30.53,24.23,132.64,1034.42,1.04,215.94,579.28,218.38,418.05,381.61,6153.41,yes,X,0,0,True,N,0,X,Y,True,O,False,N,0,X
PRD-01142,SKU00001142,8808786828204,나스 슈퍼 남성스킨케어 50g,Product_32te5x53,BR-050,설화수,남성,남성스킨케어,남성스킨케어_프리미엄,sub_a3d7c8ax,89000.0,87698,75.59,1480,300,50,N,,ING-0033|ING-0492|ING-0395|ING-0449|ING-0144|ING-0364|ING-0145|ING-0369|ING-0246|ING-0104|ING-0411|ING-0137|ING-0013,카페인,달팽이뮤신,히알루론산,지성,미백|보습,21/03/2021,,판매중,N,False,2,미국,24,SUP-022,48,과세,,val_42,val_44,,val_17,val_50,val_31,val_30,,val_17,,val_10,val_44,,,val_5,val_45,val_12,,,,,,val_42,val_40,val_23,,val_21,,val_21,val_43,val_45,val_17,,,val_16,,val_41,,val_38,34.58,46.51,8.27,56.599999999999994,36.52,16.900000000000002,16.689999999999998,11.52,21.9,21.4,49.29,27.02,23.32,79.66,65.86999999999999,21.740000000000002,33.52,11.469999999999999,0.74,37.76,58.34,74.56,292.69,1836.15,840.53,472.34,1017.22,165.62,75.71,1295.06,278.94,144.58,575.71,87.56,27.2,30.02,2221.2,135.3,115.5,297.93,365.65,2.67,845.39,485.87,709.25,no,O,0,0,False,N,1,O,N,True,X,True,Y,0,O
PRD-01143,SKU00001143,8804675851767,넘버즈 센시티브 코롱 200ml,Product_lrzmo3dx,BR-061,나스,향수,코롱,코롱_더마,sub_ios4kvvr,250000.0,18960,140.56,2980,1000,500,N,,ING-0140|ING-0494|ING-0447|ING-0097|ING-0121|ING-0354|ING-0230|ING-0415|ING-0001|ING-0333|ING-0023|ING-0448|ING-0289,병풀추출물,엘라스틴,비타민C,트러블성,다크서클|트러블|미백|각질,27/04/2024,,판매중,N,True,5,일본,18,SUP-051,12,과세,val_46,,,val_6,,val_27,,,,val_15,,,val_23,val_45,val_22,val_47,val_13,val_48,,val_45,val_47,val_8,val_33,val_6,,,,val_30,val_42,val_4,val_50,val_25,,,,val_31,val_35,,val_34,,20.97,2.91,11.12,19.509999999999998,54.22,58.13,33.79,14.05,20.71,28.810000000000002,11.65,20.849999999999998,31.790000000000003,22.63,36.15,26.290000000000003,37.019999999999996,26.590000000000003,5.18,22.41,10.56,56.41,375.82,798.73,32.69,193.9,927.76,2527.9,137.19,51.55,644.52,728.55,183.35,148.58,209.11,326.41,421.0,5087.43,125.38,228.22,18.28,117.1,832.24,1240.59,505.8,no,X,1,0,False,Y,1,O,Y,True,X,False,N,1,X
PRD-01144,SKU00001144,8805860167420,홀리카홀리카 리뉴얼 트리트먼트 30g,Product_udxk15ux,BR-035,,헤어케어,트리트먼트,트리트먼트_더마,sub_hrkrgkq8,25000.0,33791,97.38,990,200,20,N,,ING-0287|ING-0488|ING-0360|ING-0251|ING-0406|ING-0119|ING-0367|ING-0435|ING-0381,티트리오일,스쿠알란,살리실산,지성|복합성,색소침착|미백|아토피,29/01/2024,,판매중,N,False,3,한국,30,SUP-024,6,영세,val_22,val_38,,val_11,val_19,,val_9,val_39,val_48,,val_31,val_21,val_31,val_43,,val_40,val_26,val_36,val_23,val_48,,val_21,,val_34,val_29,val_49,,val_11,,,val_36,val_29,val_38,val_30,val_26,val_27,,,,val_22,14.249999999999998,5.86,26.76,14.719999999999999,3.56,10.72,25.729999999999997,41.6,66.75,35.92,49.99,17.32,41.29,17.11,23.76,37.01,20.75,4.64,15.509999999999998,46.57,21.02,13.24,602.1,44.52,136.17,240.51,1052.75,130.24,152.5,170.7,1331.29,552.56,124.0,235.72,642.2,14.21,1525.88,1599.8,9.92,74.44,1324.67,201.71,297.7,512.49,900.52,yes,O,0,1,False,N,0,X,Y,False,O,False,N,1,O
PRD-01145,SKU00001145,8803219950504,라운드랩 울트라 염색 30g,Product_5w3sx7lj,BR-073,홀리카홀리카,헤어케어,염색,염색_시즌한정,sub_ul4j1pjf,198000.0,28216,135.31,1480,150,250,N,,ING-0147|ING-0187|ING-0046,시어버터,판테놀,시어버터,지성|트러블성|건성,트러블|주름|각질,20201121,,판매중,N,True,미검증,프랑스,30,SUP-049,1,과세,val_37,,,,val_50,val_30,val_27,val_28,,,val_50,,val_2,val_29,val_39,val_20,val_36,val_8,,,val_26,,val_42,,val_41,,,,val_18,val_35,val_6,val_47,,val_33,val_10,val_19,val_37,val_2,,val_39,32.56,8.62,10.780000000000001,1.9900000000000002,24.740000000000002,48.57,32.64,42.61,22.74,30.85,13.22,30.409999999999997,47.370000000000005,64.17,8.55,19.05,5.86,11.14,23.28,15.61,0.95,194.49,845.24,28.28,22.15,144.17,395.42,1432.63,13.97,988.24,490.48,131.34,698.8,369.34,364.97,691.73,14.26,148.51,62.06,12.58,46.39,307.38,77.21,428.71,1311.13,no,X,0,0,False,N,1,X,Y,False,X,True,N,0,O
PRD-01146,SKU00001146,8803518493870,아비브 프로 바디스크럽 50ml,Product_u6adqc59,BR-077,이니스프리,바디케어,바디스크럽,바디스크럽_프리미엄,sub_qoj7gtrd,68000.0,35467,71.19,6980,75,250,Y,PRD-01932|PRD-00052|PRD-01923|PRD-01527,ING-0189|ING-0234|ING-0421|ING-0242|ING-0279|ING-0084|ING-0192|ING-0338|ING-0462|ING-0191|ING-0372|ING-0283,로즈힙오일,어성초,AHA,트러블성,보습|홍조|다크서클,24/09/2020,,일시품절,N,False,미검증,일본,30,SUP-030,100,과세,val_17,val_46,val_3,val_22,val_43,val_10,val_17,val_29,val_34,val_23,val_1,,val_18,,val_39,val_47,val_40,val_21,val_8,,val_44,val_31,val_49,val_18,,,val_8,val_3,val_10,,val_11,val_5,val_45,val_20,val_34,val_33,val_48,,,val_37,17.83,55.16,35.89,55.769999999999996,29.23,39.94,6.98,33.67,43.13,4.81,14.77,16.55,88.73,31.04,34.449999999999996,11.67,15.049999999999999,12.740000000000002,34.589999999999996,21.14,106.69,92.87,200.87,42.83,56.98,427.03,124.95,375.45,51.89,2582.27,1328.55,423.69,599.82,187.96,330.83,568.43,794.24,976.05,71.33,25.81,229.84,103.14,114.47,592.96,2476.95,yes,X,1,1,True,Y,1,O,Y,True,O,True,N,1,O
PRD-01147,SKU00001147,8804627016180,넘버즈 더블 세팅파우더 30g,Product_z6nsm3v3,BR-055,나스,메이크업,세팅파우더,세팅파우더_남성용,sub_d9v4klxu,22000.0,67427,26.67,3980,30,75,N,,ING-0075|ING-0165|ING-0377|ING-0328|ING-0178|ING-0209|ING-0090|ING-0298|ING-0206|ING-0191|ING-0240,PHA,아르간오일,유칼립투스,트러블성,각질|탄력|보습|다크서클,2022.05.18,,판매중,Y,False,3,이탈리아,6,SUP-014,100,과세,val_46,,val_30,val_25,val_42,val_11,val_34,val_31,val_30,,val_43,val_50,,,val_21,,,val_2,val_45,val_35,val_50,val_12,val_36,,val_30,val_18,val_46,val_29,,val_15,val_26,val_30,val_48,val_50,val_22,val_19,,val_3,,val_22,12.030000000000001,13.38,47.61,1.72,21.27,13.950000000000001,39.900000000000006,54.800000000000004,6.36,12.98,45.300000000000004,25.14,35.339999999999996,33.96,25.569999999999997,37.169999999999995,13.77,18.08,25.869999999999997,16.29,2.02,79.47,348.5,889.35,14.88,131.54,183.42,654.92,194.58,884.34,134.17,81.86,379.15,541.03,85.66,141.31,597.31,2085.88,161.9,14.5,1838.36,112.7,465.26,517.52,942.92,yes,X,1,0,True,N,1,X,N,True,O,False,Y,1,X
PRD-01148,SKU00001148,8809099990631,토리든 퓨어 컨실러 #03,Product_dqju7asx,BR-012,닥터자르트,메이크업,컨실러,컨실러_남성용,sub_uh3jbagy,250000.0,65047,139.84,3480,250,10,N,,ING-0393|ING-0150|ING-0076|ING-0417|ING-0345|ING-0385|ING-0456|ING-0254,PHA,글루타치온,징크옥사이드,민감성|중성|트러블성,주름|모공,2024.08.22,,예약판매,N,False,3,미국,30,SUP-033,6,과세,val_35,,val_48,val_44,,val_3,val_34,val_33,,val_7,val_20,,val_12,val_28,val_16,val_6,,,,val_46,val_44,,val_8,val_26,val_23,val_45,val_17,val_23,,val_15,val_17,val_6,,,val_42,,,val_11,val_8,val_17,14.2,78.45,31.44,22.759999999999998,48.41,20.8,14.19,15.85,25.69,27.88,14.91,41.349999999999994,32.26,33.39,9.47,11.360000000000001,33.71,33.19,29.62,31.0,30.03,124.77,704.12,9.2,456.7,190.95,85.54,543.14,446.0,419.9,1413.13,214.44,146.99,213.0,438.28,207.27,285.77,73.65,162.42,14.32,793.61,10.23,809.45,270.69,1634.84,no,X,0,0,False,N,1,X,Y,False,X,False,Y,0,O
PRD-01149,SKU00001149,8804880153607,,Product_b25t0fw5,BR-097,클리오,스킨케어,오일,오일_더마,sub_8870j98f,9900.0,76290,71.51,6980,150,20,N,,ING-0278|ING-0209|ING-0185|ING-0493|ING-0222|ING-0045|ING-0309|ING-0130|ING-0454|ING-0071|ING-0171|ING-0474|ING-0184,트라넥삼산,토코페롤,글리콜산,중성|민감성|지성,각질|보습,03-26-2020,,판매중,N,False,미검증,프랑스,30,SUP-022,6,과세,val_33,val_4,val_7,val_10,val_12,val_47,,,,val_15,val_43,val_39,,val_14,val_10,val_12,,val_45,val_33,val_39,,val_14,val_8,,val_39,val_26,val_37,val_37,,val_45,val_12,val_5,,val_20,val_33,,,,val_32,val_7,20.119999999999997,6.68,70.02000000000001,51.03,21.02,30.98,21.82,13.48,41.69,35.38,20.419999999999998,27.150000000000002,5.11,12.53,26.35,29.14,20.95,54.85,27.18,19.24,61.42,78.42,600.03,53.09,925.57,99.15,953.17,574.59,222.78,1933.12,625.32,111.86,686.03,186.28,206.42,184.22,707.33,860.72,55.3,629.4,166.25,21.88,263.24,961.25,1527.92,yes,O,1,1,True,Y,0,O,N,False,O,False,N,0,O
PRD-01150,SKU00001150,8804190828030,토리든 울트라 오드퍼퓸 50ml,Product_jdwoukfu,BR-055,페리페라,향수,오드퍼퓸,오드퍼퓸_한방,sub_bi8nbb2g,45000.0,50014,31.34,3980,50,30,N,,ING-0239|ING-0231|ING-0386|ING-0277|ING-0442|ING-0349|ING-0085|ING-0456|ING-0022|ING-0176|ING-0260|ING-0471|ING-0441,티트리오일,라벤더,징크옥사이드,복합성,피지|주름|모공,2024.11.26,,입고예정,N,False,2,독일,6,SUP-014,6,과세,val_47,,,,val_22,val_42,val_42,val_13,,val_41,val_31,val_45,,val_46,val_32,,val_8,val_11,,val_20,val_25,,val_23,val_19,val_29,,val_42,,val_21,val_9,val_4,,,val_38,val_26,val_30,val_2,,val_4,,6.97,4.92,32.26,24.91,55.84,19.03,35.870000000000005,47.43,13.05,13.03,32.629999999999995,27.6,56.46,38.68,16.45,48.27,17.22,25.11,36.75,37.13,6.37,143.29,162.57,400.21,264.84,35.84,116.87,32.53,86.54,1215.19,936.47,235.68,1977.31,11.71,332.38,10.03,462.39,1741.25,47.26,52.9,341.79,10.45,227.71,1502.55,952.37,yes,X,1,0,True,N,1,O,N,False,O,True,Y,1,X
PRD-01151,SKU00001151,8809422422297,VDL 맥스 바디오일 #01,Product_qjeolqea,BR-104,에스쁘아,바디케어,바디오일,바디오일_한방,sub_fwvworle,150000.0,7078,48.85,14800,200,20,N,,ING-0075|ING-0307|ING-0175|ING-0277|ING-0324|ING-0426|ING-0382|ING-0082|ING-0436|ING-0409|ING-0294|ING-0072|ING-0418,펩타이드,아스코빌글루코사이드,BHA,중성|트러블성|민감성,아토피|홍조|모공|미백,02-22-2020,,입고예정,N,False,1,태국,30,SUP-008,12,과세,val_13,,val_47,val_13,val_16,,val_33,val_48,,,val_27,val_5,,val_36,val_48,val_34,,val_7,val_4,val_24,val_14,val_6,val_49,,val_40,val_17,val_30,,val_2,val_29,val_25,val_34,val_37,val_12,val_23,val_45,val_12,val_12,val_11,val_31,3.36,17.53,53.81,21.69,13.48,40.87,20.26,21.69,26.21,30.409999999999997,25.490000000000002,24.66,22.25,17.07,35.07,28.23,40.849999999999994,35.43,20.119999999999997,48.6,83.06,329.35,2514.99,139.55,67.54,195.04,32.91,151.74,145.01,472.04,454.68,222.09,537.52,53.96,228.51,272.37,578.49,773.02,11.27,50.57,1030.62,170.46,261.83,1390.46,240.68,yes,X,0,0,False,N,1,X,Y,True,X,True,N,1,O
PRD-01152,SKU00001152,8805183755567,랑콤 퓨어 클렌징오일 리필,Product_gtnp9baa,BR-048,일리윤,클렌징,클렌징오일,클렌징오일_오가닉,sub_wuhdr9vb,52000.0,81389,12.37,2980,500,20,Y,PRD-00012|PRD-01574,ING-0106|ING-0423|ING-0355|ING-0203|ING-0042|ING-0422|ING-0215|ING-0451|ING-0058|ING-0257|ING-0279|ING-0022|ING-0267|ING-0054|ING-0295,스쿠알란,세라마이드,알란토인,중성,각질|탄력|다크서클,20220818,,단종,N,False,미검증,한국,24,SUP-032,6,과세,val_13,val_18,val_15,,val_4,,val_2,val_28,val_32,val_3,val_10,val_38,val_25,val_48,val_17,val_5,val_38,,val_8,val_17,,val_22,,val_37,val_46,val_9,val_43,,val_33,val_14,,val_35,val_11,,val_44,,val_23,val_17,val_14,,5.2,25.069999999999997,21.01,13.0,26.779999999999998,7.59,61.18,6.16,64.32,20.05,24.94,16.79,7.290000000000001,7.539999999999999,16.66,40.57,34.07,29.78,18.11,46.089999999999996,8.46,47.09,408.32,799.92,240.97,41.89,46.84,748.87,227.56,312.76,1271.5,28.47,478.34,140.82,259.58,137.24,127.09,647.07,37.75,243.94,415.5,36.16,127.55,586.68,659.34,yes,O,0,0,True,Y,0,X,Y,False,O,False,N,0,X
PRD-01153,SKU00001153,8809050856851,애경 센시티브 파운데이션 리필,Product_ua551sai,BR-079,,메이크업,파운데이션,파운데이션_더마,sub_ske11lgp,89000.0,53519,72.9,6980,200,250,N,,ING-0131|ING-0479|ING-0282,PHA,징크옥사이드,레티놀,트러블성|지성|복합성,색소침착|모공|각질|홍조,27/07/2024,01-15-2025,시즌한정,N,True,2,한국,24,SUP-005,12,과세,val_32,val_6,,val_11,val_23,val_23,val_29,,val_39,val_32,val_37,val_46,,val_29,val_9,val_48,val_17,val_6,val_17,val_22,,,val_17,val_7,val_34,val_36,,val_9,val_5,val_49,val_36,val_26,val_30,,val_10,val_26,,val_3,val_21,,26.6,36.16,57.92,19.509999999999998,27.42,6.22,46.73,49.830000000000005,11.110000000000001,26.38,5.24,17.36,52.5,19.68,25.480000000000004,57.47,32.35,28.76,44.35,15.770000000000001,34.99,167.58,156.29,796.79,429.04,19.98,200.36,113.93,123.6,531.2,754.32,570.69,163.82,82.16,9.71,1.07,371.48,28.45,86.2,135.78,200.98,7.71,116.49,374.13,257.18,yes,X,0,0,True,Y,1,X,Y,False,X,False,N,1,X
PRD-01154,SKU00001154,8805767736615,달바 맥스 트리트먼트 #03,Product_a7qf850w,BR-024,코스알엑스,헤어케어,트리트먼트,트리트먼트_남성용,sub_k61ctaij,22000.0,7042,128.7,3480,150,500,N,,ING-0483|ING-0085|ING-0379|ING-0117|ING-0351|ING-0364|ING-0404|ING-0172|ING-0251|ING-0060|ING-0167|ING-0375|ING-0429,아스코빌글루코사이드,바쿠치올,글리콜산,복합성|중성,미백,12-20-2023,,일시품절,Y,False,미검증,미국,6,SUP-056,24,면세,val_16,val_26,val_18,,,val_41,,,val_26,val_1,val_32,val_12,val_11,val_49,val_31,,,val_44,val_30,val_32,val_49,val_14,val_27,val_34,val_21,,,val_36,val_12,val_5,,val_39,,val_40,,val_25,val_4,,val_48,,3.27,16.88,4.9,32.96,3.83,23.5,64.12,24.84,18.98,28.65,28.16,24.95,15.58,39.87,25.869999999999997,24.6,23.86,21.95,37.45,18.2,50.95,32.9,1438.17,282.75,125.32,295.21,780.19,64.27,28.42,3811.18,164.25,71.99,481.73,348.62,128.21,158.62,234.71,534.9,154.88,234.78,158.68,37.77,120.79,183.69,1643.31,yes,X,1,0,False,N,1,X,Y,True,O,False,N,0,X
PRD-01155,SKU00001155,8808267112701,토리든 퓨어 남성헤어 세트,Product_2xwb1gqc,BR-056,클리오,남성,남성헤어,남성헤어_베이직,sub_qzp1vtji,9900.0,52052,140.37,3480,30,150,N,,ING-0192|ING-0281|ING-0480|ING-0203|ING-0268|ING-0337|ING-0420|ING-0202|ING-0113|ING-0296|ING-0180|ING-0384|ING-0209|ING-0353|ING-0385,알란토인,알란토인,스쿠알란,중성|트러블성,트러블,2024.06.23,,시즌한정,해당없음,False,,태국,24,SUP-010,24,과세,,val_9,val_1,val_17,,val_16,,val_5,val_41,val_23,val_5,,val_14,,val_14,val_43,val_47,,val_8,val_39,val_19,,val_17,val_32,,val_43,val_48,val_47,val_8,,val_24,,,,val_7,val_6,val_37,,val_2,val_28,3.81,55.67999999999999,13.059999999999999,9.229999999999999,22.85,27.48,3.47,14.11,20.71,28.24,5.11,11.29,37.330000000000005,6.83,11.92,30.97,47.949999999999996,21.33,37.51,21.88,1.98,314.39,2141.0,197.17,12.9,98.17,760.85,703.62,62.34,486.19,69.56,129.02,211.51,43.57,133.45,133.88,1406.21,1834.51,12.86,136.84,152.46,63.1,32.45,329.52,0.01,yes,X,1,0,False,N,1,X,Y,False,O,False,N,1,X
