return_id,ord_num,cust_key,return_type,return_reason,return_reason_detail,request_date,pickup_date,received_date,inspection_result,refund_amount_krw,refund_method,refund_status,refund_date,cs_agent_id,cs_channel,satisfaction_score,returned_item_code,returned_qty,photo_submitted,is_repeat_returner,cs_metric_01,cs_metric_02,cs_metric_03,cs_metric_04,cs_metric_05,cs_metric_06,cs_metric_07,cs_metric_08,cs_metric_09,cs_metric_10,cs_metric_11,cs_metric_12,cs_metric_13,cs_metric_14,cs_metric_15,cs_flag_01,cs_flag_02,cs_flag_03,cs_flag_04,cs_flag_05,cs_flag_06,cs_flag_07,cs_flag_08,cs_flag_09,cs_flag_10
RT-001192,ORD00000687,MF111A8B8,반품,텍스처불만,,2024.05.24,30/12/2024,,검수중,3510,포인트,처리중,,agent_2,채팅,4,SKU00001383,1,Y,0,356.48,32.38,24.12,488.4,2277.05,45.61,312.07,30.37,48.74,226.06,195.85,197.53,287.57,1225.84,1565.16,False,1,False,False,0,1,N,1,no,X
RT-001193,ORD00009821,MEF881DF6,반품,향불만,상세사유_uzjmloq1,04-10-2024,,2025-10-05,부분승인,47587,계좌이체,완료,07-23-2024,agent_21,이메일,4,SKU00000738,1,N,1,1629.22,33.73,11.28,153.64,1296.31,35.79,14.62,55.09,740.31,4.45,216.35,194.6,46.61,1609.29,128.03,True,0,True,True,0,1,Y,0,yes,X
RT-001194,ORD00014918,MA8A51592,전체반품,향불만,,04-11-2024,20251017,20230118,승인,30315,쿠폰발급,대기,,agent_20,이메일,,SKU00000881,3,N,0,186.56,108.98,27.28,43.71,1029.84,279.15,5.81,459.33,881.27,22.38,77.03,14.12,399.41,849.44,478.34,True,1,False,False,0,1,N,0,no,X
RT-001195,ORD00009456,MB4A39F76,전체반품,용량부족,상세사유_5hhs1bwu,15/12/2024,15/06/2025,,승인,33817,계좌이체,완료,03/10/2025,agent_2,카카오톡,3,SKU00001484,1,N,0,38.67,10.9,6.61,478.91,962.41,16.68,79.54,178.93,60.81,411.07,116.77,20.39,543.12,612.95,1100.9,False,1,True,True,0,0,N,0,yes,X
RT-001196,ORD00010165,M05170D35,반품,텍스처불만,,2024.09.01,01-24-2024,09-10-2024,부분승인,269,계좌이체,완료,,agent_7,전화,2,SKU00001871,3,N,0,237.99,95.93,6.98,61.46,688.03,62.22,49.52,177.8,155.38,81.86,547.45,130.21,181.97,6.61,214.85,False,1,True,False,0,1,N,1,no,X
RT-001197,ORD00010641,MD67060C9,반품,용량부족,,20251019,,2025-11-24,검수중,31790,계좌이체,완료,23/04/2024,agent_17,전화,1,SKU00000920,1,Y,0,1292.15,19.1,22.24,7.55,77.1,19.02,145.68,201.6,358.29,200.48,981.87,209.72,594.87,709.36,774.79,True,0,False,True,0,1,Y,1,yes,X
RT-001198,ORD00011844,M9139F825,반품,피부트러블,,04-29-2025,2024-05-22,04-20-2023,검수중,20443,쿠폰발급,처리중,,agent_26,카카오톡,3,SKU00001732,3,Y,0,507.17,0.78,26.62,230.64,562.33,6.03,420.52,333.98,118.49,253.51,605.98,45.38,268.17,1613.32,506.37,True,0,True,True,0,1,Y,1,yes,X
RT-001199,ORD00013064,M44C6B687,교환,색상불일치,,2023.08.28,,11-04-2023,승인,5891,원결제수단,완료,09-07-2025,agent_11,카카오톡,1,SKU00000964,1,N,0,836.44,28.02,4.5,60.1,1081.4,29.97,372.8,14.55,213.45,99.54,581.67,109.05,997.73,59.38,357.08,True,0,False,False,1,0,N,1,no,X
RT-001200,ORD00003047,M619F7A77,반품,향불만,,18/01/2024,06-03-2023,2025.12.18,승인,19453,원결제수단,대기,16/07/2023,agent_16,카카오톡,3,SKU00000541,2,N,0,139.93,14.33,21.87,56.53,79.31,184.23,338.15,63.16,68.86,501.73,772.76,224.68,24.42,116.73,636.32,False,1,False,True,0,0,Y,1,no,X
RT-001201,ORD00011655,ME7D06698,반품,알러지반응,,2024-10-29,2023-07-22,20231005,승인,92281,쿠폰발급,완료,,agent_18,채팅,5,SKU00001538,1,N,0,458.97,29.87,2.26,227.93,1453.07,10.65,369.4,149.16,901.27,220.17,1155.96,356.38,418.07,43.65,146.66,False,0,False,True,1,0,N,1,no,X
RT-001202,ORD00005120,M2DAB93F2,교환,오배송,상세사유_5vaon5vk,2024-02-19,07-31-2023,,승인,15121,계좌이체,완료,,agent_28,이메일,4,SKU00000260,1,N,0,668.77,79.51,16.99,155.05,72.02,116.28,52.73,10.94,758.78,213.0,1654.19,16.47,88.57,51.21,1370.22,True,1,True,True,1,1,N,0,no,O
RT-001203,ORD00003863,ME3B17AFA,교환,가품의심,상세사유_0ruf05tl,2025.01.09,,2024-05-04,승인,25918,원결제수단,완료,,agent_25,게시판,5,SKU00001993,1,N,0,6.28,7.49,12.27,291.97,727.06,261.86,143.35,298.52,108.94,161.37,103.45,112.59,92.83,2559.06,539.41,False,1,False,False,0,1,N,1,yes,O
RT-001204,ORD00000990,M14DF35A7,교환,용량부족,상세사유_oqib8t4c,20/01/2025,,10/10/2023,,62459,계좌이체,대기,,agent_30,전화,4,SKU00001710,2,N,0,161.19,19.07,4.17,1057.04,545.25,44.7,331.53,36.8,633.04,42.32,30.94,46.74,270.28,12.61,804.93,False,0,True,False,0,1,N,1,no,X
RT-001205,ORD00012305,MBFF091E0,교환,변심,상세사유_24o8jyex,20231227,,2025-08-23,부분승인,4646,쿠폰발급,완료,2025.08.05,agent_2,채팅,,SKU00001044,1,N,0,78.85,32.09,1.93,103.08,287.61,65.16,216.6,114.71,1587.51,172.71,521.31,10.99,131.29,1023.63,369.03,True,0,True,False,0,1,Y,1,no,X
RT-001206,ORD00010043,M3573B1BF,부분반품,파손/불량,상세사유_8znl7538,2023.04.26,2023-06-23,,승인,54938,쿠폰발급,완료,20250121,agent_7,이메일,1,SKU00001537,2,Y,0,213.51,81.62,26.22,187.76,2640.05,49.67,571.87,72.09,106.23,213.28,353.13,20.01,496.63,865.71,25.85,True,1,True,False,0,0,N,0,no,O
RT-001207,ORD00006088,MD5E7A69B,반품,색상불일치,상세사유_ynkzl4nu,12/01/2025,,,승인,111,쿠폰발급,완료,,agent_11,전화,3,SKU00000061,1,N,1,45.89,31.44,53.17,11.06,133.71,147.49,19.96,265.0,47.76,110.6,1390.51,54.42,1473.15,779.15,644.36,True,0,True,False,0,1,Y,0,yes,O
RT-001208,ORD00006889,MC4AEB855,부분반품,가품의심,,09-27-2023,2025.08.28,2023-12-31,승인,10317,계좌이체,처리중,,agent_24,카카오톡,5,SKU00000646,3,N,0,801.0,46.51,2.5,94.94,948.34,160.96,731.42,61.09,21.87,222.78,1267.38,12.49,78.99,688.34,398.55,False,0,False,False,0,0,Y,1,yes,O
RT-001209,ORD00003891,M1F1A2E33,반품,알러지반응,,20251123,,2025-04-01,승인,32780,원결제수단,처리중,20230519,agent_17,이메일,1,SKU00000887,1,N,0,113.0,18.52,2.88,375.9,443.13,59.35,510.37,22.2,1.43,136.64,86.93,76.0,243.03,1067.43,1831.54,True,1,True,True,0,0,N,0,yes,O
RT-001210,ORD00012516,M11EFAAD4,반품,오배송,,20250909,,,,49939,포인트,완료,18/11/2025,agent_29,전화,5,SKU00000855,1,N,0,724.11,72.63,4.83,25.24,792.54,122.13,686.5,121.87,403.93,185.37,542.03,297.74,531.37,637.1,710.38,False,0,True,False,1,0,N,0,yes,O
RT-001211,ORD00009064,M1A7A6760,교환,피부트러블,,2025.07.09,2024-10-30,20240709,,5213,계좌이체,거절,24/05/2025,agent_7,채팅,4,SKU00000911,1,Y,0,4238.66,118.62,7.38,73.77,860.78,54.91,69.65,94.3,1512.31,169.86,296.35,116.63,374.52,314.63,2267.18,False,1,False,True,1,0,Y,0,no,X
RT-001212,ORD00004440,M7E0AD647,부분반품,용량부족,,09-17-2024,2024.11.29,20251026,승인,20523,쿠폰발급,완료,07-23-2024,agent_7,전화,3,SKU00001164,1,N,0,41.22,17.81,11.32,73.32,102.87,53.09,255.51,611.54,73.12,491.14,589.14,304.53,1161.68,771.74,442.16,True,1,True,False,0,0,Y,1,no,O
RT-001213,ORD00013582,MB0A8A3C5,반품,피부트러블,상세사유_vs2l80io,06-09-2024,,2024-04-22,검수중,22931,원결제수단,처리중,,agent_9,게시판,5,SKU00001350,1,Y,1,1428.62,12.82,2.37,114.38,829.57,77.69,64.16,162.96,208.04,251.32,314.43,34.45,564.12,132.08,397.92,True,0,True,True,0,0,Y,1,yes,O
RT-001214,ORD00001028,MCB6338E4,반품,오배송,,15/10/2024,,07-24-2025,승인,23791,원결제수단,대기,2025-02-17,agent_19,전화,,SKU00000817,1,N,0,114.33,98.07,7.7,169.36,279.24,41.56,217.92,285.06,475.31,174.64,1072.85,182.06,216.31,2115.47,1419.41,False,1,False,True,0,1,Y,0,no,X
RT-001215,ORD00014378,MCB05099E,교환,알러지반응,상세사유_5dvt12il,2025.01.27,,20230301,승인,70533,포인트,처리중,31/03/2024,agent_7,채팅,1,SKU00000298,1,N,0,258.29,53.99,20.76,274.02,796.72,48.46,82.51,44.86,932.24,69.69,147.01,130.4,172.76,1321.94,576.3,False,1,False,True,1,1,Y,1,no,X
RT-001216,ORD00000001,M4ADA5096,반품,알러지반응,,2024-11-20,2024.09.08,20250530,부분승인,23872,원결제수단,완료,27/03/2023,agent_2,채팅,5,SKU00001825,1,N,0,847.38,23.92,63.33,61.12,3129.28,41.7,309.86,1291.22,2056.44,283.98,57.21,353.82,936.19,498.12,3358.52,True,0,False,True,0,0,N,0,no,O
RT-001217,ORD00008307,M68BDCC4E,반품,피부트러블,상세사유_0ngg2v2f,22/06/2025,2023.12.06,,승인,4314,포인트,완료,2024-02-21,agent_14,카카오톡,2,SKU00001878,3,N,0,556.04,2.87,2.58,62.65,699.7,348.09,371.26,108.39,225.83,252.2,0.33,145.34,669.77,522.31,1580.37,False,1,True,False,0,0,N,0,yes,X
RT-001218,ORD00003464,ME94BB79B,부분반품,알러지반응,상세사유_vf6h3jau,2025-03-31,2025.11.29,,승인,85057,포인트,완료,,agent_17,채팅,3,SKU00000645,1,Y,0,2177.23,102.05,12.79,158.26,303.58,82.45,34.81,459.32,23.01,409.07,556.97,226.41,534.88,487.62,1647.31,True,0,True,False,0,1,Y,1,no,X
RT-001219,ORD00012189,M4DA8EAA8,교환,성분불만,상세사유_hyvm6h3f,11/02/2023,11/01/2024,,,1033,계좌이체,완료,20251021,agent_3,이메일,,SKU00000323,1,Y,0,1653.38,105.88,62.47,105.61,349.4,12.29,128.22,1246.82,380.57,191.8,23.11,153.38,441.16,334.38,1393.68,False,1,True,True,1,1,N,1,no,O
RT-001220,ORD00008709,M388FECB4,부분반품,가품의심,상세사유_7qaatjqr,2023-11-09,,,승인,4716,포인트,완료,01-10-2025,agent_6,채팅,3,SKU00001663,1,Y,0,89.75,1.13,7.16,53.53,104.43,22.78,150.85,43.01,122.23,5.22,677.14,62.22,2163.99,2531.82,205.51,True,0,True,False,1,1,Y,1,no,O
RT-001221,ORD00001688,ME0016E03,반품,변심,상세사유_311zo8ky,01/04/2024,28/06/2024,01/10/2023,부분승인,18889,원결제수단,거절,20240404,agent_16,게시판,,SKU00001318,2,N,1,77.72,1.87,11.12,130.87,1685.71,100.27,283.59,555.41,444.21,47.65,133.53,199.61,43.91,1232.19,93.14,True,0,True,True,1,0,Y,1,no,O
RT-001222,ORD00004064,MCEA75BF8,교환,변심,,18/08/2023,2024.08.06,,검수중,22543,계좌이체,처리중,10/03/2023,agent_19,이메일,4,SKU00001574,1,Y,0,254.3,15.1,51.01,34.31,1632.71,2.06,156.66,13.08,879.89,46.39,8.12,299.61,21.54,994.33,1592.03,True,0,True,True,0,1,Y,0,yes,X
RT-001223,ORD00013320,M2388DAAC,교환,사이즈맞지않음,,12-02-2025,,2025-07-02,검수중,12490,원결제수단,처리중,02-14-2024,agent_10,카카오톡,,SKU00000750,3,N,1,899.49,33.25,8.55,553.59,2281.48,65.6,63.25,165.99,1211.63,22.94,432.59,624.55,816.37,4186.48,3350.89,True,1,False,False,0,0,Y,1,yes,O
RT-001224,ORD00004437,M18767536,교환,가품의심,,2023-04-21,11-12-2024,2023.09.25,거절,29774,계좌이체,완료,20250304,agent_10,게시판,4,SKU00001557,3,Y,0,537.86,53.08,21.14,7.0,157.65,51.75,182.01,123.37,24.22,140.05,191.07,111.44,1289.55,108.79,2343.74,True,1,False,True,0,0,N,1,no,X
RT-001225,ORD00005200,M3EC68F43,전체반품,텍스처불만,,26/07/2024,,10-14-2024,검수중,36255,계좌이체,완료,,agent_25,게시판,4,SKU00000663,3,Y,0,305.23,17.24,37.55,22.15,562.59,225.33,48.46,228.21,531.76,62.55,69.67,349.19,719.37,158.79,1046.67,False,0,False,False,0,0,N,1,no,X
RT-001226,ORD00007061,MBD41A501,부분반품,용량부족,,2024-04-10,2023-09-08,,검수중,62691,포인트,대기,,agent_21,전화,3,SKU00001213,3,N,0,2683.34,24.58,17.3,145.97,1385.89,555.54,34.09,0.29,516.49,112.37,114.98,99.94,141.18,1412.48,78.46,False,0,False,True,1,0,N,1,no,X
RT-001227,ORD00002571,M99AE1700,교환,피부트러블,상세사유_xbkjc6vq,2023.11.16,2023.12.23,,부분승인,9078,포인트,처리중,2024-07-22,agent_19,채팅,,SKU00000067,3,Y,0,1183.63,61.28,7.05,55.66,5.42,113.52,31.33,389.73,115.58,319.49,327.76,96.72,801.66,1322.91,331.59,False,1,True,False,1,0,Y,0,no,X
RT-001228,ORD00005797,M069288D9,반품,가품의심,,2025.01.23,,,승인,3645,포인트,대기,20230626,agent_26,게시판,5,SKU00000618,3,N,0,207.57,29.39,4.86,78.58,1151.24,80.37,261.18,130.13,233.55,30.39,227.99,408.56,144.66,79.97,893.33,False,0,False,True,0,1,N,1,no,O
RT-001229,ORD00012660,ME5534F2E,부분반품,변심,,2025.08.05,2023.12.26,20230728,승인,61475,원결제수단,완료,,agent_19,채팅,3,SKU00000220,1,N,0,2162.14,13.92,14.31,279.56,1811.92,145.68,184.03,387.92,224.82,53.48,658.59,4.94,413.9,1959.56,273.7,False,0,False,False,1,1,Y,1,yes,X
RT-001230,ORD00005645,M48427616,부분반품,파손/불량,,09-22-2025,2024.02.09,,검수중,19846,원결제수단,완료,20230227,agent_28,전화,,SKU00000553,1,N,0,98.78,29.84,22.2,3.73,151.64,697.5,377.86,423.49,570.67,94.5,843.95,75.11,1094.22,551.59,915.91,False,1,False,False,0,1,Y,0,no,X
RT-001231,ORD00007059,ME8528FFA,교환,사이즈맞지않음,상세사유_ogejkldb,10/12/2024,,20250909,거절,23175,포인트,처리중,,agent_11,카카오톡,,SKU00001080,1,N,0,447.34,44.95,23.82,334.01,281.45,78.11,603.26,211.14,414.86,283.52,48.57,265.37,439.45,2400.36,1588.32,False,1,False,False,1,1,Y,0,no,X
RT-001232,ORD00011857,MA265C811,부분반품,사이즈맞지않음,상세사유_qbmqqln1,12/09/2025,03/10/2023,,승인,3618,쿠폰발급,완료,06-12-2024,agent_15,이메일,2,SKU00000312,1,N,0,470.41,1.09,9.95,147.4,13.86,466.72,236.46,406.4,229.23,182.66,48.68,20.45,354.35,1150.71,520.97,False,1,False,False,1,1,Y,1,yes,X
RT-001233,ORD00007062,MECDD96F3,반품,파손/불량,상세사유_jaiyh4vf,09-08-2023,,,승인,86757,포인트,완료,12-28-2025,agent_29,게시판,4,SKU00000035,3,N,0,290.18,61.54,0.57,409.73,822.74,101.36,41.23,525.39,366.68,199.4,87.07,25.24,329.5,481.99,1763.61,True,0,False,False,1,0,Y,0,no,O
RT-001234,ORD00007300,MC9683A8B,반품,피부트러블,상세사유_3dneczha,12-20-2024,,2025-04-28,검수중,7618,원결제수단,완료,,agent_22,게시판,2,SKU00001418,2,N,1,1103.89,5.71,18.79,265.73,314.61,77.21,246.22,632.41,420.65,43.85,246.3,80.9,126.03,199.55,879.54,False,1,False,False,1,1,Y,1,no,O
RT-001235,ORD00010383,M9C9C3216,부분반품,용량부족,상세사유_8xu3l2eo,2025-05-23,,,승인,9396,포인트,완료,,agent_24,채팅,,SKU00000605,3,Y,1,577.12,30.62,1.4,112.07,234.07,336.5,113.17,14.5,140.1,426.47,1491.13,91.1,2368.13,116.32,650.64,True,0,False,True,1,1,Y,1,yes,X
RT-001236,ORD00002380,M5C92E13A,반품,유통기한임박,상세사유_rwjbqhxo,2024-03-13,2024-11-20,08/03/2024,승인,76540,원결제수단,완료,,agent_12,전화,5,SKU00001055,1,N,1,204.77,11.25,5.43,170.78,93.15,1.68,237.18,4.25,804.14,98.47,937.41,35.91,1268.61,465.62,776.43,False,1,True,True,0,0,N,1,no,O
RT-001237,ORD00007741,MB30A35D6,반품,색상불일치,,2023.09.08,18/11/2023,,승인,19823,쿠폰발급,완료,2025-07-29,agent_4,채팅,5,SKU00000761,1,N,0,287.71,37.19,5.31,341.0,477.78,82.33,53.45,816.39,1.98,214.34,209.37,223.29,63.3,1613.18,192.69,True,0,True,False,1,0,Y,1,yes,X
RT-001238,ORD00010537,M25079469,교환,가품의심,,19/01/2024,,2025.05.10,,17515,포인트,거절,02/07/2024,agent_2,이메일,5,SKU00001087,1,N,0,1624.44,133.54,48.68,567.87,525.49,124.23,502.29,15.67,36.1,222.54,1262.77,12.95,72.61,170.09,2889.3,True,1,False,False,1,0,Y,0,no,O
RT-001239,ORD00014875,M80310261,반품,용량부족,,03/07/2025,20250603,18/12/2025,승인,59357,원결제수단,완료,,agent_14,전화,,SKU00000880,1,N,0,270.45,9.87,1.08,330.61,294.05,7.12,79.54,7.69,540.61,184.64,213.8,130.75,544.74,763.41,1586.08,True,0,False,True,1,0,N,0,no,X
RT-001240,ORD00001454,MFE88ED20,반품,유통기한임박,,02-11-2023,20240304,2025.05.24,검수중,9033,원결제수단,대기,16/05/2024,agent_27,카카오톡,2,SKU00001135,3,N,0,165.86,3.79,30.69,250.97,1487.63,24.12,276.04,184.01,1247.75,137.66,1062.37,135.58,140.37,812.81,483.45,True,0,False,True,1,1,N,1,yes,O
RT-001241,ORD00013089,MF5603B50,반품,사이즈맞지않음,,2023.08.09,20230123,2024.08.21,승인,5105,계좌이체,완료,20241120,agent_4,카카오톡,1,SKU00001853,1,Y,0,105.11,7.91,21.07,239.32,518.46,68.3,41.7,80.46,1726.71,54.64,234.09,671.59,103.36,318.81,1758.23,False,1,False,False,1,1,Y,0,no,O
RT-001242,ORD00002588,M69CF7C80,반품,피부트러블,상세사유_jtkb72co,03-28-2023,2024-05-27,20240804,검수중,25243,쿠폰발급,대기,,agent_18,전화,4,SKU00000903,1,Y,1,188.29,76.53,3.38,156.28,873.94,233.69,119.29,30.41,301.03,85.75,44.72,96.96,77.13,277.64,4837.49,True,1,False,False,1,0,Y,1,no,X
RT-001243,ORD00009939,MA365E52D,부분반품,오배송,상세사유_6hkg68ub,28/09/2025,2023.12.24,,거절,14009,포인트,처리중,04-10-2024,agent_29,카카오톡,2,SKU00000188,1,Y,0,1501.14,24.62,32.47,45.3,1155.16,138.74,254.47,365.79,390.29,217.77,276.59,27.12,685.87,851.64,1144.76,False,0,True,False,0,0,N,1,no,X
RT-001244,ORD00008152,M813343D9,반품,오배송,상세사유_glb3h178,24/07/2025,,20/12/2023,검수중,118550,쿠폰발급,대기,,agent_3,카카오톡,4,SKU00001142,2,Y,0,178.64,21.8,27.66,196.36,1011.15,42.49,147.25,282.95,42.76,217.14,109.43,65.32,700.16,448.4,334.66,True,0,True,False,0,1,Y,1,yes,O
RT-001245,ORD00010885,M94768EE6,반품,피부트러블,,30/04/2024,,14/10/2024,부분승인,17912,계좌이체,완료,,agent_6,게시판,5,SKU00001725,1,N,0,377.88,53.05,3.86,36.68,581.49,16.79,75.1,30.55,384.28,107.44,1390.15,159.43,1149.71,228.23,994.86,True,0,False,False,1,1,N,1,yes,O
RT-001246,ORD00014410,M25D6938A,반품,유통기한임박,,20250326,,01/06/2025,승인,8369,쿠폰발급,완료,20241207,agent_16,전화,1,SKU00000731,1,Y,0,457.86,180.48,49.72,55.0,195.56,759.55,160.29,132.14,327.74,1.29,679.83,33.61,419.11,389.15,44.58,True,1,False,False,1,1,Y,0,no,X
RT-001247,ORD00004759,M61ED9972,반품,사이즈맞지않음,상세사유_w1i55kbk,02-07-2025,2025-07-14,24/07/2025,부분승인,93663,계좌이체,처리중,03-13-2023,agent_29,채팅,5,SKU00001505,2,N,0,259.7,97.95,18.34,215.36,197.48,172.22,317.93,46.29,272.25,49.53,560.32,438.63,1239.42,610.75,626.18,False,1,True,True,0,0,N,1,yes,X
RT-001248,ORD00012253,MF93F883D,반품,사이즈맞지않음,,10-06-2023,04-23-2024,11-21-2025,부분승인,24909,포인트,완료,11-24-2025,agent_21,전화,,SKU00001416,1,N,0,382.27,111.68,1.47,86.6,688.35,135.88,20.8,347.91,10.71,323.92,99.38,96.41,22.69,148.81,105.43,False,1,True,False,0,0,N,1,no,X
RT-001249,ORD00013494,M62B0A041,부분반품,피부트러블,,21/07/2025,03/03/2025,2025.07.04,승인,12703,포인트,완료,12-05-2024,agent_30,채팅,3,SKU00001532,3,N,0,637.27,14.84,13.68,253.75,6.39,61.63,141.91,178.32,63.35,450.63,73.54,65.58,767.58,742.22,458.14,False,0,False,False,0,1,N,0,yes,X
RT-001250,ORD00001575,MAD2880F2,반품,변심,,2023-07-09,03-16-2023,06-14-2025,검수중,69235,계좌이체,거절,2023.03.28,agent_16,이메일,4,SKU00000185,2,N,0,106.72,0.01,3.49,20.3,553.23,350.02,125.03,480.33,1301.91,31.32,327.65,43.37,2370.52,1420.42,721.35,True,0,False,True,0,1,Y,1,no,O
RT-001251,ORD00009312,M31295D3E,반품,향불만,상세사유_bco22lya,09-01-2025,,05-31-2023,승인,21403,포인트,완료,2023-02-03,agent_8,이메일,5,SKU00001260,2,Y,0,634.62,74.37,9.42,117.47,253.53,150.81,325.63,164.98,1043.6,294.35,275.51,188.2,115.53,888.45,1292.68,False,1,False,True,1,0,N,0,yes,X
RT-001252,ORD00000089,M9903C43D,부분반품,파손/불량,,2023-11-24,06-29-2023,27/10/2025,승인,63477,원결제수단,처리중,20230501,agent_19,전화,3,SKU00001602,3,Y,0,17.55,10.28,17.31,76.89,339.23,66.8,99.61,79.42,7.24,256.24,364.02,33.01,1247.44,1730.27,778.61,True,1,False,False,0,0,N,1,yes,X
RT-001253,ORD00013842,MF4831FE1,반품,가품의심,,2024-11-03,12/05/2023,,승인,7308,포인트,대기,,agent_18,이메일,,SKU00001849,3,N,0,305.91,2.24,41.12,81.12,883.63,308.81,172.26,120.2,71.73,504.98,88.46,209.07,18.56,143.75,433.18,False,1,True,False,0,0,N,1,yes,X
RT-001254,ORD00000659,MBF0B3D8E,반품,성분불만,,2025-03-14,20251203,,승인,46201,쿠폰발급,처리중,17/08/2025,agent_30,전화,5,SKU00001661,1,Y,0,1402.94,1.48,39.04,595.12,707.75,324.28,122.46,183.25,42.74,16.49,1008.84,48.34,128.39,18.31,106.3,False,1,True,True,1,0,N,0,yes,O
RT-001255,ORD00009658,M62126D94,반품,용량부족,상세사유_u36wesjg,07-13-2025,20231126,2025-06-30,부분승인,82540,원결제수단,완료,,agent_16,전화,3,SKU00000259,3,Y,0,1347.63,76.09,6.08,550.93,387.04,141.74,16.66,178.16,672.35,265.01,262.1,68.72,45.18,7.04,410.8,True,0,False,False,0,1,N,0,no,X
RT-001256,ORD00001617,MC50A8521,반품,텍스처불만,,2024.09.26,2024.08.30,,검수중,69547,계좌이체,완료,,agent_30,이메일,5,SKU00000376,2,N,0,1139.9,3.16,8.39,249.41,2613.42,72.2,35.19,94.33,701.11,315.35,908.64,21.96,309.63,224.14,1211.43,False,0,False,True,0,1,Y,1,yes,X
RT-001257,ORD00004015,MA2BB346B,반품,가품의심,상세사유_zjsgkl8a,2024.05.01,2023.08.12,,,47828,원결제수단,완료,20241102,agent_3,채팅,,SKU00001203,3,Y,0,510.03,42.84,18.82,115.3,1726.54,15.47,2.33,200.38,416.38,39.13,700.92,39.36,83.07,1050.63,1039.92,False,0,False,False,1,1,N,1,yes,X
RT-001258,ORD00014117,MA17DAB8A,반품,유통기한임박,상세사유_tiyqs7xr,2024-05-28,,,,79760,포인트,완료,2023.08.16,agent_26,게시판,,SKU00000189,1,N,0,2229.94,128.93,6.65,231.23,211.98,62.19,350.55,46.15,1532.27,281.47,591.29,4.26,1002.08,86.11,680.13,True,0,True,True,1,0,N,0,no,X
RT-001259,ORD00002897,MD01E544A,반품,가품의심,,2024.05.18,07-21-2023,,부분승인,2721,쿠폰발급,완료,10-10-2023,agent_15,카카오톡,,SKU00000219,1,N,0,586.66,40.22,47.23,66.45,115.99,119.02,258.69,28.21,75.45,126.55,28.94,66.92,311.41,135.17,785.43,True,0,False,False,1,1,Y,1,no,X
RT-001260,ORD00009266,MBA197035,전체반품,텍스처불만,,2025.04.20,20250711,,,4728,포인트,완료,,agent_2,게시판,3,SKU00001533,1,N,0,35.46,33.79,44.79,169.02,1646.72,0.01,229.26,205.23,218.73,431.96,66.68,7.23,867.94,1112.19,1821.28,False,0,True,True,1,1,Y,1,no,O
RT-001261,ORD00008938,M7140D038,반품,색상불일치,,03-10-2023,,08/01/2024,승인,18535,쿠폰발급,거절,2023.09.24,agent_14,채팅,,SKU00001110,1,Y,0,910.77,73.23,11.46,299.76,47.53,10.85,287.96,29.85,527.72,59.67,1006.16,136.66,281.23,638.44,518.75,True,1,True,True,0,0,Y,1,no,X
RT-001262,ORD00011524,M1DAF57A6,반품,향불만,,20230801,2024-08-17,2024-02-20,승인,30332,계좌이체,완료,2025-05-15,agent_6,이메일,4,SKU00001436,2,Y,1,94.59,56.45,35.97,31.38,383.42,30.36,525.24,414.46,460.02,81.45,533.14,127.87,100.39,13.34,82.41,True,0,True,False,1,1,N,1,no,X
RT-001263,ORD00010788,M0E01953A,교환,텍스처불만,상세사유_9qiofmcg,2024-09-04,2025.07.03,,,139410,계좌이체,처리중,,agent_12,게시판,,SKU00000135,1,N,0,1564.46,7.52,4.4,38.64,2011.11,1002.52,167.05,70.88,63.85,103.92,120.97,425.5,637.52,180.69,1362.11,True,0,True,True,1,1,N,0,no,X
RT-001264,ORD00004494,M8CE320F7,반품,향불만,상세사유_4717eoig,12/06/2024,2025-02-27,,승인,3325,쿠폰발급,대기,,agent_20,전화,,SKU00000119,1,N,0,154.99,28.12,11.01,514.34,932.64,91.11,190.5,537.3,402.07,245.0,399.22,80.68,736.67,218.72,241.02,False,1,True,True,0,1,Y,0,no,X
RT-001265,ORD00006073,MC5BD2100,부분반품,가품의심,상세사유_g9nj74xk,09/11/2025,,2024-06-26,검수중,52102,쿠폰발급,완료,,agent_1,이메일,1,SKU00000695,1,Y,0,185.92,68.75,0.52,191.52,28.59,85.95,377.85,119.63,888.04,39.22,990.84,6.6,217.68,201.54,1252.39,True,1,True,True,1,0,Y,1,yes,X
RT-001266,ORD00006624,MAC62AC1C,부분반품,파손/불량,,07/10/2024,20/03/2025,2024.11.17,승인,83012,쿠폰발급,대기,,agent_4,채팅,4,SKU00001532,1,N,1,476.07,95.59,21.45,344.41,132.21,121.37,255.2,150.67,2024.68,103.9,89.54,214.78,143.97,273.44,1485.54,False,1,True,True,0,1,Y,0,no,X
RT-001267,ORD00008202,M0500066A,전체반품,오배송,,19/10/2023,07-31-2024,2023.07.16,승인,21813,포인트,완료,,agent_22,카카오톡,1,SKU00000645,1,N,0,60.31,19.05,4.39,263.11,503.35,77.53,75.36,10.84,279.8,162.07,131.73,272.82,919.55,1634.28,1146.25,False,0,False,False,1,0,Y,1,no,X
RT-001268,ORD00002312,M6239AA7D,전체반품,텍스처불만,,20240522,,2025-02-25,거절,54050,계좌이체,거절,,agent_26,채팅,5,SKU00000889,1,N,0,1409.15,54.97,3.06,357.45,543.53,12.98,18.62,155.66,1506.74,51.58,929.25,408.88,1048.56,623.5,73.84,True,1,True,False,0,0,Y,0,yes,O
