event_id,session_id,user_uid,event_type,event_timestamp,page_url,prd_no,search_query,referrer,platform,device,os,browser,screen_resolution,time_on_page_sec,scroll_depth_pct,cart_value_krw,ab_test_variant,analytics_metric_01,analytics_metric_02,analytics_metric_03,analytics_metric_04,analytics_metric_05,analytics_metric_06,analytics_metric_07,analytics_metric_08,analytics_metric_09,analytics_metric_10,analytics_metric_11,analytics_metric_12,analytics_metric_13,analytics_metric_14,analytics_metric_15,analytics_metric_16,analytics_metric_17,analytics_metric_18,analytics_metric_19,analytics_metric_20,analytics_flag_01,analytics_flag_02,analytics_flag_03,analytics_flag_04,analytics_flag_05,analytics_flag_06,analytics_flag_07,analytics_flag_08,analytics_flag_09,analytics_flag_10
EVT-00003862,sess_r9vm8p7o,anon_9qwss8d4,page_view,1727746397,/search/vrdsklme,,쿠션,kakao,무신사,mobile,macOS,Samsung,1920x1080,75.3,39.0,52000,C,18.6,805.01,239.42,55.66,137.71,58.84,57.1,18.91,578.32,809.89,15.37,239.1,277.78,3.33,161.69,972.87,228.91,455.65,551.31,877.33,True,Y,0,no,Y,Y,1,yes,N,O
EVT-00003863,sess_srnpss7q,uid_5b6b8daafc69,remove_cart,1754775079,/search/gwtoc4gw,PRD-00933,수분크림,naver,무신사,desktop,macOS,Chrome,390x844,4.6,63.4,25000,control,4.0,32.63,197.92,81.25,32.91,80.96,27.46,240.02,1159.98,1531.45,0.87,820.92,600.44,16.12,90.83,0.64,267.35,30.72,318.66,130.24,False,Y,0,no,N,N,1,yes,Y,O
EVT-00003864,sess_kh999c60,uid_85a45a2f14b0,remove_cart,1720683561,/checkout/lgjjekkl,PRD-00430,,,쿠팡,tablet,Android,Samsung,2560x1440,5.6,87.2,0,,149.75,40.47,74.22,185.32,485.02,157.79,5.61,482.74,144.89,680.06,2.6,878.55,3.56,34.64,205.81,1303.77,190.03,970.69,53.98,146.15,False,N,1,yes,N,N,0,no,Y,O
EVT-00003865,sess_knyyy8rd,anon_plenn5kn,add_to_cart,1730839602,/product/rocmwsss,PRD-01209,클렌징,google,PC웹,mobile,iOS,Edge,2560x1440,16.1,13.0,0,B,45.48,238.14,35.78,162.96,26.77,62.5,378.76,290.66,675.72,710.81,4.18,1997.23,396.96,0.03,425.07,481.87,690.91,718.21,184.63,226.13,False,Y,1,no,Y,N,1,no,N,O
EVT-00003866,sess_92kka0jt,anon_fq5239y2,product_view,1727472488,/category/nvqrpvf4,PRD-00098,마스크팩,google,쿠팡,mobile,macOS,Samsung,1080x2400,85.8,19.4,52000,control,97.28,114.93,713.27,164.81,143.77,192.05,117.07,45.28,543.23,375.71,149.7,1126.4,110.48,1.2,109.0,150.63,72.01,445.48,212.07,49.97,False,Y,1,no,N,Y,1,no,N,O
EVT-00003867,sess_a2sx81v1,anon_5i70uep9,product_view,1766655025,/mypage/21nrgpp5,PRD-00072,토너,,네이버스마트스토어,tablet,macOS,Whale,1920x1080,11.3,53.4,25000,control,67.88,90.0,69.51,0.85,38.69,83.24,94.68,1097.47,30.29,247.81,33.61,257.06,420.98,30.41,13.4,1449.83,2024.18,20.57,76.17,314.04,False,Y,1,no,Y,Y,1,no,N,O
EVT-00003868,sess_8g8epu7a,uid_d30ae32de7f2,filter,1721701513,/brand/w5orokrf,PRD-01450,쿠션,google,PC웹,desktop,Android,Whale,1080x2400,20.6,7.7,52000,B,52.53,226.61,204.64,97.9,354.78,157.78,302.99,262.41,189.14,758.14,79.76,578.09,323.22,6.53,239.72,251.67,5215.29,2161.62,335.09,331.79,True,N,1,no,N,Y,1,yes,Y,X
EVT-00003869,sess_u42d9izs,uid_79e012ff8786,product_view,1727073485,/brand/lu39j6b9,PRD-00630,수분크림,instagram,PC웹,desktop,iOS,Whale,390x844,29.6,6.5,52000,A,77.23,85.94,175.63,65.88,421.86,257.1,0.93,416.71,483.46,288.69,152.09,1175.48,87.01,23.65,464.99,99.38,5299.44,547.68,154.28,2125.73,False,N,0,yes,N,N,0,no,N,X
EVT-00003870,sess_c84rj7jz,uid_c1798af69780,page_view,1764309447,/brand/f30qi6g1,,레티놀,direct,무신사,desktop,Windows,Samsung,390x844,72.4,40.3,25000,,214.77,83.98,601.29,5.92,105.19,187.87,131.6,297.34,2308.21,207.73,31.1,824.48,674.06,0.59,13.77,364.46,655.47,664.99,383.93,310.66,False,N,1,yes,N,Y,0,yes,Y,X
EVT-00003871,sess_ypdyfa1d,uid_819464bc3dc9,product_view,1741590640,/cart/a0j8yudl,PRD-01671,클렌징,,PC웹,mobile,Windows,Edge,1080x2400,22.1,59.9,89000,B,5.07,22.85,376.02,6.16,477.78,204.7,501.97,592.21,64.36,156.91,442.54,521.94,998.76,2.64,341.52,1476.54,1980.98,108.3,16.81,213.13,True,Y,0,no,N,Y,0,yes,Y,X
EVT-00003872,sess_q9uv14j8,anon_jhy5ze2i,search,1733316579,/event/kw3bbsun,PRD-01468,,affiliate,iOS앱,mobile,Windows,Samsung,1080x2400,17.1,59.6,0,A,41.95,417.39,556.15,23.09,35.58,550.64,58.18,791.85,84.11,29.58,96.94,2483.5,294.83,1.78,120.72,526.98,184.75,544.78,231.19,403.83,True,Y,1,no,N,Y,1,yes,Y,X
EVT-00003873,sess_wm01uwa6,anon_vd1lmsv9,add_to_cart,1737641413,/cart/bs39ohqg,PRD-00138,수분크림,google,올리브영온라인,desktop,iOS,Samsung,1920x1080,23.2,33.9,0,C,162.47,53.3,527.58,80.63,407.43,87.97,151.14,984.16,2382.51,1026.16,125.99,1087.05,5.89,69.2,39.12,3.66,731.44,79.81,16.3,769.09,False,Y,0,no,N,Y,0,yes,Y,X
EVT-00003874,sess_5vhrxhud,anon_jvgisvhh,product_view,1734040944,/event/gn5p3n65,PRD-00773,토너,naver,무신사,mobile,iOS,Safari,1080x2400,3.0,45.8,25000,B,57.56,92.89,253.35,134.49,14.5,27.0,160.42,858.63,390.88,106.12,240.55,400.28,155.56,1.64,324.01,663.54,1943.68,222.16,119.0,1027.34,True,N,0,yes,N,N,0,no,N,O
EVT-00003875,sess_yvj5l4x8,anon_vewt6u8t,product_view,1752491793,/category/z1341rey,PRD-00886,세럼,instagram,iOS앱,desktop,macOS,Safari,2560x1440,0.4,25.1,15000,control,78.0,477.15,20.56,25.18,41.49,19.46,113.92,6436.52,193.7,25.67,1.62,260.05,1160.78,3.41,340.07,196.65,37.5,204.66,225.51,159.16,False,Y,0,no,Y,Y,1,no,Y,O
EVT-00003876,sess_878309wt,anon_1nwnyfal,share,1719490762,/mypage/n04clic5,,세럼,direct,네이버스마트스토어,desktop,macOS,Safari,390x844,19.3,36.4,0,C,217.35,335.1,2390.04,43.2,258.65,61.95,91.84,538.48,556.19,79.64,2.23,321.17,334.29,31.09,114.7,1926.89,846.13,514.97,917.49,827.95,False,Y,0,yes,N,N,0,yes,Y,O
EVT-00003877,sess_tnwg2zry,anon_csa4777i,begin_checkout,1758804775,/checkout/ztp6i6e0,PRD-01652,,naver,네이버스마트스토어,mobile,iOS,Safari,1920x1080,20.0,37.9,0,A,39.48,159.46,225.46,183.56,199.8,24.69,33.56,264.25,889.82,366.35,2.28,373.83,1137.84,12.15,546.82,337.48,194.03,119.56,1176.56,544.0,False,Y,0,yes,Y,Y,1,yes,Y,O
EVT-00003878,sess_ra23hrfb,uid_e38b68907b5f,add_to_cart,1724123528,/brand/iejibe4e,PRD-01758,수분크림,kakao,무신사,mobile,Windows,Whale,2560x1440,28.5,57.6,38000,A,89.55,41.41,491.5,352.5,537.17,94.95,38.78,154.33,380.08,133.7,3.59,296.96,63.81,5.37,34.38,35.31,1205.37,42.0,593.82,23.27,True,N,1,yes,N,N,0,yes,N,O
EVT-00003879,sess_cwub3sfz,uid_44639ff7cb7a,filter,1726017574,/cart/h8l1knw0,PRD-01322,토너,affiliate,쿠팡,desktop,Android,Whale,2560x1440,10.1,33.2,52000,A,0.11,33.1,348.23,262.2,59.14,80.66,145.95,2188.24,316.33,972.36,72.82,154.49,159.61,9.99,351.58,1256.47,265.63,76.65,28.22,313.21,False,N,0,no,Y,N,0,no,Y,O
EVT-00003880,sess_fdzxeklj,uid_7459d89717e1,add_to_cart,1717591236,/checkout/mbzpoqf0,PRD-01698,클렌징,google,쿠팡,desktop,Android,Edge,2560x1440,63.6,16.4,15000,C,31.06,93.91,121.72,36.56,130.53,104.29,204.1,863.8,343.46,136.85,53.25,680.95,723.78,3.61,159.13,169.52,230.09,107.87,92.98,774.52,False,N,1,no,Y,N,1,no,N,X
EVT-00003881,sess_mslbe8xn,uid_4469b39d1279,product_view,1757059300,/search/pi3feukm,,토너,direct,무신사,mobile,Android,Chrome,1080x2400,96.1,6.3,0,A,70.43,206.88,291.7,331.98,131.59,156.31,518.3,122.78,725.68,696.83,195.59,2883.42,432.04,11.04,16.28,59.4,1142.57,174.82,639.03,1378.61,True,Y,1,yes,N,N,1,yes,N,O
EVT-00003882,sess_f1hhde78,uid_f9fb1ca73786,page_view,1766675866,/product/ddn1xcdp,PRD-01757,비타민C,instagram,네이버스마트스토어,mobile,macOS,Whale,1170x2532,8.8,11.0,52000,B,6.48,49.79,1082.11,263.64,32.52,6.64,141.9,368.17,323.53,118.5,17.77,809.03,280.86,19.36,201.92,545.59,623.06,1170.04,168.59,944.22,True,Y,1,no,N,N,0,no,N,O
EVT-00003883,sess_1kfz3ghd,anon_knjj9mz9,product_view,1739224411,/checkout/yerot6rb,,마스크팩,direct,무신사,mobile,iOS,Edge,2560x1440,12.1,66.5,25000,,25.82,656.52,245.81,31.89,440.04,94.99,160.13,262.41,123.95,89.76,141.68,286.7,183.12,1.55,87.13,722.6,729.29,184.92,252.18,28.04,False,N,1,no,Y,N,1,yes,N,O
EVT-00003884,sess_m0ao3up8,uid_2a72c4e19c35,wishlist_add,1751492237,/event/y5evwkjj,,,naver,iOS앱,desktop,Windows,Edge,2560x1440,56.3,70.1,0,B,91.16,346.71,73.8,3.67,1.73,275.27,8.53,152.74,10.02,328.22,124.97,190.55,234.29,0.65,91.58,27.18,1603.64,416.26,1.02,649.7,True,N,1,yes,Y,Y,0,no,N,O
EVT-00003885,sess_zys5ff9u,uid_ecf4100511e5,search,1724490062,/checkout/4sbnputr,PRD-01563,클렌징,,Android앱,desktop,iOS,Safari,1080x2400,12.7,80.9,15000,A,60.03,279.15,675.77,7.93,267.3,335.6,128.08,751.64,56.69,32.62,9.37,8.16,23.85,20.55,235.82,1510.8,548.6,76.66,749.06,788.83,False,Y,0,yes,Y,N,1,no,Y,X
EVT-00003886,sess_l53ik95m,anon_8zfzdifr,product_view,1727502367,/checkout/9w8xqhzi,PRD-00848,,affiliate,모바일웹,mobile,Android,Whale,1170x2532,8.4,27.5,0,B,201.5,26.11,77.04,118.84,92.1,103.14,729.27,199.34,913.38,97.41,2.3,971.17,131.79,40.57,271.84,849.34,81.14,235.77,11.92,348.44,False,Y,1,no,Y,N,1,no,Y,O
EVT-00003887,sess_db2qr7gr,anon_uam7bslw,compare,1724442822,/product/h8hmyzvd,PRD-01243,,google,무신사,mobile,Android,Samsung,2560x1440,23.7,68.5,0,A,83.56,37.22,264.57,183.35,177.15,130.29,372.67,1250.06,183.42,5.78,47.77,827.5,197.22,28.04,1.05,29.71,176.76,468.62,245.29,29.97,True,N,0,no,N,N,0,no,Y,X
EVT-00003888,sess_rl9fufip,uid_087535230839,page_view,1720909422,/product/b2l8r0nv,PRD-00767,,naver,쿠팡,desktop,Windows,Whale,1170x2532,30.7,75.6,15000,B,141.77,103.64,396.24,293.6,11.23,33.47,267.17,12.51,2552.66,234.84,134.69,1000.35,282.12,5.64,396.84,251.04,935.85,1492.28,118.73,120.4,False,Y,1,no,N,N,1,no,Y,X
EVT-00003889,sess_i1co6tks,uid_c321608c5ada,page_view,1763693273,/product/p81gqwbq,PRD-01252,,google,모바일웹,desktop,iOS,Edge,390x844,9.0,33.1,52000,B,27.07,303.92,276.22,172.05,181.36,319.46,193.73,262.39,96.78,358.17,31.63,922.33,173.36,1.38,146.11,66.14,366.52,195.6,890.57,33.83,True,Y,0,yes,N,N,1,yes,Y,X
EVT-00003890,sess_romerqhx,anon_9wpkvyzg,product_view,1737360926,/cart/64jekgye,,레티놀,affiliate,쿠팡,mobile,iOS,Chrome,1920x1080,3.8,25.6,0,,108.9,42.54,1078.31,476.46,165.99,1.45,734.24,329.84,318.03,119.9,134.17,150.51,105.91,2.7,6.18,195.59,185.03,382.37,400.82,909.77,False,N,1,no,Y,Y,1,yes,N,X
EVT-00003891,sess_vmyi723i,anon_q2wk0d35,page_view,1766874656,/search/31h7n6je,,,,카카오톡채널,desktop,Windows,Samsung,1920x1080,13.2,89.0,89000,,56.57,78.89,519.28,108.57,53.39,12.58,742.7,1433.34,274.3,51.29,66.98,290.84,415.42,1.94,76.3,63.79,444.84,232.26,1070.7,1307.27,True,N,0,yes,Y,Y,0,no,N,X
EVT-00003892,sess_x2blvv6l,uid_71aadae63b33,page_view,1750943026,/category/3d9pjwpd,PRD-00880,,affiliate,iOS앱,mobile,Windows,Edge,1170x2532,34.4,83.8,0,,58.23,452.14,93.63,301.14,122.99,41.05,261.81,424.5,818.7,557.0,111.73,324.43,552.86,5.86,357.2,2788.68,100.37,342.22,28.69,51.17,True,Y,0,no,N,Y,0,no,N,X
EVT-00003893,sess_1dtkgs9p,uid_d8920456b832,filter,1766890565,/search/tcmk3sk4,,수분크림,google,iOS앱,desktop,iOS,Edge,1170x2532,17.2,63.8,0,control,110.56,258.32,20.55,486.65,124.74,66.17,203.61,1096.72,589.09,401.94,104.38,227.63,255.1,10.57,424.48,435.88,301.86,40.96,313.51,358.83,False,Y,1,no,Y,N,1,yes,N,X
EVT-00003894,sess_scoszlq8,anon_g4suik9r,product_view,1760017773,/event/q24modrl,,쿠션,google,iOS앱,mobile,macOS,Safari,1920x1080,1.0,66.7,0,control,25.65,88.99,488.01,59.27,310.7,7.52,46.74,104.02,764.99,936.04,260.51,240.62,180.64,14.68,863.84,408.45,942.89,285.09,83.56,177.69,False,N,1,yes,Y,N,0,yes,N,X
EVT-00003895,sess_l39esx3w,uid_2a2d538a9835,search,1728930542,/event/xuildjb0,,레티놀,kakao,무신사,desktop,iOS,Samsung,1080x2400,21.6,61.7,89000,,4.73,10.39,693.67,96.84,165.3,291.66,636.38,846.16,242.46,509.88,9.55,83.91,462.31,3.41,1.7,1400.94,430.33,37.69,421.41,226.62,True,N,1,no,N,N,0,no,N,X
EVT-00003896,sess_0aw69pbn,uid_cb19283cb52b,page_view,1766876222,/mypage/ntd1pzur,PRD-01650,마스크팩,kakao,무신사,mobile,iOS,Edge,1170x2532,87.2,68.2,0,C,66.55,117.68,161.16,232.72,1081.36,248.49,29.05,15.71,260.9,115.49,70.96,207.6,130.24,6.01,106.15,62.13,2384.69,399.83,121.75,433.02,True,Y,0,no,Y,N,0,yes,N,X
EVT-00003897,sess_rfm3v7qy,uid_965ecefef047,page_view,1756184066,/cart/qduay7m0,PRD-00189,클렌징,direct,네이버스마트스토어,desktop,iOS,Safari,1080x2400,62.6,45.5,0,,64.97,54.25,357.85,7.93,71.8,228.25,360.67,2699.7,946.27,1711.11,40.26,1889.76,170.31,21.14,361.33,537.13,849.52,1.64,20.81,1876.09,False,Y,0,no,N,Y,0,no,Y,O
EVT-00003898,sess_wbpvrs0o,uid_ae08fc203b22,filter,1749445718,/mypage/nbu9w4ny,,선크림,direct,PC웹,desktop,iOS,Chrome,2560x1440,28.4,14.0,52000,B,46.57,206.62,172.49,56.87,161.21,74.26,108.81,421.19,39.86,181.77,254.46,700.77,73.1,6.67,98.72,776.01,842.88,778.55,114.62,111.59,False,Y,0,yes,N,N,0,yes,N,O
EVT-00003899,sess_n7bn0w9l,uid_47ceba3d997b,page_view,1751206764,/brand/fj7h8tv3,PRD-01494,세럼,youtube,네이버스마트스토어,mobile,iOS,Whale,1170x2532,15.1,87.7,52000,A,167.1,276.5,561.7,54.26,172.94,120.21,40.57,1309.91,738.14,814.82,237.34,1310.34,514.43,22.2,667.96,1015.96,386.16,1718.44,465.97,112.27,False,Y,0,no,Y,N,1,yes,Y,X
EVT-00003900,sess_bpa7b6e4,uid_aee585af7451,page_view,1748518503,/category/4kizsnvm,PRD-01818,토너,naver,쿠팡,mobile,iOS,Whale,1170x2532,54.3,45.7,0,control,152.12,424.13,577.05,67.45,322.01,120.44,6.97,292.53,386.86,444.72,624.38,123.05,96.29,0.57,566.07,1213.13,1279.64,698.13,631.44,2213.41,True,Y,1,yes,Y,N,0,no,Y,O
EVT-00003901,sess_5q8zc3uz,uid_3276bb2c4105,compare,1737875376,/product/24wd8yev,PRD-00490,마스크팩,,올리브영온라인,desktop,iOS,Safari,1170x2532,14.4,83.1,52000,A,30.68,587.17,1417.88,23.51,468.97,85.03,191.8,2073.79,448.09,104.4,488.6,310.5,153.87,16.64,30.47,513.69,764.91,444.4,550.2,345.17,False,N,1,yes,Y,Y,1,no,N,X
EVT-00003902,sess_312f1bzf,uid_fa08a10e8f8d,wishlist_add,1742613734,/product/a47y7yla,PRD-00877,,,모바일웹,desktop,iOS,Whale,1920x1080,20.6,38.3,15000,B,48.54,189.88,403.39,215.21,68.5,278.11,289.91,257.89,3440.03,1155.52,125.17,198.97,359.26,38.36,144.13,11.12,639.98,155.59,147.56,259.41,True,Y,1,yes,Y,N,0,yes,Y,O
EVT-00003903,sess_vc1pjsuq,uid_40c394297a7b,wishlist_add,1747247218,/checkout/pshhheaq,PRD-00293,선크림,affiliate,쿠팡,mobile,Windows,Chrome,2560x1440,43.3,12.5,15000,A,184.41,315.32,133.82,766.15,122.73,143.26,36.16,329.7,631.65,194.08,119.45,751.47,180.58,12.13,254.83,507.26,1566.5,75.16,544.47,79.22,False,N,1,yes,N,N,1,yes,Y,X
EVT-00003904,sess_v8t4zzfs,anon_o5804rbe,page_view,1730163058,/search/gwpcef8h,PRD-01458,마스크팩,kakao,PC웹,tablet,macOS,Edge,1920x1080,90.6,77.3,52000,C,68.23,124.06,249.03,38.26,325.79,68.65,190.42,960.64,102.98,865.54,32.53,1223.37,199.9,5.04,281.22,1946.88,1098.74,103.81,74.71,237.79,False,N,0,yes,Y,N,0,yes,Y,X
EVT-00003905,sess_matns5hd,uid_b177f8f09d46,add_to_cart,1740965502,/brand/ax7ytt8m,,쿠션,google,모바일웹,desktop,iOS,Chrome,2560x1440,14.0,75.8,15000,A,131.77,245.88,277.92,111.03,569.8,87.13,585.36,539.24,711.84,100.39,58.51,376.0,10.92,35.41,152.33,261.01,0.93,1031.21,632.31,716.54,True,Y,1,yes,N,Y,1,yes,Y,X
EVT-00003906,sess_xv3a1ctv,uid_2963d11e2c32,product_view,1758395791,/mypage/m3zlqeqc,,마스크팩,,카카오톡채널,mobile,iOS,Samsung,390x844,1.7,10.4,38000,,74.81,12.1,480.03,498.92,225.74,217.13,213.9,320.11,52.44,72.21,97.42,387.82,387.73,30.64,240.62,2508.56,462.28,10.88,547.9,525.13,False,N,0,yes,N,N,1,yes,N,O
EVT-00003907,sess_2bhda742,anon_uupe1a2w,product_view,1741264279,/cart/m8352vft,,세럼,kakao,올리브영온라인,mobile,Android,Samsung,1920x1080,59.9,28.3,38000,B,384.56,73.26,572.2,20.94,70.27,89.27,565.82,773.05,190.47,570.59,13.37,41.93,147.46,18.39,2.5,932.1,915.3,360.37,403.2,2.81,True,Y,1,no,Y,Y,0,no,Y,O
EVT-00003908,sess_plb5ofv8,uid_222859333610,filter,1721882446,/brand/ffc98ugk,PRD-00589,클렌징,youtube,Android앱,desktop,iOS,Samsung,2560x1440,32.3,38.3,15000,,103.78,118.69,16.88,235.11,713.93,361.83,0.38,227.7,626.75,495.43,7.63,1082.56,293.62,16.02,64.73,1500.07,2083.42,34.9,547.82,451.66,True,Y,1,yes,N,N,1,yes,N,X
EVT-00003909,sess_w2jcky0r,uid_274fc3d52572,wishlist_add,1745988601,/brand/wa36f72y,PRD-01861,선크림,direct,카카오톡채널,desktop,Android,Edge,1080x2400,16.6,18.0,0,,42.66,10.29,249.38,122.59,114.63,588.03,17.35,1942.38,455.17,376.19,24.05,455.16,21.39,13.48,22.1,179.09,75.68,543.23,756.81,889.04,True,Y,0,no,N,N,0,yes,N,X
EVT-00003910,sess_icktzhuz,uid_61b50d1c0836,add_to_cart,1744175948,/product/42iyryix,PRD-00195,레티놀,google,쿠팡,mobile,Android,Safari,1080x2400,36.8,99.7,89000,A,63.65,134.45,518.8,145.75,95.26,132.55,167.9,1071.18,1009.88,69.99,1.94,88.96,81.11,7.47,502.48,1127.47,50.22,958.97,5.57,345.47,True,N,1,no,Y,Y,1,no,N,O
EVT-00003911,sess_ajg2dggz,uid_071debc81940,share,1718710447,/search/gub5vrqd,PRD-01417,선크림,instagram,모바일웹,mobile,Android,Chrome,1920x1080,15.8,60.5,52000,A,84.35,16.01,860.25,461.37,276.19,210.89,163.03,839.23,337.33,1129.06,40.05,1252.29,492.0,17.2,32.07,2860.92,1078.43,1284.6,563.92,861.38,False,Y,0,no,Y,N,0,yes,Y,X
EVT-00003912,sess_t3npck98,anon_c2rpp0n4,page_view,1717488358,/checkout/91d57v3l,PRD-01184,클렌징,youtube,네이버스마트스토어,tablet,iOS,Chrome,1080x2400,103.6,98.3,89000,,6.63,899.08,878.84,224.59,383.68,35.32,8.4,3590.26,97.97,62.57,357.39,167.38,67.58,2.22,148.67,2396.94,1814.53,522.63,226.73,1334.55,True,Y,0,yes,Y,N,0,yes,N,X
EVT-00003913,sess_zmjunifo,anon_rudn25sx,product_view,1758214544,/event/s48c0sbv,PRD-01198,세럼,kakao,쿠팡,desktop,iOS,Samsung,1080x2400,19.9,3.4,0,A,39.33,347.63,249.16,9.51,389.42,51.59,76.86,695.07,22.51,10.65,71.26,714.81,142.28,18.32,84.5,793.37,32.58,249.33,233.17,230.13,True,N,0,no,Y,N,0,no,N,O
EVT-00003914,sess_v2zwfssz,anon_7l3rstke,wishlist_add,1721250494,/search/ovrpn8c0,,수분크림,,iOS앱,desktop,Android,Samsung,390x844,17.2,74.7,0,B,33.54,121.6,1000.33,77.54,31.38,25.5,569.48,501.13,31.02,680.47,211.56,362.47,140.79,8.64,359.33,493.72,1117.99,2255.82,578.25,320.8,False,Y,1,yes,N,Y,0,no,N,O
EVT-00003915,sess_qe9z7ska,uid_bdb7bee6e7f7,add_to_cart,1729714549,/mypage/kf8pluqo,PRD-01815,선크림,affiliate,네이버스마트스토어,desktop,Android,Edge,1170x2532,41.5,75.6,52000,,4.77,473.46,311.76,18.33,151.74,0.12,943.39,491.51,168.5,961.83,184.28,829.49,1064.82,3.45,212.29,2301.65,273.28,381.3,67.41,1238.35,True,Y,0,yes,N,Y,1,no,N,X
EVT-00003916,sess_ndj2htj9,uid_bc835fec33e0,page_view,1740423984,/checkout/8a9yj6p1,,,kakao,쿠팡,desktop,Android,Samsung,1080x2400,10.1,17.2,0,C,16.47,11.13,130.24,508.3,231.81,744.79,76.69,3439.58,220.05,216.62,287.04,373.28,22.31,0.52,100.86,716.62,677.11,350.91,57.84,1120.15,False,N,1,no,N,N,0,yes,Y,X
EVT-00003917,sess_o6fzfczq,uid_dc1c6b51d4b3,page_view,1732933262,/search/s39kuwlt,PRD-01815,토너,naver,카카오톡채널,desktop,macOS,Whale,1920x1080,20.4,65.7,89000,,16.55,337.69,62.03,287.49,1130.93,1.22,906.74,506.43,136.56,90.13,68.13,341.6,519.83,29.97,251.65,517.84,1870.06,2286.07,240.76,761.16,False,Y,1,no,N,N,0,yes,N,X
EVT-00003918,sess_lxy8arru,uid_bd0f43065a0c,notification_click,1764627964,/search/bhhbk1uc,PRD-01174,클렌징,google,모바일웹,desktop,macOS,Safari,1080x2400,115.7,65.1,38000,B,169.35,136.56,217.29,383.85,57.44,67.46,42.81,602.37,336.0,16.05,241.97,1001.84,439.34,5.1,93.02,121.35,593.46,137.0,51.47,840.46,True,N,1,no,Y,Y,1,no,Y,X
EVT-00003919,sess_tc4im825,uid_d8a4e0edff3e,notification_click,1746463742,/event/pg91pnvr,PRD-01848,마스크팩,instagram,PC웹,desktop,Windows,Samsung,2560x1440,29.9,99.0,89000,,5.41,329.13,243.72,99.93,180.29,138.71,31.03,1050.05,74.09,225.38,25.49,278.73,155.34,39.42,13.76,467.88,1644.43,489.56,601.25,274.75,False,Y,0,yes,Y,Y,1,no,N,X
EVT-00003920,sess_osss8juq,anon_nw1zdz86,remove_cart,1759946374,/mypage/xesj6hnk,PRD-00697,세럼,google,무신사,mobile,Android,Samsung,1080x2400,8.1,77.7,0,,157.27,55.84,426.1,41.68,249.08,354.79,187.84,1887.56,521.36,103.99,391.56,114.9,409.62,1.08,342.15,212.93,308.33,445.5,1032.47,262.02,False,Y,1,yes,N,N,1,no,N,O
EVT-00003921,sess_7vmvdc7p,uid_cf86bd614464,page_view,1751778056,/checkout/pwhhhlcx,PRD-01853,세럼,instagram,올리브영온라인,desktop,iOS,Edge,2560x1440,114.5,19.0,0,control,159.4,16.29,46.01,321.63,283.13,154.86,115.33,187.98,247.7,586.11,72.23,2823.48,469.41,30.26,151.63,12.13,60.69,151.0,145.98,770.0,False,N,0,yes,Y,Y,1,no,N,X
EVT-00003922,sess_i7lha9ad,uid_0065fd1af540,product_view,1740950005,/search/6h2swma4,,마스크팩,instagram,모바일웹,desktop,macOS,Safari,390x844,3.6,93.1,38000,control,266.95,717.18,400.02,35.66,161.5,200.15,276.58,75.79,1012.33,1098.83,272.46,411.37,98.3,5.67,745.43,1146.79,2402.11,407.83,263.2,2158.97,True,Y,0,yes,N,Y,1,yes,Y,X
EVT-00003923,sess_j1ap9lv2,anon_wt5yv7r4,search,1734219834,/event/kn6ym3ps,PRD-01126,수분크림,naver,올리브영온라인,mobile,Android,Edge,390x844,18.7,50.3,52000,control,0.46,122.19,183.18,271.61,971.91,244.65,441.22,1096.1,335.11,779.21,152.13,1541.76,271.59,0.89,3.1,225.3,2495.69,94.78,52.51,1325.76,True,Y,0,no,Y,N,0,no,Y,X
EVT-00003924,sess_wc7gd9x5,uid_b05ff898f80d,add_to_cart,1732230567,/product/qs7nzyz2,PRD-00685,선크림,direct,모바일웹,mobile,iOS,Edge,1170x2532,22.8,45.7,52000,A,28.08,143.75,1413.12,103.77,13.43,66.41,303.21,319.27,187.54,182.29,26.6,129.26,519.41,0.48,254.34,434.38,712.42,308.23,1057.2,339.63,True,Y,0,yes,N,Y,1,yes,N,O
EVT-00003925,sess_j3plpzmk,uid_39f257baaf42,page_view,1766240828,/search/l62c7vh5,PRD-00401,레티놀,kakao,네이버스마트스토어,desktop,Windows,Samsung,1920x1080,1.9,74.6,89000,B,48.61,19.77,598.44,300.93,141.72,1.33,7.13,831.9,875.81,424.33,34.37,342.65,93.48,2.42,274.5,71.54,2181.3,136.4,19.46,3981.93,True,Y,1,yes,Y,Y,0,yes,N,O
EVT-00003926,sess_qrykw3yz,anon_7rjc80l9,product_view,1760130522,/brand/oym7mt7v,,,direct,무신사,mobile,macOS,Samsung,390x844,119.5,94.0,52000,B,26.87,51.34,297.06,61.75,247.74,112.37,72.59,446.54,321.58,360.54,21.61,1616.25,490.65,5.89,114.74,798.68,127.96,2194.62,91.14,413.2,False,Y,0,yes,Y,Y,1,yes,N,O
EVT-00003927,sess_vfrqvtm0,anon_hywkbwlv,purchase,1745594265,/product/pluai0t8,PRD-00040,마스크팩,direct,iOS앱,mobile,Windows,Whale,1920x1080,45.3,53.0,89000,B,238.17,20.69,269.85,22.57,56.86,546.77,14.62,515.2,140.01,221.33,32.1,519.7,692.02,5.03,21.27,2987.73,373.22,119.29,452.64,805.41,False,N,0,yes,Y,N,0,no,N,O
