promo_id,promo_name,promo_type,discount_type,discount_value,min_purchase_amount,max_discount_cap,start_date,end_date,status,target_segment,target_products,target_categories,target_brands,channel,budget_krw,used_budget_krw,redemption_count,coupon_codes,stacking_allowed,created_by,promo_metric_01,promo_metric_02,promo_metric_03,promo_metric_04,promo_metric_05,promo_metric_06,promo_metric_07,promo_metric_08,promo_metric_09,promo_metric_10,promo_metric_11,promo_metric_12,promo_metric_13,promo_metric_14,promo_metric_15,promo_flag_01,promo_flag_02,promo_flag_03,promo_flag_04,promo_flag_05,promo_flag_06,promo_flag_07,promo_flag_08,promo_flag_09,promo_flag_10
PM-0064,블프_sf3d,세트할인,gift,3000,50000,10000,2024.09.20,2024.11.07,진행중,전체|VIP|재구매,PRD-01646|PRD-00072|PRD-00064|PRD-00232|PRD-01293|PRD-01537|PRD-00418|PRD-00876|PRD-00763|PRD-01820|PRD-01409|PRD-00252|PRD-00098|PRD-00473|PRD-00556|PRD-01882|PRD-00606|PRD-00621|PRD-01945|PRD-01985|PRD-00517|PRD-00270|PRD-01232|PRD-01220|PRD-01922|PRD-00089|PRD-00806|PRD-00992|PRD-00562|PRD-01363|PRD-00703|PRD-01956|PRD-00865|PRD-01145|PRD-01849|PRD-01903|PRD-00821|PRD-01677|PRD-01878|PRD-00767|PRD-00338|PRD-00617|PRD-01926|PRD-00080|PRD-00774|PRD-00291,네일|남성,에스쁘아|클리오|구달|네이처리퍼블릭,모바일웹,5000000,3268272,172,BEAUTYQVAECW|BEAUTY95G3V2,N,admin_13,33.88,149.31,569.37,78.93,141.89,290.06,410.18,396.33,487.53,48.02,248.23,1009.55,215.94,972.92,132.25,O,N,1,Y,True,yes,N,True,X,True
PM-0065,신상런칭_y40g,세트할인,percent,10,20000,20000,2024.06.08,06-20-2024,예정,생일고객|재구매|전체,PRD-00240|PRD-00663|PRD-01865|PRD-00705|PRD-01252|PRD-01224|PRD-00894|PRD-01787|PRD-00979|PRD-00281|PRD-00646|PRD-01910|PRD-00872,클렌징|메이크업|스킨케어,아모레퍼시픽,Android앱|쿠팡,10000000,3885928,194,BEAUTYFZZDVG,N,admin_12,103.33,410.22,870.26,585.73,115.16,503.95,588.31,245.89,359.8,861.8,15.85,920.77,64.68,23.08,38.01,X,Y,1,Y,False,yes,Y,True,O,True
PM-0066,여름특가_rv4i,세트할인,percent,10000,0,10000,2024.12.03,2025.01.10,예정,VIP|재구매|첫구매,PRD-00378|PRD-01923|PRD-01752|PRD-00371|PRD-00256|PRD-01248|PRD-00017|PRD-00680|PRD-00484|PRD-00442|PRD-01909|PRD-01301|PRD-01327|PRD-01352|PRD-00604|PRD-00901,네일,라로슈포제|샤넬|아비브|페리페라|바닐라코,카카오톡채널|쿠팡|네이버스마트스토어,500000,509668,215,BEAUTYI9G5DZ|BEAUTYM5RRVS|BEAUTYX43WFS|BEAUTYVBGR8W,N,admin_12,93.52,202.99,556.59,1751.9,3.99,203.6,6.6,341.69,27.0,73.72,276.24,3542.66,25.99,1439.44,790.18,O,Y,0,N,True,no,Y,True,O,False
PM-0067,봄세일_b8bl,첫구매,percent,5000,50000,10000,2024.12.22,01-31-2025,진행중,생일고객|신규|VVIP,PRD-00530|PRD-01022|PRD-00630|PRD-00984|PRD-01845|PRD-00797,메이크업,스킨푸드|바비브라운,iOS앱|무신사,5000000,846940,185,BEAUTYNYXTXM|BEAUTYWI9S3W|BEAUTYU8EL50|BEAUTY9RR7S2|BEAUTYJFX5LI,N,admin_19,112.32,98.31,94.13,32.27,515.36,730.83,7.21,38.51,233.4,538.16,176.16,911.34,157.38,151.56,1852.16,O,N,1,N,False,yes,N,True,O,False
PM-0068,브랜드위크_5nse,적립금,gift,40,50000,20000,20251005,20251011,종료,신규,PRD-01109|PRD-00591|PRD-01403|PRD-01609|PRD-00667|PRD-00763|PRD-01224|PRD-00457|PRD-01231|PRD-00896|PRD-00669|PRD-00350|PRD-00198|PRD-01737|PRD-01688|PRD-01675|PRD-00475|PRD-01095|PRD-00462|PRD-00641|PRD-00013|PRD-01002|PRD-01701|PRD-00168,향수|스킨케어,투쿨포스쿨|아이오페|에스티로더,무신사|모바일웹|iOS앱,10000000,2478935,206,BEAUTYCMRSEZ|BEAUTY8HYEXF|BEAUTY8KSZBF|BEAUTYAQVKIZ,N,admin_18,64.28,223.26,216.73,102.44,261.79,728.27,345.05,1011.23,147.87,655.69,96.81,101.11,102.81,718.03,941.75,X,Y,0,Y,False,yes,Y,True,X,True
PM-0069,더블적립_l0wi,1+1,gift,15,20000,50000,2024.09.15,20241101,진행중,생일고객|전체|신규,PRD-00589|PRD-00683|PRD-01493|PRD-00713|PRD-00447|PRD-00209|PRD-00341|PRD-01437|PRD-01698|PRD-01766|PRD-01843|PRD-01221|PRD-00116,선케어|남성|클렌징,투쿨포스쿨|나스|코스알엑스|에스티로더|LG생건,모바일웹,10000000,6123015,191,BEAUTY9IY4X4|BEAUTY5DNWNG,N,admin_8,70.46,742.67,49.01,565.46,1398.91,758.21,581.47,392.06,619.81,163.31,61.54,19.25,451.75,1038.49,710.94,X,N,1,N,True,no,Y,True,X,True
PM-0070,타임딜_9f4q,재구매,fixed,5000,100000,20000,02-26-2025,2025.03.20,진행중,VVIP|재구매|신규,PRD-01518|PRD-00511|PRD-00808|PRD-00262|PRD-01349,클렌징,클리오,올리브영온라인|모바일웹|Android앱,1000000,217190,166,BEAUTY0IQ2FA|BEAUTY4NNKM9|BEAUTYVHDK8L|BEAUTYVYB6LI,Y,admin_3,164.02,19.21,97.2,159.98,32.57,60.42,440.83,1292.45,23.71,331.19,378.2,1131.7,79.81,21.35,11.62,X,N,1,Y,True,no,Y,True,X,False
PM-0071,더블적립_pks5,적립금,gift,15,50000,10000,2025-03-06,2025-03-25,종료,VVIP|재구매|전체,PRD-01939|PRD-00188|PRD-01906|PRD-01780|PRD-00140|PRD-01904|PRD-01469|PRD-01596|PRD-00968|PRD-00486|PRD-01891|PRD-01595|PRD-01311|PRD-00294|PRD-01298|PRD-01987,네일|메이크업|향수|바디케어,바닐라코|메디힐|LG생건|샤넬|롬앤,네이버스마트스토어|카카오톡채널,50000000,139131,196,BEAUTYQ8ZGVW|BEAUTYTWBOZD|BEAUTYWHVNZH|BEAUTYI9G5DZ,N,admin_20,13.75,41.06,877.83,55.61,484.59,381.58,1085.82,124.69,53.14,34.68,126.2,600.44,87.91,155.74,1368.36,X,Y,0,Y,False,no,Y,False,X,True
PM-0072,타임딜_5voa,생일,fixed,50,0,5000,20240309,14/03/2024,종료,생일고객|전체|VVIP,PRD-01014|PRD-00322|PRD-00872|PRD-01582|PRD-00555|PRD-01098|PRD-01316|PRD-01118|PRD-01499|PRD-00505|PRD-01265|PRD-00710|PRD-01139|PRD-00658|PRD-01459|PRD-01383|PRD-01135|PRD-00666|PRD-00351|PRD-00371|PRD-01197|PRD-01370|PRD-00626|PRD-00349|PRD-01396|PRD-01724|PRD-00287|PRD-01460|PRD-01760|PRD-00641|PRD-00208|PRD-00832|PRD-00237|PRD-01029,바디케어,에스티로더|LG생건|조선미녀|클리오|에뛰드,카카오톡채널|올리브영온라인|무신사,10000000,1488282,182,BEAUTYIEC4D1|BEAUTY5CQZCU|BEAUTYLN1P0V|BEAUTYYJ38XR|BEAUTYQU7DKN,N,admin_18,127.19,210.6,714.03,68.9,309.35,128.68,187.61,636.79,73.18,44.91,211.63,2384.23,79.97,117.68,118.5,X,N,1,N,False,no,N,False,O,False
PM-0073,신상런칭_gnzx,적립금,gift,50,0,100000,2025-09-04,2025-10-13,종료,재구매|이탈방지,PRD-01002|PRD-00755|PRD-01260|PRD-00173|PRD-00919|PRD-00137|PRD-00113|PRD-00689|PRD-01877|PRD-00107|PRD-01084|PRD-01745|PRD-01305|PRD-00097|PRD-00744|PRD-00632|PRD-01228|PRD-00190|PRD-00530|PRD-00918|PRD-00931|PRD-00630|PRD-00552|PRD-00966|PRD-00472,향수|네일,롬앤|바닐라코|토리든|설화수|디올,카카오톡채널|무신사,50000000,535864,238,BEAUTY0UU5WR|BEAUTYL0D1B4|BEAUTY2SDS8B|BEAUTYFHOMTZ|BEAUTYZJSSZW,N,admin_14,89.05,5.54,249.46,909.76,749.1,414.24,119.78,628.97,37.68,187.51,119.0,293.72,339.79,1507.07,151.05,X,Y,0,Y,False,no,N,True,X,False
PM-0074,타임딜_muih,적립금,bogo,30,20000,5000,08-28-2025,2025.09.24,종료,전체,PRD-01308|PRD-00440|PRD-00731|PRD-01582|PRD-00290|PRD-00610|PRD-00898|PRD-01790|PRD-01084|PRD-01499|PRD-01523|PRD-01748|PRD-01500|PRD-00606|PRD-00230|PRD-01707|PRD-01617|PRD-01729|PRD-00945|PRD-00244|PRD-00730|PRD-01190|PRD-00615|PRD-01439|PRD-01651|PRD-01170|PRD-00941|PRD-00409,향수|헤어케어|더마,설화수|아이오페|롬앤,네이버스마트스토어,10000000,2199354,204,BEAUTYL3GYWI|BEAUTYNCPTKE,Y,admin_9,117.25,165.56,80.26,139.95,346.63,442.57,418.04,66.76,471.2,73.06,463.57,408.1,461.41,472.18,562.47,X,N,0,Y,True,no,N,True,O,True
PM-0075,1+1_rfpo,증정,fixed,50,20000,50000,2024-07-31,08-30-2024,진행중,생일고객,PRD-00593|PRD-01736|PRD-01846|PRD-01236|PRD-00417|PRD-00076|PRD-00683|PRD-00474|PRD-01001|PRD-01046|PRD-01095|PRD-00063|PRD-00456|PRD-00400|PRD-00256|PRD-01086|PRD-00446|PRD-00863|PRD-00171|PRD-01790|PRD-01613,헤어케어|향수,랑콤|샤넬|에스쁘아|아모레퍼시픽,네이버스마트스토어|Android앱|PC웹,5000000,2626644,169,BEAUTYLGJE2A|BEAUTYFYO175|BEAUTY8C1CQG|BEAUTY0Y9DOM,N,admin_19,6.3,186.97,70.73,251.35,92.22,144.84,214.16,841.92,519.83,501.95,203.21,498.36,424.99,107.71,608.97,X,N,0,N,True,yes,Y,True,O,False
PM-0076,더블적립_dko4,첫구매,bogo,20,0,10000,2023-12-05,2024-01-31,진행중,재구매,PRD-01410|PRD-00412|PRD-00491|PRD-01691|PRD-01320|PRD-01068|PRD-01881|PRD-01231|PRD-00374,스킨케어|메이크업|남성,구달|아비브|설화수|아모레퍼시픽|바비브라운,모바일웹|올리브영온라인,10000000,824706,203,BEAUTY2U1G46|BEAUTYN1U349|BEAUTY9T199D|BEAUTY0KB68R|BEAUTY91QE37,N,admin_8,1.18,42.26,122.15,433.03,803.07,327.53,40.19,12.17,1577.73,254.84,134.28,1801.62,63.85,250.9,91.57,X,Y,0,N,False,yes,Y,False,O,False
PM-0077,브랜드위크_s0cy,생일,gift,40,10000,10000,01-15-2025,2025-02-07,종료,VVIP|재구매|첫구매,PRD-01918|PRD-00077|PRD-01051|PRD-00972|PRD-01037|PRD-01096|PRD-01822|PRD-00359|PRD-01664|PRD-01872|PRD-01141|PRD-00140|PRD-00723|PRD-01627|PRD-00357|PRD-00983|PRD-01113|PRD-00974|PRD-00403|PRD-00020|PRD-00585|PRD-01695|PRD-01137|PRD-00891|PRD-00377|PRD-00648|PRD-01402|PRD-00129|PRD-00642|PRD-00372|PRD-00251|PRD-00912,바디케어|더마|스킨케어|남성,토니모리|아모레퍼시픽|더페이스샵,무신사,3000000,6182145,184,BEAUTYUADVWK|BEAUTY3A3ZMF,N,admin_17,94.02,104.68,289.44,872.32,41.5,353.95,48.63,35.44,360.88,27.27,63.63,417.01,73.58,339.6,1090.05,X,N,0,Y,False,yes,N,True,O,True
PM-0078,가을감사_lu3m,1+1,gift,25,20000,0,2023-07-09,09-07-2023,종료,재구매|이탈방지,PRD-00627|PRD-00837|PRD-00670|PRD-01704|PRD-01354|PRD-00436|PRD-01898|PRD-00671|PRD-01493|PRD-00464|PRD-00989|PRD-01664|PRD-01651|PRD-01607|PRD-01049|PRD-00103|PRD-00208|PRD-01157|PRD-01769|PRD-00220|PRD-00730|PRD-00871|PRD-01405|PRD-00980|PRD-00386|PRD-00600|PRD-00572|PRD-01781|PRD-00782|PRD-01017|PRD-00180|PRD-01506|PRD-00982|PRD-00907|PRD-01521|PRD-00776|PRD-01912|PRD-00333|PRD-01214|PRD-01657|PRD-00815|PRD-01206|PRD-01910|PRD-00134|PRD-00636|PRD-00460|PRD-00430|PRD-01667|PRD-00812,남성|클렌징|선케어,에스티로더|롬앤|아이오페|무신사뷰티,올리브영온라인|Android앱,10000000,3602638,203,BEAUTYS13C9X|BEAUTY9TOQW9|BEAUTY0DJI9K|BEAUTY3KX7EE|BEAUTY5CCASB,N,admin_19,0.07,117.91,386.19,164.89,172.89,746.45,33.48,190.86,530.51,284.66,28.3,49.51,289.53,400.29,79.66,O,Y,1,N,True,no,Y,False,X,False
PM-0079,여름특가_treb,적립금,gift,40,10000,20000,09-24-2025,30/10/2025,예정,VVIP|첫구매|신규,PRD-01204|PRD-01239|PRD-01179|PRD-00527|PRD-01820|PRD-00771|PRD-01289|PRD-01626|PRD-00881|PRD-00537|PRD-01990|PRD-01856|PRD-00700,메이크업|남성|바디케어,에뛰드,올리브영온라인|무신사,500000,3226567,179,BEAUTYN9DL5T,N,admin_2,66.49,443.5,199.98,13.18,137.87,884.28,554.16,54.4,392.03,116.46,71.02,379.9,155.93,55.16,661.86,X,Y,1,Y,False,no,N,False,O,True
PM-0080,1+1_enfv,정액할인,gift,25,30000,5000,05/12/2024,2025.01.27,진행중,첫구매|VVIP|생일고객,PRD-01249|PRD-01204|PRD-01178|PRD-01200|PRD-01619|PRD-00060|PRD-01413|PRD-00076,선케어,샤넬|달바|LG생건|라운드랩|헤라,카카오톡채널,50000000,764985,207,BEAUTY29Q2L4|BEAUTYPVS7HZ|BEAUTYGCSOTD,N,admin_14,37.57,26.22,85.52,296.75,839.11,1320.15,684.32,152.86,76.6,418.46,20.37,519.47,22.97,234.74,315.51,X,Y,0,Y,True,no,Y,True,O,False
PM-0081,블프_xafb,적립금,bogo,10000,0,50000,01-01-2025,2025.01.30,진행중,VVIP|재구매|첫구매,PRD-00099|PRD-01091|PRD-01220|PRD-01135|PRD-00697|PRD-00983|PRD-00467|PRD-01183|PRD-00035|PRD-01089|PRD-01856|PRD-00480,선케어|향수|클렌징|메이크업,VDL|조선미녀,카카오톡채널,5000000,465625,198,BEAUTYOKEP7Y|BEAUTYL2LJK4|BEAUTY8AX40D|BEAUTYZF8ADF,Y,admin_18,145.28,37.25,5.8,733.14,276.57,3.06,568.28,665.58,1.15,6.01,334.66,548.54,173.78,459.19,22.67,X,Y,0,N,False,no,Y,True,X,True
PM-0082,신상런칭_bzzq,무료배송,fixed,5,10000,0,20240825,07/09/2024,종료,재구매|전체|신규,PRD-01452|PRD-00698|PRD-00336|PRD-00195|PRD-01443|PRD-00175|PRD-01107|PRD-01218|PRD-00839|PRD-01359|PRD-01070|PRD-00595|PRD-01853|PRD-00589|PRD-00349|PRD-01333|PRD-00604|PRD-00799|PRD-00568|PRD-01508|PRD-01921|PRD-01054|PRD-01591|PRD-01059|PRD-00610|PRD-01269|PRD-01539|PRD-01924|PRD-01846|PRD-01720|PRD-01373|PRD-01260|PRD-01484|PRD-00938|PRD-01194|PRD-00760|PRD-00898|PRD-00350|PRD-01150|PRD-01866|PRD-01796|PRD-01688|PRD-01588|PRD-01823|PRD-01005|PRD-00673|PRD-01301|PRD-01455,더마|네일,데이지크|스킨푸드|나스|맥,무신사,3000000,3777134,184,BEAUTY3OCWBF,N,admin_13,28.44,159.45,237.29,183.25,74.46,188.6,416.68,503.93,261.32,165.47,40.76,69.24,27.26,483.61,631.25,O,N,0,Y,False,yes,N,True,O,False
PM-0083,더블적립_roff,무료배송,percent,25,20000,20000,2025-07-17,2025-09-09,일시중지,첫구매,PRD-00714|PRD-01545|PRD-01065|PRD-00259|PRD-01937|PRD-01062|PRD-01520|PRD-00228|PRD-01726|PRD-01214|PRD-00106|PRD-00367|PRD-00294|PRD-00147|PRD-00904|PRD-01527|PRD-01196|PRD-00948|PRD-01498|PRD-01104|PRD-01248|PRD-01353|PRD-01838|PRD-01357|PRD-01733|PRD-01293|PRD-01718|PRD-00152|PRD-01680|PRD-00282|PRD-00613|PRD-01084|PRD-01107|PRD-00385|PRD-01310|PRD-01247|PRD-01859|PRD-01762|PRD-00926|PRD-01841|PRD-00168,남성|선케어,클리오|무신사뷰티|아비브|샤넬|에스쁘아,네이버스마트스토어|카카오톡채널|Android앱,3000000,108445,197,BEAUTYZPKY32|BEAUTYONZ3JB|BEAUTY91C795|BEAUTYTP7BD4|BEAUTYGATJ9T,N,admin_11,11.53,41.5,564.04,910.43,67.29,1084.7,306.59,170.52,95.6,213.41,117.13,237.02,125.75,141.47,852.16,O,Y,1,N,True,no,Y,True,O,True
PM-0084,블프_59b3,적립금,percent,5,50000,0,11/10/2025,2025.10.23,예정,전체|VVIP|첫구매,PRD-00030|PRD-01897|PRD-00673|PRD-01538|PRD-01190|PRD-01084|PRD-00613|PRD-01876|PRD-01978|PRD-00538|PRD-01896|PRD-00674|PRD-01661|PRD-00203|PRD-01618|PRD-00545|PRD-01628|PRD-00423|PRD-00872|PRD-01017|PRD-01558|PRD-01790|PRD-00328|PRD-01072|PRD-00802|PRD-00215|PRD-00170|PRD-00374|PRD-01488|PRD-00446|PRD-01308|PRD-00061|PRD-00430|PRD-01082,네일|클렌징|선케어|바디케어,설화수|일리윤|메디힐|닥터자르트|클리오,PC웹|Android앱|iOS앱,10000000,2858507,214,BEAUTYKTSG7F,N,admin_14,42.55,24.56,276.2,850.34,23.26,87.64,133.38,7.96,74.0,845.58,80.44,184.77,265.14,1164.21,61.82,O,N,0,Y,True,no,Y,True,O,False
PM-0085,브랜드위크_nw53,세트할인,fixed,10000,30000,5000,07-28-2025,31/08/2025,진행중,VIP,PRD-00700|PRD-01541|PRD-00890|PRD-01739|PRD-01099|PRD-00234|PRD-01588|PRD-00168|PRD-01184|PRD-00504|PRD-01249|PRD-01007|PRD-01709|PRD-01104|PRD-00164|PRD-00564|PRD-01936|PRD-01877|PRD-00690|PRD-01181|PRD-00024|PRD-01818|PRD-01682|PRD-00047|PRD-01512|PRD-01629|PRD-01265|PRD-01345|PRD-01878|PRD-01775|PRD-01979|PRD-01728|PRD-01475|PRD-01174|PRD-01291|PRD-01733|PRD-00342,선케어|바디케어,닥터자르트|토니모리|아비브,쿠팡|iOS앱|네이버스마트스토어,3000000,444176,206,BEAUTYZ4X1ZH|BEAUTY422TA8,N,admin_17,29.9,45.83,290.66,145.09,274.82,1358.44,313.19,1096.81,232.03,40.32,343.4,1165.45,459.22,36.57,329.67,X,Y,1,N,True,yes,N,False,X,False
PM-0086,블프_skks,무료배송,percent,10000,100000,50000,2024-10-08,2024-10-19,예정,VIP|신규,PRD-00912|PRD-00959|PRD-01182|PRD-00097|PRD-00759|PRD-00647|PRD-00303|PRD-01148|PRD-01765|PRD-00871|PRD-01894,메이크업,올리브영PB|VDL|LG생건|무신사뷰티,iOS앱|모바일웹|카카오톡채널,10000000,3064139,217,BEAUTYAHTHSJ|BEAUTYCVCJWT,N,admin_13,35.58,46.77,305.27,23.3,954.24,15.56,436.09,50.63,205.82,630.94,34.08,2418.4,335.89,70.05,1415.88,O,Y,1,Y,True,no,N,True,X,False
PM-0087,블프_sgms,1+1,percent,20,100000,0,12-29-2024,2025.02.26,종료,신규,PRD-01199|PRD-00426|PRD-00453|PRD-01686|PRD-01617|PRD-00766|PRD-00184|PRD-01287|PRD-01698|PRD-01346|PRD-00642|PRD-01525|PRD-01034|PRD-01103|PRD-01538|PRD-00043|PRD-01546|PRD-01479|PRD-00952|PRD-01969|PRD-01534|PRD-00025|PRD-01575|PRD-01713|PRD-01370|PRD-00653|PRD-00400|PRD-00260|PRD-01379|PRD-00809|PRD-00041|PRD-01529,메이크업|클렌징,라로슈포제|헤라|나스|샤넬|스킨푸드,쿠팡,10000000,2097282,196,BEAUTY2YWE1G,N,admin_5,20.56,10.12,85.87,3.21,1111.03,78.52,558.01,116.59,333.29,300.17,182.16,103.77,333.2,590.13,969.1,X,Y,1,Y,False,yes,Y,True,X,True
PM-0088,여름특가_xqmm,무료배송,percent,25,10000,20000,2025-10-08,2025.10.13,종료,전체|재구매,PRD-00250|PRD-01179|PRD-00494|PRD-01613|PRD-01198|PRD-00164|PRD-00022|PRD-00510|PRD-01964|PRD-01757|PRD-01091|PRD-00258,헤어케어,아모레퍼시픽,쿠팡|카카오톡채널,5000000,214166,199,BEAUTYRFZWKX|BEAUTYL3GYWI|BEAUTYGATJ9T,N,admin_8,252.87,175.16,35.23,29.23,438.32,6.22,475.98,197.5,56.45,72.74,104.9,800.52,190.26,1611.21,1185.67,O,Y,1,Y,False,no,N,False,X,True
PM-0089,회원감사_a803,적립금,fixed,25,30000,100000,20/01/2024,2024.03.19,종료,재구매,PRD-00972|PRD-00630|PRD-00276|PRD-01324|PRD-01774|PRD-00646|PRD-00716|PRD-00249|PRD-00499|PRD-01482|PRD-00874|PRD-00087|PRD-01176|PRD-00121|PRD-01414|PRD-01088|PRD-00672|PRD-01693|PRD-01096|PRD-01634|PRD-00207|PRD-01753|PRD-01029|PRD-01469|PRD-00252|PRD-00088|PRD-00581|PRD-00125|PRD-01801|PRD-00278|PRD-00614|PRD-00435|PRD-01464|PRD-00945|PRD-00424|PRD-00821|PRD-00143|PRD-01856|PRD-00703|PRD-01911|PRD-01428,더마|메이크업,클리오|미샤|스킨푸드|파파레시피,Android앱|모바일웹,5000000,2812057,192,BEAUTY5IQNF7|BEAUTY3GDPPQ|BEAUTYE2J51B|BEAUTYPDTZ91,N,admin_9,191.1,199.3,370.8,176.18,598.93,13.56,399.23,46.57,753.44,83.01,24.61,292.64,14.12,87.09,1883.3,O,Y,1,N,True,no,Y,False,O,True
PM-0090,1+1_bjka,세트할인,gift,5000,100000,20000,07/07/2023,20230901,종료,신규|이탈방지,PRD-01017|PRD-00422|PRD-00777|PRD-01552|PRD-00824|PRD-00287|PRD-01874|PRD-00901|PRD-00162|PRD-00445|PRD-01414|PRD-00715|PRD-01044|PRD-01476|PRD-01228|PRD-00822|PRD-01164|PRD-00503|PRD-00429|PRD-00724|PRD-00496|PRD-01636|PRD-01268|PRD-00124|PRD-01443|PRD-00015|PRD-01284|PRD-00684|PRD-01116|PRD-00659|PRD-01998|PRD-01790|PRD-01539|PRD-01724|PRD-01989|PRD-00882|PRD-00186|PRD-00752,네일|헤어케어,애경|클리오,Android앱,1000000,138103,204,BEAUTYA26YFP|BEAUTYIKCIDK|BEAUTY3QIUA0|BEAUTYHE7UR2|BEAUTY3QPWBS,Y,admin_2,28.52,4.22,651.28,141.93,36.51,750.66,280.76,265.79,611.41,195.14,263.76,348.52,312.59,908.52,679.8,O,Y,0,N,True,no,Y,False,X,True
PM-0091,겨울빅세일_p3mf,증정,gift,15,30000,5000,2023-08-13,20231001,진행중,전체,PRD-01958|PRD-00598|PRD-00923|PRD-01364|PRD-00505|PRD-00177|PRD-01333|PRD-00685|PRD-01763|PRD-00791|PRD-01681|PRD-00770|PRD-00491|PRD-01198|PRD-00999|PRD-01164|PRD-00381|PRD-00732|PRD-00711|PRD-01618|PRD-01797|PRD-00237|PRD-00208|PRD-00778|PRD-00595|PRD-00805|PRD-01959|PRD-01391|PRD-01257|PRD-00088|PRD-01352|PRD-00275|PRD-01717|PRD-01041|PRD-01866|PRD-00492|PRD-00966|PRD-00996|PRD-00373|PRD-00936|PRD-00058|PRD-01752|PRD-00325|PRD-01116|PRD-01218,네일|향수|남성,아모레퍼시픽,PC웹|무신사|쿠팡,3000000,9129307,209,BEAUTY74MJDX|BEAUTYCL5EFJ|BEAUTY8WZE4E,N,admin_13,22.35,223.68,1295.56,102.4,197.57,122.37,586.32,16.35,452.97,313.98,225.43,103.99,56.32,374.74,27.58,X,Y,0,Y,False,no,Y,True,X,False
PM-0092,회원감사_dz9d,재구매,fixed,25,0,50000,03-01-2025,2025-04-22,진행중,VIP|첫구매,PRD-01569|PRD-01332|PRD-00775|PRD-00840|PRD-00010|PRD-00703|PRD-01873|PRD-00511|PRD-00605|PRD-00363|PRD-01068|PRD-00169|PRD-00774|PRD-01654|PRD-00523|PRD-00526|PRD-00141|PRD-01674|PRD-01444|PRD-01399|PRD-00845|PRD-00157|PRD-00072|PRD-01830|PRD-00215|PRD-01277|PRD-01427|PRD-00946|PRD-01964|PRD-01944|PRD-00663,스킨케어|향수|바디케어|남성,아비브|더페이스샵|스킨푸드,카카오톡채널|모바일웹|올리브영온라인,1000000,101521,212,BEAUTYA26YFP|BEAUTYYJ9BOQ,N,admin_20,1.11,177.89,339.73,468.18,202.87,121.86,223.56,277.35,7.96,312.22,51.47,864.62,172.5,41.41,1279.29,X,Y,0,N,False,yes,N,False,X,True
PM-0093,앵콜특가_hd3l,정액할인,fixed,1000,10000,10000,10/06/2023,06/07/2023,종료,신규|이탈방지,PRD-01827|PRD-00420|PRD-00686|PRD-01097|PRD-01787|PRD-01676|PRD-01301|PRD-01883|PRD-00614|PRD-00839|PRD-01697|PRD-00544|PRD-00088|PRD-01998|PRD-00765|PRD-01973|PRD-00255|PRD-00077|PRD-00387|PRD-01371|PRD-01148|PRD-01120|PRD-00003|PRD-00278|PRD-01005|PRD-00439|PRD-00017|PRD-00541|PRD-00293|PRD-00997|PRD-00860|PRD-00428|PRD-00865|PRD-00276|PRD-01913|PRD-01756|PRD-01043|PRD-00210|PRD-00540|PRD-01298|PRD-00531|PRD-01386|PRD-00555|PRD-00929|PRD-00238,더마,데이지크|헤라|넘버즈|미샤|VDL,카카오톡채널|네이버스마트스토어|PC웹,500000,1783841,189,BEAUTYRQVSLW|BEAUTYPJA1WJ,N,admin_20,35.85,180.84,123.0,133.1,383.46,602.72,1650.02,422.08,1063.28,72.77,66.46,132.55,35.86,877.48,31.96,X,Y,1,Y,False,no,Y,True,O,False
PM-0094,앵콜특가_vw6p,적립금,gift,50,0,50000,13/03/2024,2024.05.07,예정,VIP,PRD-01547|PRD-01186|PRD-00471|PRD-01213|PRD-00650|PRD-01627|PRD-00433|PRD-01898|PRD-00045|PRD-01179|PRD-00844|PRD-01178|PRD-01633|PRD-00092|PRD-00857|PRD-01015|PRD-00824|PRD-00533|PRD-01424|PRD-01549|PRD-01763|PRD-01879|PRD-01351|PRD-01762|PRD-01243|PRD-01284|PRD-01977|PRD-01418|PRD-01884|PRD-00008|PRD-01167|PRD-00356|PRD-00355|PRD-01036|PRD-01099|PRD-01564|PRD-01758|PRD-00570,스킨케어|선케어,설화수|VDL,카카오톡채널|모바일웹|PC웹,500000,912070,212,BEAUTYJNWPAY|BEAUTYDX5O31|BEAUTYA5U6HC,N,admin_3,114.31,86.19,49.65,10.25,91.12,173.09,61.85,161.13,203.18,215.93,63.12,1217.51,84.15,822.89,59.6,O,N,1,Y,False,no,Y,False,X,False
