sku,warehouse_id,warehouse_name,location_code,current_stock,reserved_stock,available_stock,safety_stock,reorder_point,max_stock,last_inbound_date,last_outbound_date,lot_number,expiry_date,manufacture_date,inbound_cost_krw,storage_fee_daily,status,temperature_zone,supplier_ref,wms_metric_01,wms_metric_02,wms_metric_03,wms_metric_04,wms_metric_05,wms_metric_06,wms_metric_07,wms_metric_08,wms_metric_09,wms_metric_10,wms_metric_11,wms_metric_12,wms_metric_13,wms_metric_14,wms_metric_15,wms_metric_16,wms_metric_17,wms_metric_18,wms_metric_19,wms_metric_20,wms_flag_01,wms_flag_02,wms_flag_03,wms_flag_04,wms_flag_05,wms_flag_06,wms_flag_07,wms_flag_08,wms_flag_09,wms_flag_10
SKU00001265,WH-04,대구센터,E-13-1,216,30,21,50,30,300,2023-01-06,20230222,LOT20235673,02-02-2025,2024.01.14,5535,70.92,반품입고,냉장,SUP-035,16.81,76.17,13.31,398.73,240.42,117.34,448.15,2804.12,249.3,209.53,25.57,687.96,1671.52,1062.27,54.02,14.25,777.21,1985.48,224.26,110.87,N,False,Y,True,no,0,1,X,yes,Y
SKU00001265,WH-03,부산센터,E-20-1,231,41,436,10,50,1000,20/08/2025,20230601,LOT20231988,2026-12-31,20240403,7430,35.32,이상재고,상온,SUP-035,103.94,3453.63,36.06,1064.43,101.79,547.67,422.13,461.12,2272.16,14.25,2356.21,577.63,242.58,22.76,80.72,14.6,167.13,49.32,54.13,292.09,N,True,N,True,yes,1,0,X,no,N
SKU00001265,WH-05,광주센터,B-13-1,276,9,325,100,80,300,01-02-2024,2025.09.25,LOT20236112,2027-04-16,2025.03.05,33733,93.4,정상,냉장,SUP-035,563.74,511.87,7.07,599.52,12.03,1362.47,304.04,1667.49,1443.25,106.11,306.93,453.36,1476.43,2123.78,55.15,191.66,107.45,189.01,554.3,84.99,Y,True,Y,False,no,1,0,O,yes,N
SKU00001266,WH-04,대구센터,A-11-4,84,47,346,10,50,200,2024-03-07,20250709,LOT20235213,09/11/2026,2024.11.28,48347,84.83,정상,상온,SUP-002,310.17,418.75,95.86,101.84,493.27,141.22,103.02,1049.89,374.58,19.87,1628.82,472.04,1780.44,1495.66,41.35,300.02,671.82,1091.74,55.82,54.54,N,False,Y,False,no,0,1,O,no,Y
SKU00001266,WH-02,인천센터,A-31-1,121,24,47,20,100,300,2025-07-27,09-04-2025,LOT20243982,04/11/2026,01-29-2025,12617,54.97,반품입고,상온,SUP-002,127.3,2471.38,13.0,696.58,135.99,631.12,575.37,482.22,963.83,71.54,377.71,1393.7,2.23,1221.89,81.1,275.93,718.05,516.06,61.62,116.06,Y,True,Y,False,no,1,0,X,no,Y
SKU00001266,WH-05,광주센터,E-20-5,188,23,176,30,50,200,2025-01-17,2024.08.02,LOT20230845,04/11/2027,2023-05-14,27930,30.97,정상,냉장,SUP-002,78.04,1094.38,143.96,59.93,404.06,57.25,400.59,1067.22,1381.23,159.85,343.98,1661.95,262.11,302.01,47.57,46.85,1712.99,1593.11,112.55,41.9,Y,True,N,True,no,0,0,X,yes,N
SKU00001267,WH-01,김포센터,C-38-3,333,50,2,10,20,800,2025.07.06,20230923,LOT20237457,01-10-2025,05-05-2025,45286,79.37,폐기예정,상온,SUP-058,5.9,417.0,159.57,170.91,102.19,101.62,64.66,481.11,65.29,16.57,227.92,69.75,412.1,2885.42,16.25,140.35,1091.22,385.58,796.08,123.66,N,True,Y,False,yes,1,0,O,yes,N
SKU00001267,WH-03,부산센터,E-40-1,55,27,282,20,20,1000,11-25-2023,03-31-2023,LOT20243734,30/06/2025,2023-09-29,33610,53.85,이상재고,냉장,SUP-058,134.87,1989.1,22.24,171.39,205.79,1717.7,260.09,827.47,48.14,232.03,106.28,196.87,385.3,135.84,101.29,200.62,351.1,101.77,7.71,314.95,N,True,N,True,yes,1,0,O,no,N
,WH-04,대구센터,D-45-4,381,6,178,30,30,500,20230501,12-22-2025,LOT20242067,15/01/2026,05/03/2025,9620,39.89,정상,상온,SUP-058,766.28,185.13,30.25,464.02,86.09,471.6,549.25,1354.4,128.94,93.16,329.4,555.24,152.13,108.12,68.43,4.18,725.74,122.03,645.03,42.75,Y,True,N,False,no,0,1,O,yes,Y
SKU00001268,WH-03,부산센터,A-11-2,248,10,19,50,50,800,05-02-2023,05-23-2024,LOT20230921,20261018,20240204,16135,90.3,반품입고,냉동,SUP-054,248.71,9.12,134.81,243.0,49.64,51.72,335.4,162.21,475.06,68.12,433.03,56.46,25.72,929.2,93.59,195.29,225.12,1126.44,775.87,58.09,Y,False,Y,False,no,1,1,O,yes,N
SKU00001268,WH-02,인천센터,C-11-5,430,41,178,50,30,300,2024.12.13,2023-02-27,LOT20237025,2027-07-20,2024.01.07,5447,81.9,반품입고,상온,SUP-054,134.2,95.25,20.6,118.46,163.56,3831.03,249.67,370.04,46.28,55.83,1407.22,377.53,916.08,1007.33,178.44,316.79,1603.28,53.63,109.09,114.95,Y,False,Y,True,yes,0,0,O,no,N
SKU00001268,WH-04,대구센터,C-19-3,391,21,17,10,80,300,04/08/2023,17/06/2024,LOT20239079,20270621,2023-05-26,40082,84.3,폐기예정,상온,SUP-054,165.13,92.49,75.59,1385.18,1899.94,1087.73,303.63,263.33,740.48,147.53,104.17,74.77,188.69,75.15,83.06,132.88,341.18,1798.02,40.13,342.55,N,True,N,True,no,1,0,O,yes,Y
SKU00001269,WH-03,부산센터,C-32-4,79,28,91,30,150,300,20240220,20241114,LOT20230450,2025-08-16,20230504,9511,93.28,이상재고,상온,SUP-024,787.3,179.09,16.01,338.61,487.64,2141.41,41.46,123.25,470.09,203.52,1138.19,203.47,19.29,2839.09,32.82,141.64,91.6,881.45,727.1,195.28,Y,False,N,True,yes,1,0,O,yes,N
SKU!0001270,WH-02,인천센터,D-11-5,429,20,98,20,80,1000,16/08/2023,2023.08.10,LOT20235446,20251213,01/03/2024,15269,13.51,정상,냉장,SUP-059,21.04,80.4,17.92,933.37,755.96,482.84,177.74,525.42,1407.87,420.18,732.11,155.84,401.24,1943.1,15.87,78.47,146.31,1121.42,426.28,164.68,Y,False,Y,True,yes,1,1,X,yes,N
SKU00001270,WH-01,김포센터,A-05-1,353,21,341,10,30,1000,2025.04.29,2025.02.24,LOT20240448,2025-07-30,08/05/2023,28103,91.83,정상,냉장,SUP-059,202.06,207.81,10.53,769.03,264.0,331.66,159.07,185.6,1632.38,88.18,887.66,1249.38,1059.14,897.66,13.46,396.21,374.51,1657.22,284.65,186.71,Y,True,Y,False,no,0,0,X,yes,N
SKU00001270,WH-04,대구센터,B-23-5,138,22,377,50,30,1000,2024-07-14,20241212,LOT20235764,06-17-2027,2023.11.02,2430,33.54,반품입고,상온,SUP-059,171.56,50.52,50.03,1505.81,171.96,780.85,509.51,551.81,349.91,164.13,2163.0,831.62,959.46,1577.44,108.31,21.38,175.41,136.04,208.94,40.65,N,True,N,True,yes,1,0,X,yes,N
SKU00001271,WH-02,인천센터,D-04-3,249,22,328,10,50,800,2025-10-09,20230412,LOT20230499,20260127,18/06/2023,8799,26.41,폐기예정,상온,SUP-020,78.37,167.95,6.52,406.57,772.89,1088.14,152.26,344.4,1712.25,290.3,58.72,697.92,1167.13,431.3,22.53,89.46,196.65,833.31,1549.59,18.8,Y,False,N,True,no,1,0,O,yes,N
SKU00001271,WH-01,김포센터,C-14-5,463,25,90,30,150,200,04/12/2023,2023.06.17,LOT20231111,20270901,24/01/2025,37310,75.78,폐기예정,냉동,SUP-020,175.53,20.94,51.84,151.54,66.11,529.41,877.81,176.02,193.79,10.1,132.61,890.43,1220.06,81.11,170.3,243.94,1986.5,2008.05,899.11,67.32,N,True,N,True,yes,1,1,X,yes,Y
SKU00001271,WH-04,대구센터,F-13-2,443,36,44,30,80,800,2023.01.13,02/08/2025,LOT20236772,20260905,19/06/2023,47358,39.43,폐기예정,상온,SUP-020,261.02,592.79,8.38,258.03,52.66,1987.56,105.63,48.76,509.39,142.47,129.82,18.63,830.04,861.31,76.78,5.98,178.35,761.53,472.72,153.59,N,True,N,True,yes,0,1,X,yes,N
,WH-03,부산센터,C-18-2,407,50,74,10,20,1000,2025.03.25,10-23-2024,LOT20243233,2026.05.22,2024.11.22,43126,87.61,정상,상온,SUP-031,20.29,184.18,148.35,224.3,102.4,875.82,575.16,212.16,455.89,75.86,268.52,151.52,415.12,348.51,19.67,315.59,170.16,2058.24,102.57,245.2,Y,True,Y,False,yes,1,1,O,yes,Y
SKU00001272,WH-02,인천센터,F-21-2,445,2,38,20,50,300,20250314,2024-09-09,LOT20234145,2025.06.24,07-18-2024,32645,80.81,폐기예정,상온,SUP-031,15.74,930.31,55.1,143.23,1263.83,647.91,33.73,19.97,793.37,38.47,772.58,865.05,903.94,2362.31,11.11,128.46,955.05,1730.74,146.07,554.57,N,False,Y,True,no,0,0,X,yes,Y
SKU00001273,WH-04,대구센터,B-05-4,463,36,138,50,80,500,2024-07-08,2023-08-25,LOT20238792,2025.09.01,03-29-2025,41505,76.75,정상,냉동,SUP-049,118.0,58.38,11.85,41.49,142.02,888.51,92.37,3135.39,812.39,108.65,874.01,482.46,827.27,1379.78,53.32,4.99,1362.75,415.25,236.94,192.15,N,False,Y,True,yes,0,1,O,yes,N
SKU00001273,WH-03,부산센터,E-49-4,346,9,171,30,150,300,20231115,2024-12-20,LOT20242390,2027-08-13,28/11/2023,10000,40.58,이상재고,상온,SUP-049,116.4,1518.03,44.72,199.85,24.75,563.61,3.43,509.41,485.57,289.86,524.45,284.64,1534.7,59.73,32.04,42.68,1694.66,52.96,603.72,79.69,Y,True,Y,False,yes,1,0,X,no,Y
SKU00001273,WH-05,광주센터,B-14-1,57,15,282,10,150,200,2024.03.06,2024.08.19,LOT20247041,2027.07.03,2024.11.02,6823,42.87,이상재고,냉동,SUP-049,67.55,438.74,3.87,160.13,9.39,108.02,566.86,1115.96,255.51,292.62,567.96,70.0,995.25,74.34,38.96,78.61,688.93,1550.76,524.95,291.55,N,False,Y,False,yes,0,1,O,yes,Y
SKU00001274,WH-05,광주센터,C-46-2,142,4,300,10,100,1000,2024.04.28,20240819,LOT20238784,2026-05-02,01-06-2024,23806,60.05,이상재고,상온,SUP-059,87.81,319.78,34.68,804.28,989.18,407.81,410.95,190.55,1564.48,362.92,1378.62,700.03,1015.32,880.73,32.74,66.53,1151.25,457.52,65.5,136.39,Y,True,N,False,no,0,0,O,no,Y
SKU00001274,WH-02,인천센터,C-16-1,212,35,103,20,80,200,2025-05-25,20241025,LOT20250913,2025.02.01,2024-01-24,11074,44.95,이상재고,상온,SUP-059,1149.26,40.96,25.39,419.0,116.15,588.62,484.62,100.06,282.93,204.19,405.45,937.56,57.42,768.78,91.46,204.66,697.79,1248.1,277.23,51.8,N,False,N,True,no,1,0,O,no,Y
SKU00001275,WH-02,인천센터,B-36-2,234,29,175,30,50,200,2024-06-23,03-02-2025,LOT20247485,2027.03.04,20230526,1668,32.96,정상,상온,SUP-057,81.97,2751.76,58.1,1295.5,759.32,744.81,345.02,903.8,1685.94,122.73,514.54,152.73,402.97,471.92,119.54,122.57,625.45,1301.08,200.06,113.62,Y,False,N,True,no,1,1,X,yes,Y
SKU00001276,WH-05,광주센터,A-35-1,108,2,115,50,30,200,20251127,20250418,LOT20237415,02/09/2025,2024-11-15,25339,31.19,이상재고,냉장,SUP-036,38.44,309.43,62.9,549.29,272.57,1729.58,175.87,0.71,54.67,256.0,295.84,92.75,511.75,136.22,10.89,122.24,375.01,202.36,154.73,254.11,N,False,N,False,yes,0,1,O,no,Y
SKU00001276,WH-03,부산센터,B-22-4,408,49,56,10,150,300,06/06/2024,2024.12.11,LOT20236414,20/04/2025,20230702,8264,19.75,반품입고,상온,SUP-036,669.1,70.08,81.1,303.93,88.64,2125.09,108.01,294.9,109.12,58.01,550.67,411.64,302.62,1403.77,32.2,207.37,205.43,725.04,810.43,160.97,Y,True,N,False,yes,0,0,X,yes,N
SKU00001276,WH-04,대구센터,D-50-3,18,49,401,20,150,300,2024.11.01,01-08-2025,LOT20249662,30/07/2026,28/09/2023,9929,96.97,정상,상온,SUP-036,552.86,349.28,13.47,87.92,647.48,1129.82,38.36,1084.49,1473.76,521.88,150.93,1018.0,2238.82,889.11,97.93,0.1,123.39,829.27,945.78,126.89,Y,True,N,True,yes,0,1,O,yes,Y
SKU00001277,WH-01,김포센터,D-17-2,280,15,349,10,30,1000,03-23-2024,02-09-2025,LOT20244479,2027-06-15,07-30-2023,17650,53.87,이상재고,냉장,SUP-023,108.42,682.3,33.83,23.87,595.53,1327.06,159.03,55.96,271.68,8.85,1686.09,412.39,410.55,2341.17,11.3,504.65,352.17,1186.26,22.77,148.9,N,True,Y,True,no,0,1,X,no,Y
SKU00001278,WH-02,인천센터,A-01-2,469,40,291,10,50,800,2025.04.14,2025.06.20,LOT20237813,01-12-2026,2023-02-04,9728,35.98,이상재고,냉장,SUP-008,198.45,1389.24,84.93,27.27,15.82,150.18,422.42,476.82,1001.6,283.44,0.54,726.06,1969.12,1877.36,13.61,259.36,2816.09,1661.43,940.5,248.23,Y,False,Y,False,yes,1,1,O,no,N
SKU00001278,WH-03,부산센터,D-29-1,387,14,250,10,50,500,07/07/2025,10-14-2025,LOT20235703,2025-08-17,2023-04-14,27724,48.4,이상재고,냉동,SUP-008,16.7,115.41,61.16,154.39,23.61,924.31,304.73,286.89,826.08,284.19,365.89,484.77,61.63,235.68,45.81,315.42,1178.21,50.4,108.92,14.64,Y,True,Y,False,no,1,1,O,yes,Y
SKU00001278,WH-05,광주센터,D-05-2,464,14,156,20,30,300,2025.12.25,2024-09-26,LOT20232594,16/03/2026,2024.09.12,2339,44.67,폐기예정,냉장,SUP-008,107.35,1471.45,250.29,84.19,34.37,1671.47,94.55,916.5,2663.21,177.88,8.18,495.73,121.93,509.19,16.28,99.32,868.39,1063.38,290.25,23.23,Y,True,N,False,no,1,0,X,yes,Y
SKU00001279,WH-03,부산센터,C-12-5,214,38,166,30,30,300,09/12/2025,20230202,LOT20247835,2027-07-02,20230516,43843,70.38,정상,냉장,SUP-015,353.47,64.74,81.17,423.68,372.11,1508.12,53.77,384.18,169.13,176.23,241.57,603.31,197.07,107.87,38.14,359.62,481.63,265.77,51.9,324.6,Y,True,N,False,yes,1,0,O,no,N
SKU00001279,WH-05,광주센터,A-24-3,11,4,127,50,30,1000,20230919,2023-07-28,LOT20238824,20271228,2024-06-20,31714,74.19,정상,냉장,SUP-015,80.58,100.32,27.6,33.37,243.28,197.42,14.62,644.55,219.32,362.28,12.44,1132.51,762.55,216.51,24.04,333.03,520.85,1132.46,52.48,3.26,Y,True,Y,True,yes,0,0,O,yes,N
SKU00001279,WH-02,인천센터,B-41-5,98,42,386,10,50,800,12-21-2023,14/04/2023,LOT20246375,2027-07-16,20230928,44791,94.18,반품입고,상온,SUP-015,12.46,1383.82,54.21,1586.81,180.74,565.44,339.58,2812.01,301.96,278.16,11.0,77.37,1323.38,1015.28,46.94,452.62,733.79,156.11,435.82,210.64,Y,False,N,True,no,1,0,O,yes,N
SKU00001280,WH-01,김포센터,D-23-2,130,22,260,10,100,300,2023-04-10,2023-07-22,LOT20233411,20270930,2025-03-23,13096,28.46,정상,상온,SUP-005,123.41,104.87,112.64,478.25,341.4,2261.57,92.4,223.79,1754.97,197.69,1568.21,61.34,149.43,82.35,32.07,458.66,1341.94,111.9,38.45,443.52,N,False,N,True,yes,0,1,O,no,Y
SKU00001280,WH-02,인천센터,A-22-1,445,35,126,50,50,800,2023.01.30,2024-05-13,LOT20230414,2027.04.23,20240506,41113,55.29,정상,상온,SUP-005,48.98,454.53,148.8,771.08,352.27,1234.33,608.58,2189.72,943.43,80.54,450.83,188.28,359.9,727.33,7.99,198.75,2103.77,2400.75,573.64,31.31,Y,False,Y,False,yes,1,1,X,yes,N
SKU00001281,WH-01,김포센터,F-43-1,249,30,257,50,80,300,02/06/2023,2023-02-03,LOT20240926,2025-07-01,2024-06-29,17050,46.32,정상,냉동,SUP-050,73.92,61.98,153.18,983.32,604.63,343.27,87.69,605.92,212.61,317.7,624.99,82.9,446.2,692.87,15.63,383.97,1447.73,63.8,230.13,93.8,Y,True,N,True,yes,0,1,X,no,N
SKU00001282,WH-01,김포센터,A-47-5,170,7,413,50,80,1000,2023.12.08,11-02-2023,LOT20234653,2026-10-13,20230802,2626,41.82,정상,냉장,SUP-024,288.68,1409.4,1.76,850.47,411.6,280.59,351.42,1201.58,565.39,198.96,122.24,748.05,164.63,13.29,10.15,524.55,1290.84,214.66,23.92,102.61,N,False,Y,True,no,1,0,O,yes,Y
SKU00001282,WH-02,인천센터,C-48-3,367,0,415,30,150,1000,19/09/2025,10-14-2025,LOT20251169,01/07/2026,2023.04.08,4813,93.79,폐기예정,냉동,SUP-024,250.91,267.2,76.11,269.44,473.2,118.02,39.71,137.21,991.99,120.96,174.97,357.77,1746.03,780.81,47.98,128.79,675.59,1263.13,119.25,10.67,Y,True,N,True,yes,1,1,O,no,Y
SKU00001283,WH-03,부산센터,A-36-1,109,1,122,10,100,200,2024-03-31,08-01-2024,LOT20233336,2027-07-16,02-28-2024,27371,17.39,정상,상온,SUP-020,80.01,1187.15,29.17,108.77,368.24,220.37,278.85,133.25,993.46,76.67,8.97,248.08,14.64,309.61,58.89,440.15,2714.66,98.97,417.08,76.83,Y,True,N,False,yes,0,0,X,no,Y
SKU00001283,WH-04,대구센터,B-35-5,288,43,190,30,50,200,02-01-2024,02/03/2023,LOT20235956,2026.03.11,20240305,49540,49.03,정상,냉장,SUP-020,278.11,203.15,14.02,593.24,1886.79,63.62,57.1,331.77,509.28,147.75,57.6,1422.57,256.87,55.06,212.75,71.18,201.02,1099.67,28.74,269.17,N,False,Y,True,yes,1,0,O,yes,N
SKU00001283,WH-05,광주센터,A-36-3,370,8,161,10,80,500,20231203,05-06-2025,LOT20245486,11-11-2025,18/01/2025,3068,36.15,정상,상온,SUP-020,10.13,1465.93,212.78,260.72,382.39,1005.61,217.76,579.59,497.58,92.16,711.01,446.83,1217.2,127.64,52.58,481.24,991.22,1803.28,524.55,124.44,Y,True,N,True,no,1,0,O,no,N
SKU00001284,WH-02,인천센터,C-15-4,465,48,211,20,100,500,12/07/2023,04/08/2023,LOT20233652,01-06-2026,20240516,34232,24.42,정상,상온,SUP-024,234.81,360.16,33.92,439.6,90.59,878.86,14.41,984.08,128.88,18.23,7.1,651.27,96.82,1953.4,55.77,219.89,459.42,841.49,1544.41,231.66,Y,False,Y,False,no,0,0,X,no,N
SKU00001284,WH-03,부산센터,C-03-2,314,26,217,10,30,1000,24/03/2024,08/04/2024,LOT20243679,20260313,28/08/2023,45505,92.83,정상,상온,SUP-024,52.32,1103.0,39.52,1015.19,48.95,1527.45,159.94,550.42,1792.98,922.83,64.27,138.92,49.76,659.91,79.11,418.38,1019.48,225.38,57.72,18.46,Y,False,N,True,yes,0,0,X,yes,Y
SKU00001284,WH-01,김포센터,F-25-1,417,47,24,20,100,200,20240831,2025-09-26,LOT20249351,09-03-2025,20240928,34973,74.13,정상,상온,SUP-024,12.09,640.42,4.43,388.48,110.76,27.25,320.78,695.83,958.66,25.85,408.62,39.62,216.43,2504.59,106.89,351.25,2058.31,1384.37,26.11,119.98,N,False,Y,False,yes,1,1,O,yes,N
SKU00001285,WH-02,인천센터,D-16-5,480,13,51,10,30,300,10-19-2025,2025-09-17,LOT20250389,20260408,2023.10.27,45917,36.85,폐기예정,상온,SUP-020,215.39,1640.78,2.3,3.08,42.96,169.44,272.21,187.82,3559.91,252.74,679.73,287.47,520.1,204.67,53.6,29.33,646.52,487.64,21.7,535.89,N,True,N,True,no,0,0,X,yes,Y
SKU00001285,WH-05,광주센터,C-41-3,421,9,249,30,50,300,2023-08-30,2024.07.20,LOT20247290,2027-02-06,2024.03.31,41495,76.22,정상,상온,SUP-020,628.69,548.33,35.71,28.57,266.7,132.68,45.92,2232.25,2696.96,3.9,474.36,466.29,64.26,3183.03,89.01,19.88,1095.13,742.13,578.57,327.13,N,False,N,True,no,0,1,X,yes,N
SKU00001286,WH-05,광주센터,D-19-4,187,27,134,50,20,500,20241225,19/06/2023,LOT20232663,29/03/2025,02-16-2024,21073,44.07,정상,상온,SUP-059,210.07,902.11,177.73,668.24,1538.07,1194.95,274.69,2468.29,539.72,105.83,681.29,528.12,496.28,297.35,13.01,79.68,2375.2,803.16,141.15,69.54,Y,False,N,True,yes,1,1,O,no,Y
SKU00001286,WH-01,김포센터,D-15-4,121,49,255,50,20,300,2025-01-19,20250725,LOT20233760,04-06-2027,11-27-2023,34453,39.82,이상재고,상온,SUP-059,113.4,929.82,168.34,105.23,753.21,192.05,426.78,422.27,365.21,169.91,59.52,46.49,75.5,2616.65,53.33,265.8,845.92,718.75,215.08,47.07,Y,False,Y,True,yes,1,1,O,yes,N
SKU00001286,WH-03,부산센터,C-12-1,270,37,195,20,100,200,2024.06.18,2024.07.04,LOT20239835,11-25-2025,2024.12.06,31658,71.6,정상,상온,SUP-059,201.02,434.37,116.64,953.57,54.59,3025.83,82.95,858.23,456.68,126.52,635.5,194.07,1747.7,705.72,39.5,342.54,153.38,316.87,55.72,292.68,N,True,Y,True,yes,0,0,X,no,Y
SKU00001287,WH-03,부산센터,C-36-2,455,7,126,50,150,300,18/12/2023,2023.12.20,LOT20230366,2026-07-10,2025-04-08,31520,41.89,폐기예정,냉동,SUP-053,145.61,2805.26,189.13,927.81,1108.29,913.98,175.59,1462.15,2145.34,672.84,300.95,393.0,558.85,436.13,0.36,876.5,104.57,778.93,403.02,322.97,N,True,Y,False,no,0,0,O,yes,N
SKU00001288,WH-04,대구센터,E-49-4,81,14,198,30,80,800,2024.03.22,2023.04.28,LOT20241293,01/04/2027,07-26-2023,41006,37.84,폐기예정,상온,SUP-023,76.57,863.13,27.62,115.73,195.57,645.35,93.99,451.64,396.97,315.53,133.48,110.72,1300.53,420.11,60.14,221.16,339.71,363.77,432.76,4.8,N,True,N,True,no,0,0,O,no,Y
SKU00001289,WH-01,김포센터,A-44-5,493,6,88,30,80,200,16/05/2025,2025.12.20,LOT20240794,06-23-2026,02/05/2024,25770,44.97,반품입고,냉동,SUP-033,299.92,656.24,33.29,1300.97,345.19,3661.55,20.33,326.01,1547.11,2.23,210.44,893.69,133.15,87.68,94.55,37.34,730.81,2446.45,49.26,13.63,Y,True,Y,True,yes,1,1,O,yes,Y
SKU00001290,WH-03,부산센터,E-09-2,104,29,63,100,100,200,2023.11.22,2023.08.16,LOT20239535,2025.04.14,2024.02.21,33079,44.26,정상,상온,SUP-049,45.67,869.42,18.96,166.36,188.92,698.16,275.89,474.79,447.91,4.91,175.69,1048.34,1500.13,1338.97,11.15,23.73,950.12,1616.57,331.74,277.39,Y,True,Y,True,yes,0,0,O,yes,N
SKU00001291,WH-01,김포센터,F-12-5,400,42,228,50,100,300,17/05/2023,2025.02.15,LOT20233046,20250802,03-08-2024,30619,61.92,이상재고,상온,SUP-007,87.05,1057.88,57.07,43.09,179.95,968.38,50.26,648.58,845.11,689.09,369.71,19.27,80.13,1166.09,8.11,56.81,655.76,550.37,587.67,8.35,Y,False,Y,True,yes,0,0,O,yes,Y
SKU00001291,WH-02,인천센터,F-39-2,45,5,20,30,100,500,2023-09-14,04-03-2024,LOT20239199,2027-08-22,2025.05.09,11049,61.45,폐기예정,상온,SUP-007,1.18,59.36,6.87,724.11,88.63,3596.22,107.75,571.59,373.39,220.13,371.75,1142.67,1293.89,160.87,57.86,223.4,651.35,516.01,168.59,111.63,N,True,N,True,yes,0,1,X,yes,N
SKU00001291,WH-04,대구센터,C-08-3,457,0,412,50,150,800,05-25-2023,07-30-2023,LOT20231937,20270130,27/03/2024,23313,32.99,정상,상온,SUP-007,177.26,639.3,100.2,1310.23,122.78,1615.2,321.64,1782.4,135.3,394.02,387.11,2675.11,2598.6,3356.98,127.08,164.25,4628.41,622.58,37.2,156.4,Y,False,Y,True,no,1,1,O,yes,N
SKU00001292,WH-02,인천센터,F-36-1,498,10,402,50,50,200,2023-12-29,20251224,LOT20239245,2026-04-05,03/06/2025,44280,99.97,정상,상온,SUP-041,257.14,164.92,170.59,270.46,40.59,775.01,444.32,2594.98,184.15,16.03,148.46,675.23,1574.04,538.9,4.07,257.55,1051.19,1429.29,68.21,231.03,Y,True,Y,False,yes,1,0,X,yes,N
SKU00001292,WH-01,김포센터,D-44-2,345,0,397,50,30,300,03-02-2024,2025.12.02,LOT20238802,2027-04-26,06-05-2024,20787,38.31,정상,상온,SUP-041,115.77,895.31,19.03,123.28,516.61,788.09,24.37,2537.25,1285.0,178.5,53.75,348.9,1001.17,430.5,20.58,397.31,1801.48,100.38,234.37,267.76,Y,True,Y,False,no,0,0,O,no,N
SKU00001293,WH-01,김포센터,F-05-5,221,42,154,100,150,1000,2023.11.09,06-30-2024,LOT20239399,2026-11-26,20240202,11878,19.41,이상재고,상온,SUP-021,102.46,2312.22,144.9,129.04,581.01,90.03,111.59,875.58,388.61,136.52,223.4,285.38,683.64,2550.63,29.42,110.14,672.45,35.31,634.41,42.18,N,True,Y,False,yes,0,0,O,no,Y
SKU00001293,WH-02,인천센터,B-14-5,35,1,323,30,80,300,05/05/2024,25/11/2025,LOT20232192,04-16-2025,2024.08.03,29103,22.94,정상,상온,SUP-021,56.81,2124.94,39.39,160.19,277.41,585.88,71.91,197.69,73.95,446.8,1059.39,1939.79,1496.76,594.41,211.8,212.39,110.8,602.8,554.15,119.78,N,True,N,True,yes,0,0,O,yes,Y
SKU00001293,WH-03,부산센터,E-37-2,52,31,1,20,80,800,2025-02-28,20231019,LOT20238650,14/08/2027,04/08/2024,20811,76.78,이상재고,상온,SUP-021,91.72,325.68,71.26,931.82,1418.27,111.56,1004.6,899.21,341.17,65.69,216.64,631.77,814.69,410.05,43.2,19.71,170.39,361.06,5.99,47.82,N,False,N,False,yes,1,1,O,no,N
SKU00001294,WH-04,대구센터,D-08-1,357,10,149,10,20,300,2025-11-14,2025-09-18,LOT20251056,11-07-2026,20230425,15172,77.52,반품입고,상온,SUP-041,52.91,37.94,5.89,248.15,130.13,817.43,264.65,890.8,13.01,55.41,1168.37,787.87,560.09,133.92,25.88,408.14,190.14,2410.05,48.39,223.48,Y,True,Y,False,no,0,0,X,yes,Y
SKU00001295,WH-01,김포센터,D-49-2,374,10,186,20,30,500,09-30-2024,20250831,LOT20245762,2027.01.18,2025-03-23,33187,67.76,반품입고,상온,SUP-015,350.66,557.03,139.42,586.56,86.42,978.1,313.68,2921.14,1306.22,30.08,2521.51,698.75,108.84,4566.61,115.2,216.15,3733.26,159.91,58.56,94.64,N,False,Y,True,no,1,0,O,no,Y
SKU00001295,WH-05,광주센터,A-35-3,21,50,155,20,80,300,01-11-2025,14/03/2024,LOT20239816,2026-09-01,02-11-2023,32739,26.02,정상,상온,SUP-015,18.11,104.47,30.74,68.51,713.27,221.68,7.79,327.34,1532.31,332.84,1036.79,781.4,20.63,135.91,6.27,74.91,2479.4,210.48,111.73,21.7,N,True,N,False,yes,1,1,O,no,N
SKU00001295,WH-03,부산센터,A-18-1,500,22,423,30,30,200,01-20-2023,03-10-2025,LOT20244859,05-01-2025,2023-04-04,42953,95.49,반품입고,상온,SUP-015,458.41,626.07,170.56,795.27,505.73,99.1,446.84,9.82,1290.91,153.46,175.29,1070.58,678.08,629.17,6.62,17.39,376.57,415.24,9.33,7.94,N,True,Y,False,no,0,0,O,no,Y
SKU00001296,WH-04,대구센터,F-30-2,209,16,248,20,100,300,20250421,2025.02.16,LOT20250223,01-16-2027,20250123,36351,55.66,정상,냉장,SUP-059,95.66,900.14,56.84,203.28,449.32,200.89,1265.14,110.58,441.22,112.32,610.02,1038.86,44.56,83.59,5.43,299.01,218.15,162.67,176.7,689.97,N,False,Y,True,no,1,1,O,no,N
