supplier_id,supplier_name,business_reg_no,contact_person,contact_email,inbound_id,po_number,sku,brand_id,inbound_qty,unit_cost_krw,total_cost_krw,inbound_date,expected_date,warehouse_dest,quality_check,defect_rate_pct,lead_time_days,payment_terms,currency,origin_country,scm_metric_01,scm_metric_02,scm_metric_03,scm_metric_04,scm_metric_05,scm_metric_06,scm_metric_07,scm_metric_08,scm_metric_09,scm_metric_10,scm_metric_11,scm_metric_12,scm_metric_13,scm_metric_14,scm_metric_15,scm_flag_01,scm_flag_02,scm_flag_03,scm_flag_04,scm_flag_05,scm_flag_06,scm_flag_07,scm_flag_08
SUP-036,주식회사 아비브코스메틱,967-18-54429,최담당자,contact_ubr1deyi@cosme.kr,INB-OLB1SMJW,PO-20253718,SKU00000707,BR-063,50,28095,39938565,2025.11.11,2025.11.09,WH-01,합격,3.64,6,위탁,KRW,한국,202.05,1250.48,777.12,2.47,60.61,620.41,117.77,172.15,486.55,33.87,655.09,4694.0,63.0,374.95,148.45,no,False,yes,1,Y,False,no,X
SUP-036,(주) 네이처리퍼블릭코스메틱,257-72-18176,이담당자,contact_aqmbhyx9@cosme.kr,INB-K1ZGRWH5,PO-20231926,SKU00001357,BR-071,200,55934,5050136,2023-07-09,07-04-2023,WH-01,합격,0.78,34,위탁,JPY,프랑스,568.69,990.12,1823.6,1.64,137.42,925.68,160.29,688.91,3.21,186.09,69.27,90.87,647.46,145.74,396.14,no,False,yes,1,Y,False,yes,X
SUP-036,,392-38-83181,이담당자,contact_wc96b853@cosme.kr,INB-RKXQO4XB,PO-20252386,SKU00000196,BR-063,100,31936,9204210,28/12/2025,31/12/2025,WH-02,합격,4.98,41,위탁,KRW,중국,1025.21,45.53,8.29,0.16,123.29,194.33,27.16,1190.24,2838.75,1239.04,41.7,280.75,836.88,193.67,431.95,no,True,yes,1,Y,True,no,O
SUP-036,,506-55-80504,정담당자,contact_291pfu4h@supplier.co.kr,INB-CPIZ7ZY1,PO-20245090,SKU00000451,BR-071,200,33870,30579084,2025-03-08,03-09-2025,WH-04,불합격,0.97,11,30일,EUR,한국,138.31,1749.4,2452.32,39.07,161.56,191.05,566.9,161.3,175.16,781.07,955.51,875.7,113.91,79.79,62.64,no,True,no,1,Y,False,yes,X
SUP-036,주식회사 데이지크코스메틱,285-64-48296,김담당자,contact_o0nev6wx@cosme.kr,INB-G97CUM19,PO-20244989,SKU00000196,BR-063,200,10583,451235,2024-10-28,10-23-2024,WH-05,합격,0.47,40,위탁,KRW,독일,60.56,789.78,1163.33,34.59,10.15,31.53,393.15,698.17,511.85,756.56,9.5,400.88,358.67,45.93,69.95,no,True,no,0,Y,True,yes,X
SUP-036,주식회사 LG생건코스메틱,458-53-18335,김담당자,contact_ol7r0yy4@supplier.co.kr,INB-BATTRPXR,PO-20240754,SKU00001482,BR-063,300,22762,8412256,2024.10.08,05/10/2024,WH-05,부분합격,1.34,10,90일,USD,한국,31.29,1006.4,104.63,16.55,289.95,488.22,249.64,667.85,608.39,23.98,135.24,163.62,188.0,47.22,173.84,yes,False,yes,1,Y,False,yes,X
SUP-036,,141-43-56889,최담당자,contact_1ww1npkw@cosme.kr,INB-30XMM20R,PO-20232271,SKU00000658,BR-071,200,42160,7279963,2024-03-11,20240315,WH-04,합격,2.05,23,30일,KRW,일본,381.64,30.9,704.93,13.99,182.92,134.29,32.43,2574.76,835.72,288.6,568.48,1949.23,75.15,90.88,1568.96,yes,True,no,1,N,False,no,O
SUP-036,주식회사 바닐라코코스메틱,561-41-65587,최담당자,contact_ctsfbrqr@beauty.com,INB-H7LRHVLH,PO-20232333,SKU00000276,BR-063,500,43183,39079251,2024-05-23,05-23-2024,WH-05,합격,0.88,20,30일,EUR,미국,238.17,896.66,70.58,33.47,101.17,51.51,347.67,1814.65,1226.55,351.02,861.39,288.04,511.03,146.94,123.43,no,False,yes,1,N,True,yes,O
SUP-036,유한회사 설화수코스메틱,460-37-47602,김담당자,contact_zrz4067g@supplier.co.kr,INB-LUACYEZU,PO-20258055,SKU00001276,BR-063,1000,31827,22798038,04-26-2024,01/05/2024,WH-03,부분합격,4.03,28,90일,JPY,미국,942.29,238.62,157.33,11.76,267.39,418.76,379.64,2593.3,1260.86,790.85,401.17,2501.77,404.32,10.8,2743.24,yes,False,yes,0,Y,False,yes,X
SUP-036,주식회사 일리윤코스메틱,823-62-47676,최담당자,contact_suq0nh8k@beauty.com,INB-GHEO866F,PO-20257491,SKU00001845,BR-063,300,33521,21132765,20250216,2025.02.15,WH-04,불합격,0.49,6,위탁,EUR,독일,957.68,187.7,886.16,9.96,60.65,386.26,667.51,1634.33,1211.36,192.57,1181.21,1372.68,277.92,20.56,68.67,no,False,yes,0,N,False,no,X
SUP-036,(주) 디올코스메틱,425-62-11857,박담당자,contact_eyvvie4o@cosme.kr,INB-147AOD3J,PO-20256773,SKU00000287,BR-063,50,62777,39569059,2025-11-22,11-17-2025,WH-01,검사중,2.07,7,60일,USD,독일,805.89,216.8,4550.3,26.86,291.43,193.8,159.24,28.24,308.88,101.08,210.31,1709.84,220.94,40.89,398.07,no,False,yes,0,Y,False,no,X
SUP-036,(주) 에뛰드코스메틱,559-35-38549,이담당자,contact_m3vpelvu@supplier.co.kr,INB-7PEAW4O8,PO-20252163,SKU00001482,BR-063,1000,35823,1086705,2025-11-26,2025-11-22,WH-05,부분합격,4.96,31,선불,JPY,독일,930.68,1078.1,148.12,6.01,346.12,176.89,101.15,538.87,814.38,272.83,1483.34,22.46,197.46,40.23,140.9,no,False,no,1,N,False,yes,X
SUP-036,주식회사 에뛰드코스메틱,932-42-89355,최담당자,contact_80q7iwpw@cosme.kr,INB-GHU7O12T,PO-20252916,SKU00000205,BR-063,2000,17429,2338171,2025.02.26,20250228,WH-02,검사중,2.99,17,위탁,USD,한국,309.73,1567.82,746.08,28.29,90.44,181.72,993.43,6.57,288.36,433.91,806.7,5180.98,2.15,208.0,668.86,no,True,no,1,Y,True,no,X
SUP-036,주식회사 헤라코스메틱,709-80-35154,박담당자,contact_2wxic7v9@cosme.kr,INB-31Z8U4C2,PO-20248942,SKU00000377,BR-063,1000,74772,34208876,21/08/2024,2024-08-25,WH-03,합격,4.74,30,60일,KRW,프랑스,703.82,272.18,1787.23,11.18,96.38,189.21,391.77,206.42,346.22,75.5,70.78,184.82,460.04,17.4,102.1,yes,False,no,1,N,True,no,X
SUP-036,유한회사 라운드랩코스메틱,621-48-47089,박담당자,contact_v7i2t1rq@beauty.com,INB-ZOJQOJUZ,PO-20239863,SKU00001121,BR-063,100,23112,39125331,2023.06.08,08/06/2023,WH-02,합격,1.03,22,30일,JPY,프랑스,1116.44,734.24,984.49,0.3,52.82,457.14,336.61,1509.65,27.94,982.29,219.24,639.36,683.96,120.95,1380.77,no,False,yes,1,Y,False,yes,X
SUP-036,유한회사 파파레시피코스메틱,765-40-49102,박담당자,contact_9sjn9zvt@supplier.co.kr,INB-0R9YH3FI,PO-20234154,SKU00000196,BR-063,300,60931,27589602,20/10/2024,2024.10.25,WH-01,불합격,2.95,44,60일,USD,프랑스,933.02,1608.56,1428.78,14.84,93.36,563.88,80.34,588.21,867.09,605.15,167.14,528.53,521.76,265.15,862.93,no,True,no,0,Y,False,yes,O
SUP-036,(주) 페리페라코스메틱,884-11-48140,이담당자,contact_2x1oz17i@supplier.co.kr,INB-HR8EC94I,PO-20253772,SKU00001449,BR-063,100,69672,41101367,2025.03.29,20250326,WH-03,합격,4.73,37,위탁,KRW,중국,242.71,1828.54,1571.41,6.54,48.94,54.44,109.88,491.51,1111.7,105.87,834.59,188.51,616.26,33.89,286.77,no,False,no,1,Y,False,yes,O
SUP-036,(주) 롬앤코스메틱,115-75-84460,정담당자,contact_852w18cw@supplier.co.kr,INB-LBJSRQM5,PO-20237226,SKU00001357,BR-071,200,7688,20277251,20231016,10-21-2023,WH-05,합격,1.35,9,선불,KRW,중국,1076.63,117.72,8.83,1.05,70.66,979.44,772.94,311.13,436.14,310.52,398.67,23.21,74.72,80.1,518.09,no,True,no,0,Y,False,yes,X
SUP-036,(주) 설화수코스메틱,400-50-53254,이담당자,contact_aob46glq@supplier.co.kr,INB-SKRUJ7HL,PO-20240472,SKU00000289,BR-071,1000,61244,12031459,2024.11.12,10/11/2024,WH-01,불합격,0.57,9,위탁,KRW,미국,1907.85,419.25,1809.18,27.57,38.6,345.75,533.09,598.16,244.02,1192.47,178.95,961.98,213.59,6.24,917.43,yes,True,no,0,Y,False,no,O
SUP-036,(주) 스킨푸드코스메틱,101-52-96168,박담당자,contact_bc4x2ovu@beauty.com,INB-U09SW4LP,PO-20248760,SKU00001808,BR-063,200,30996,11178532,2024-06-26,20240623,WH-02,검사중,3.87,12,위탁,EUR,프랑스,1118.58,1612.6,1183.3,29.41,109.76,35.87,866.24,3723.82,807.25,1048.51,440.77,1346.49,432.84,214.93,1302.34,no,True,no,0,N,True,yes,O
SUP-036,(주) 홀리카홀리카코스메틱,486-10-65383,이담당자,contact_pyrufhxp@beauty.com,INB-IO8O77IN,PO-20250040,SKU00001357,BR-071,50,21682,9219190,2023-05-08,05/05/2023,WH-03,불합격,4.61,7,30일,KRW,미국,886.96,899.99,797.54,1.46,12.21,268.3,314.73,2815.4,583.55,10.06,190.45,339.25,63.49,17.58,60.32,yes,False,yes,0,Y,True,yes,X
SUP-037,,883-60-96059,이담당자,contact_al2ds2d4@beauty.com,INB-VTRF7087,PO-20231655,SKU00000865,BR-038,2000,11651,38566382,16/03/2024,2024-03-19,WH-03,불합격,4.0,16,90일,USD,독일,81.59,2140.09,525.41,17.69,23.54,133.87,57.08,1987.77,137.57,193.11,631.04,912.64,218.83,39.19,692.05,yes,False,no,1,N,False,yes,O
SUP-037,(주) 애경코스메틱,491-16-99066,정담당자,contact_rqlotiqv@beauty.com,INB-HUCIC7WQ,PO-20234131,SKU00000865,BR-038,50,4875,15944275,08/07/2023,2023-07-06,WH-02,합격,2.64,8,30일,KRW,일본,199.03,989.99,2517.9,20.65,39.37,120.41,43.15,750.64,11.34,376.28,802.94,181.94,528.27,25.33,48.03,no,True,yes,0,Y,False,no,X
SUP-037,(주) 닥터자르트코스메틱,285-28-38493,김담당자,contact_usrsber6@cosme.kr,INB-KJPO0GRI,PO-20252944,SKU00000968,BR-115,50,45478,39686089,20230625,20230626,WH-04,불합격,1.83,11,30일,EUR,미국,765.48,529.67,286.74,49.54,61.63,573.56,329.05,633.77,118.97,128.91,226.86,55.56,138.92,92.59,996.17,no,True,yes,1,N,True,yes,X
SUP-037,주식회사 헤라코스메틱,364-69-34912,이담당자,contact_e48ytwwp@supplier.co.kr,INB-6MSOAE0Q,PO-20250447,SKU00001057,BR-042,300,2889,29819217,2025.10.06,07/10/2025,WH-04,합격,4.49,38,60일,JPY,프랑스,272.38,477.57,909.92,13.36,34.44,44.32,74.85,899.36,171.91,1590.44,258.45,303.38,983.79,96.89,132.75,yes,False,no,1,N,True,no,O
SUP-037,주식회사 애경코스메틱,847-95-53511,박담당자,contact_wefzzv9o@beauty.com,INB-QURLYIG6,PO-20257151,SKU00000308,BR-099,100,23089,3281520,05/02/2023,2023.01.31,WH-05,합격,4.81,38,90일,USD,프랑스,113.72,312.41,2328.47,13.57,137.03,450.0,21.42,287.36,1043.76,137.04,520.31,0.15,28.31,46.9,2900.06,no,False,no,0,Y,False,no,O
SUP-037,,820-47-81366,김담당자,contact_uyv1or8n@cosme.kr,INB-4TBE9P9Q,PO-20251355,SKU00000929,BR-022,1000,15844,11601597,20230708,2023.07.05,WH-04,합격,3.89,7,위탁,KRW,프랑스,1363.85,1125.76,617.15,11.42,42.89,132.42,243.94,744.37,139.52,93.04,236.97,282.53,16.1,94.95,372.23,no,True,yes,0,Y,True,no,O
SUP-037,유한회사 더페이스샵코스메틱,402-46-97046,정담당자,contact_8n6qe6au@supplier.co.kr,INB-4U93YZ06,PO-20247424,SKU00001057,BR-042,500,20181,33517430,20240719,2024-07-17,WH-03,검사중,3.56,18,선불,KRW,한국,697.68,1392.13,1217.26,1.78,112.52,88.16,414.52,465.56,512.86,443.07,912.39,1725.65,732.75,35.51,929.4,yes,True,yes,1,Y,False,no,X
SUP-037,유한회사 롬앤코스메틱,615-29-60532,정담당자,contact_w9hvumkf@beauty.com,INB-9U6IG4ZC,PO-20251490,SKU00000968,BR-115,500,53398,10423438,20230524,20230524,WH-05,합격,0.47,29,선불,JPY,미국,1810.93,1170.57,912.81,0.44,18.64,5.27,118.85,321.0,424.71,600.46,160.81,1395.38,353.83,31.53,624.43,yes,False,no,0,Y,True,no,O
SUP-037,유한회사 토니모리코스메틱,685-21-30369,김담당자,contact_bkk5fhk7@cosme.kr,INB-SA0F4Q0H,PO-20249823,SKU00000929,BR-022,500,72639,12259293,20230703,2023-07-05,WH-04,검사중,0.86,44,60일,KRW,일본,279.1,92.11,205.08,12.65,20.72,107.13,382.72,1375.02,25.64,274.77,498.37,438.02,310.92,47.97,500.63,no,True,no,0,N,False,no,O
SUP-037,유한회사 아모레퍼시픽코스메틱,776-17-42902,최담당자,contact_51wqflja@beauty.com,INB-8YY3YDZT,PO-20240458,SKU00000865,BR-038,100,59978,16134395,2025-06-28,27/06/2025,WH-01,합격,4.26,34,90일,JPY,독일,1679.37,766.05,642.58,5.35,124.11,582.01,392.96,37.73,496.91,318.46,374.26,1385.45,479.03,20.5,838.31,yes,False,no,1,Y,False,yes,X
SUP-037,주식회사 메디힐코스메틱,523-25-32454,박담당자,contact_e69qb7e1@cosme.kr,INB-MEFGBKAR,PO-20255676,SKU00000865,BR-038,100,39973,9183787,20231121,11-23-2023,WH-05,부분합격,0.3,44,90일,KRW,한국,2079.16,1595.08,1237.33,0.35,60.06,70.69,89.67,988.8,547.67,47.34,42.22,117.11,131.04,82.16,2370.51,no,False,yes,1,Y,True,no,O
SUP-037,유한회사 홀리카홀리카코스메틱,649-82-61733,정담당자,contact_0bpa6880@beauty.com,INB-O8SM97G1,PO-20255857,SKU00000929,BR-022,50,79081,44361557,02-15-2023,20230216,WH-05,합격,0.11,19,30일,KRW,중국,697.86,224.38,95.23,12.09,90.6,40.97,257.16,811.86,653.33,168.47,1533.14,1680.26,321.75,12.06,1057.08,yes,False,no,1,N,False,yes,O
SUP-037,(주) 랑콤코스메틱,430-54-62253,최담당자,contact_co9hj48o@beauty.com,INB-B8K7DWFM,PO-20232188,SKU00000865,BR-038,2000,32957,6241465,20231115,18/11/2023,WH-01,합격,0.5,38,30일,KRW,프랑스,26.23,659.52,534.37,40.07,4.12,149.04,69.41,1489.01,809.12,203.29,86.4,604.34,322.79,13.07,525.78,no,False,no,1,N,False,no,O
SUP-037,주식회사 데이지크코스메틱,492-58-29488,김담당자,contact_0nhflaaa@beauty.com,INB-E3YXWTL1,PO-20238173,SKU00000929,BR-022,50,45095,20121082,11-11-2023,2023-11-07,WH-04,불합격,2.13,30,60일,KRW,한국,49.25,1371.0,150.46,21.97,9.67,32.0,39.13,36.6,324.73,326.46,129.97,290.87,28.39,51.66,2652.87,yes,True,no,1,Y,False,yes,X
SUP-037,주식회사 미샤코스메틱,617-48-98909,박담당자,contact_nmcgtahv@supplier.co.kr,INB-XXT38OC3,PO-20242649,SKU00000865,BR-038,200,40455,38400150,10-17-2025,2025.10.17,WH-02,합격,3.26,8,30일,USD,한국,272.91,342.41,7862.64,6.4,35.01,105.72,149.16,1321.51,48.49,116.42,482.25,508.73,826.74,217.47,863.91,no,False,no,1,N,True,yes,X
SUP-037,(주) 더페이스샵코스메틱,455-18-91424,정담당자,contact_jw67rqwl@cosme.kr,INB-PK9EQN1U,PO-20250417,SKU00001057,BR-042,50,20270,3432682,20241130,2024.12.03,WH-04,부분합격,3.74,30,선불,JPY,미국,1168.48,273.66,99.41,2.1,26.35,30.5,90.93,640.48,30.41,493.63,134.17,661.99,312.56,88.41,302.05,yes,False,yes,1,Y,True,yes,X
SUP-037,(주) 에스티로더코스메틱,828-32-16807,정담당자,contact_6wwxu2pa@beauty.com,INB-Y3QOIS5X,PO-20251742,SKU00000865,BR-038,100,68539,38704482,2025-05-15,2025.05.10,WH-05,합격,3.05,23,30일,KRW,미국,144.06,257.32,478.41,5.39,10.46,15.86,1061.58,318.41,3573.38,228.99,679.11,737.61,44.1,278.13,1652.83,no,True,yes,1,Y,False,no,O
SUP-038,,800-87-54778,이담당자,contact_z14wy66h@cosme.kr,INB-4XVDX8CX,PO-20239263,SKU00001337,BR-038,500,42894,9493076,08-17-2024,2024-08-18,WH-03,합격,3.73,4,60일,USD,독일,584.51,455.3,1073.05,67.2,101.2,4.53,288.15,556.82,475.41,188.51,206.64,686.82,239.62,33.05,1118.73,yes,True,no,0,Y,False,no,O
SUP-038,주식회사 에뛰드코스메틱,219-24-65756,최담당자,contact_b8abnlw0@beauty.com,INB-LZ543CYA,PO-20252563,SKU00000239,BR-038,100,24180,23248808,26/05/2024,2024-05-22,WH-02,부분합격,1.59,9,위탁,USD,한국,341.84,887.01,1236.14,23.14,343.33,189.67,610.39,2806.58,160.29,147.1,226.8,2326.78,104.1,53.6,725.68,no,False,no,0,N,False,yes,O
SUP-038,(주) 헤라코스메틱,981-70-43124,김담당자,contact_w7p2o1mv@supplier.co.kr,INB-YFSRCDO3,PO-20244249,SKU00000865,BR-038,1000,58468,46604862,03/09/2023,20230905,WH-02,부분합격,0.24,44,선불,KRW,일본,76.95,3279.17,2462.12,61.49,0.12,245.8,109.01,1314.82,95.0,125.61,861.38,139.56,51.18,76.54,407.6,no,False,no,0,N,False,yes,O
SUP-038,(주) LG생건코스메틱,464-30-99930,이담당자,contact_35vbrfnx@supplier.co.kr,INB-2X5SC5NK,PO-20249628,SKU00001193,BR-038,200,37155,21101391,02/09/2025,20250831,WH-05,부분합격,0.15,16,위탁,KRW,독일,125.65,555.97,1920.0,79.6,4.54,185.0,135.68,383.77,626.13,151.1,536.96,686.44,82.46,16.12,2449.65,yes,True,yes,1,N,True,no,X
SUP-038,(주) 라로슈포제코스메틱,359-43-58349,이담당자,contact_zritjpqd@cosme.kr,INB-GZ2YCTEC,PO-20239031,SKU00001626,BR-038,2000,39576,21732052,20250903,2025.09.02,WH-04,합격,3.31,39,30일,KRW,독일,2768.73,805.16,400.39,38.9,197.78,153.77,226.99,6303.57,1219.72,430.59,52.99,1000.49,334.56,143.15,530.3,yes,True,yes,1,N,False,no,O
SUP-038,,729-57-96245,정담당자,contact_lxzdrrgw@beauty.com,INB-PR39BVX3,PO-20243419,SKU00001193,BR-038,100,27713,26517442,2023-12-16,20231211,WH-01,불합격,3.19,24,90일,KRW,프랑스,569.14,2324.27,295.86,18.86,20.47,221.34,779.94,1579.99,1197.76,51.2,439.01,1661.6,494.83,27.45,1247.16,no,False,yes,1,N,True,no,O
SUP-038,유한회사 에스티로더코스메틱,112-81-98965,정담당자,contact_0pa3a2qh@supplier.co.kr,INB-RSIECRLV,PO-20240847,SKU00001358,BR-038,100,62965,30463623,10/03/2024,20240312,WH-04,합격,0.73,33,90일,USD,프랑스,205.47,454.48,1385.17,20.04,89.37,107.0,195.16,674.3,1496.43,863.09,881.8,30.92,120.48,118.69,1853.15,no,False,no,0,N,True,no,O
SUP-038,주식회사 에스쁘아코스메틱,663-74-16155,이담당자,contact_wcqjonjn@beauty.com,INB-DY6SCKCA,PO-20243897,SKU00001176,BR-038,1000,15760,6624378,2024.05.14,20240518,WH-01,합격,3.98,23,90일,EUR,프랑스,570.92,354.82,1248.21,3.45,63.58,730.75,189.9,36.86,307.33,147.81,461.67,443.06,3.7,48.41,2749.96,yes,True,no,0,N,True,yes,X
SUP-038,주식회사 일리윤코스메틱,310-11-90370,김담당자,contact_l59t636s@cosme.kr,INB-AM2Q1XXN,PO-20236963,SKU00000130,BR-038,500,54713,38013888,2025-09-03,2025.09.07,WH-02,합격,3.06,12,30일,KRW,프랑스,353.55,390.88,871.17,24.14,2.9,375.49,43.01,2847.78,1423.15,651.07,30.54,969.02,90.09,99.45,439.91,no,True,yes,0,N,False,yes,X
SUP-038,(주) 코스알엑스코스메틱,684-82-72502,박담당자,contact_a3gf9tkm@cosme.kr,INB-4HORJEB0,PO-20239688,SKU00001835,BR-038,100,56086,29899757,09-23-2023,2023-09-27,WH-02,검사중,2.98,33,30일,EUR,미국,758.24,25.84,551.1,130.02,243.23,339.46,155.44,49.36,285.06,405.54,275.15,400.6,900.13,13.23,358.6,no,True,no,1,N,True,yes,X
SUP-038,(주) 투쿨포스쿨코스메틱,499-25-97540,이담당자,contact_609s67v4@beauty.com,INB-8AYLSNIM,PO-20244880,SKU00000239,BR-038,1000,35636,25735622,26/05/2024,05-23-2024,WH-04,합격,2.17,32,선불,JPY,미국,658.09,276.79,2369.48,31.56,64.16,5.53,200.41,1721.74,60.93,24.84,195.06,1251.33,414.32,16.74,54.23,no,False,yes,1,Y,True,no,O
SUP-038,주식회사 LG생건코스메틱,658-94-53086,박담당자,contact_02i1e7ds@cosme.kr,INB-7A4P8N9Z,PO-20245624,SKU00000130,BR-038,2000,10532,12320898,20250302,2025-03-02,WH-04,합격,4.6,39,30일,JPY,중국,146.76,912.41,1154.86,14.92,132.19,9.66,288.88,1958.09,1351.82,49.71,104.11,481.19,11.2,42.58,104.01,no,True,no,1,Y,False,no,O
SUP-038,유한회사 데이지크코스메틱,902-62-96566,박담당자,contact_nr5svpxy@beauty.com,INB-KYFURMOE,PO-20232339,SKU00001532,BR-038,200,16154,6701607,2025-11-30,2025.12.01,WH-02,합격,0.83,27,90일,EUR,한국,414.09,1432.91,930.19,21.84,17.66,108.21,257.6,1944.39,852.56,83.6,918.11,147.03,12.62,142.8,5.66,yes,True,yes,0,N,True,no,X
SUP-038,유한회사 에스쁘아코스메틱,115-88-73962,정담당자,contact_jyvuww4q@supplier.co.kr,INB-0HT3MWO2,PO-20236576,SKU00001193,BR-038,1000,43762,23207157,12/03/2023,03-15-2023,WH-04,불합격,0.5,11,90일,JPY,일본,636.04,606.52,233.58,0.95,33.93,83.24,960.62,1159.73,769.94,363.46,348.14,108.47,589.73,14.77,3073.41,no,False,no,1,N,True,yes,O
SUP-038,유한회사 일리윤코스메틱,929-91-85419,김담당자,contact_038yvejq@beauty.com,INB-HCWQ7LLE,PO-20232222,SKU00001193,BR-038,200,36233,46837094,2025-07-29,01/08/2025,WH-01,합격,2.41,27,90일,EUR,독일,1859.52,449.2,1120.23,30.49,14.61,190.97,819.82,1249.22,61.52,121.04,32.96,643.95,297.55,15.76,1361.61,no,False,yes,1,N,True,yes,O
SUP-038,(주) 조선미녀코스메틱,385-67-37087,최담당자,contact_gjhq9ofr@supplier.co.kr,INB-U283SYQB,PO-20256064,SKU00001193,BR-038,1000,13579,6075199,04-21-2024,18/04/2024,WH-02,불합격,4.66,37,위탁,KRW,독일,350.7,125.05,1664.64,21.86,72.77,726.43,1042.85,3077.9,1000.85,130.03,683.75,396.07,249.45,23.21,598.47,yes,True,yes,0,N,True,no,X
SUP-038,주식회사 헤라코스메틱,959-36-17753,이담당자,contact_7mojwu9b@cosme.kr,INB-O4LW51MW,PO-20242741,SKU00001421,BR-038,1000,64868,30163362,20240311,2024.03.06,WH-03,합격,0.81,15,90일,EUR,중국,492.28,1703.81,379.09,49.89,33.32,550.23,241.1,155.97,1142.33,225.37,25.26,492.51,704.79,63.38,530.76,yes,True,no,0,Y,False,no,X
SUP-038,(주) 에스쁘아코스메틱,931-53-20172,최담당자,contact_v61vos8l@cosme.kr,INB-Q8UIB9MF,PO-20244341,SKU00000865,BR-038,300,34799,49119821,06-20-2024,2024-06-15,WH-01,부분합격,2.82,26,위탁,USD,미국,665.97,2.55,237.24,0.04,266.73,707.27,4.48,887.05,721.21,735.77,109.0,831.42,634.56,110.52,40.33,no,True,no,1,N,True,yes,O
SUP-038,(주) 바닐라코코스메틱,216-14-71404,박담당자,contact_wwcq3jaf@cosme.kr,INB-MQ9WTV68,PO-20258253,SKU00000865,BR-038,2000,22921,35822650,2024.05.22,20240520,WH-04,합격,1.91,9,90일,EUR,미국,1232.09,1.25,1290.34,20.62,72.41,167.56,349.45,260.01,464.75,1132.44,556.37,1335.78,218.29,34.7,1151.46,no,True,no,1,Y,True,no,O
SUP-038,(주) 설화수코스메틱,180-64-36990,박담당자,contact_q5kbkrue@beauty.com,INB-SAN6XID1,PO-20232649,SKU00001421,BR-038,500,20690,5529417,09-09-2025,07/09/2025,WH-03,불합격,2.84,10,30일,KRW,중국,1094.22,429.21,578.9,16.63,129.56,57.76,235.2,2100.09,60.93,111.04,360.35,688.92,269.11,258.04,268.55,no,False,yes,1,Y,False,no,O
SUP-038,유한회사 에스티로더코스메틱,524-76-31478,최담당자,contact_edglmzbi@beauty.com,INB-OZGFIXXV,PO-20247221,SKU00001421,BR-038,200,6130,11071008,2024.03.24,20240323,WH-04,합격,2.13,44,선불,USD,일본,165.64,1232.37,1648.37,38.78,95.42,41.83,107.73,667.65,79.92,59.73,247.7,2800.86,109.07,90.38,83.26,no,True,no,1,Y,False,no,O
SUP-038,(주) 라네즈코스메틱,509-35-62870,최담당자,contact_txy2l78r@cosme.kr,INB-3W0JTIGH,PO-20237115,SKU00001176,BR-038,200,7896,5865549,2023.09.30,26/09/2023,WH-01,검사중,0.32,40,60일,EUR,일본,1814.83,359.35,4250.54,11.28,14.71,264.6,294.54,3798.63,316.42,113.27,495.7,53.1,318.72,106.36,75.97,no,True,yes,1,Y,True,yes,O
SUP-038,주식회사 닥터자르트코스메틱,287-62-69895,박담당자,contact_peswejwq@cosme.kr,INB-869WT1MP,PO-20255986,SKU00001421,BR-038,300,48354,7548668,2024-11-08,11-04-2024,WH-03,합격,4.37,25,60일,KRW,중국,298.91,161.28,690.14,7.14,14.92,133.88,406.73,32.81,204.36,5.12,745.83,863.04,13.44,159.33,453.06,yes,False,no,0,Y,True,no,O
SUP-038,유한회사 에뛰드코스메틱,927-85-78905,최담당자,contact_9r3al1ru@cosme.kr,INB-Q1EHZMIF,PO-20234261,SKU00001421,BR-038,100,13628,17429272,2023-05-26,05-22-2023,WH-02,합격,1.04,16,위탁,KRW,일본,53.44,215.93,122.97,52.91,18.5,193.22,108.94,216.04,106.95,141.05,61.74,597.01,368.24,18.1,2053.84,yes,False,no,0,Y,True,no,X
SUP-038,주식회사 코스알엑스코스메틱,731-12-17077,정담당자,contact_etoeylpx@supplier.co.kr,INB-KB3QKQTM,PO-20233943,SKU00001358,BR-038,2000,8252,38937588,20251022,10-26-2025,WH-04,부분합격,4.29,38,90일,USD,일본,1143.37,41.39,562.5,37.46,48.39,43.55,351.12,366.93,50.53,777.29,256.47,109.86,117.18,130.38,395.07,no,True,no,0,N,True,yes,O
SUP-038,주식회사 페리페라코스메틱,724-64-60554,최담당자,contact_ml3ng2oh@cosme.kr,INB-IVIJJ7HZ,PO-20233144,SKU00000239,BR-038,500,18508,6924686,08-17-2023,2023-08-19,WH-03,합격,0.12,10,60일,KRW,프랑스,451.5,399.98,735.19,42.43,247.83,383.28,131.8,1949.73,45.34,376.04,271.3,1685.2,94.66,12.02,1238.62,yes,True,yes,0,N,False,no,X
SUP-038,주식회사 아비브코스메틱,378-69-48687,이담당자,contact_c1c9fkvq@cosme.kr,INB-06C5UDZS,PO-20248355,SKU00001193,BR-038,100,29004,37815623,07/10/2023,04/10/2023,WH-05,합격,3.73,11,30일,KRW,일본,987.95,193.6,241.03,3.02,6.97,213.14,654.97,345.07,651.6,516.33,153.29,1123.77,372.07,69.91,54.09,yes,False,yes,0,N,True,no,X
