send_id,cmp_id,cust_no,send_time,email_subject,status
ES001007,CMP0029,CUST000032,2023-08-29 20:00:00,[프로모션] 특별 할인 안내 #1007,DELIVERED
ES001008,CMP0023,CUST000166,2023-11-28 20:00:00,[프로모션] 특별 할인 안내 #1008,DELIVERED
ES001009,CMP0002,CUST000096,2023-07-28 16:00:00,[프로모션] 특별 할인 안내 #1009,DELIVERED
ES001010,CMP0019,CUST000079,2023-09-15 18:00:00,[프로모션] 특별 할인 안내 #1010,DELIVERED
ES001011,CMP0023,CUST000009,2023-06-04 08:00:00,[프로모션] 특별 할인 안내 #1011,DELIVERED
ES001012,CMP0022,CUST000133,2023-11-01 13:00:00,[프로모션] 특별 할인 안내 #1012,DELIVERED
ES001013,CMP0023,CUST000062,2023-10-21 14:00:00,[프로모션] 특별 할인 안내 #1013,DELIVERED
ES001014,CMP0023,CUST000014,2023-10-26 14:00:00,[프로모션] 특별 할인 안내 #1014,DELIVERED
ES001015,CMP0023,CUST000187,2023-07-15 14:00:00,[프로모션] 특별 할인 안내 #1015,DELIVERED
ES001016,CMP0030,CUST000041,2023-09-20 11:00:00,[프로모션] 특별 할인 안내 #1016,DELIVERED
ES001017,CMP0008,CUST000130,2023-07-01 18:00:00,[프로모션] 특별 할인 안내 #1017,DELIVERED
ES001018,CMP0023,CUST000196,2023-11-08 12:00:00,[프로모션] 특별 할인 안내 #1018,DELIVERED
ES001019,CMP0008,CUST000083,2023-07-23 09:00:00,[프로모션] 특별 할인 안내 #1019,DELIVERED
ES001020,CMP0023,CUST000003,2023-11-08 20:00:00,[프로모션] 특별 할인 안내 #1020,DELIVERED
ES001021,CMP0002,CUST000159,2023-10-18 09:00:00,[프로모션] 특별 할인 안내 #1021,DELIVERED
ES001022,CMP0002,CUST000191,2023-07-04 15:00:00,[프로모션] 특별 할인 안내 #1022,DELIVERED
ES001023,CMP0022,CUST000048,2023-08-01 18:00:00,[프로모션] 특별 할인 안내 #1023,DELIVERED
ES001024,CMP0019,CUST000050,2023-10-16 11:00:00,[프로모션] 특별 할인 안내 #1024,DELIVERED
ES001025,CMP0023,CUST000198,2023-08-06 18:00:00,[프로모션] 특별 할인 안내 #1025,DELIVERED
ES001026,CMP0007,CUST000037,2023-11-08 08:00:00,[프로모션] 특별 할인 안내 #1026,DELIVERED
ES001027,CMP0007,CUST000029,2023-09-26 17:00:00,[프로모션] 특별 할인 안내 #1027,DELIVERED
ES001028,CMP0008,CUST000073,2023-08-07 10:00:00,[프로모션] 특별 할인 안내 #1028,DELIVERED
ES001029,CMP0029,CUST000093,2023-07-24 14:00:00,[프로모션] 특별 할인 안내 #1029,DELIVERED
ES001030,CMP0002,CUST000106,2023-06-19 15:00:00,[프로모션] 특별 할인 안내 #1030,BOUNCED
ES001031,CMP0007,CUST000054,2023-11-23 14:00:00,[프로모션] 특별 할인 안내 #1031,DELIVERED
ES001032,CMP0022,CUST000163,2023-09-24 20:00:00,[프로모션] 특별 할인 안내 #1032,DELIVERED
ES001033,CMP0019,CUST000003,2023-07-16 18:00:00,[프로모션] 특별 할인 안내 #1033,DELIVERED
ES001034,CMP0002,CUST000031,2023-08-27 13:00:00,[프로모션] 특별 할인 안내 #1034,DELIVERED
ES001035,CMP0030,CUST000002,2023-07-11 16:00:00,[프로모션] 특별 할인 안내 #1035,DELIVERED
ES001036,CMP0007,CUST000050,2023-11-03 08:00:00,[프로모션] 특별 할인 안내 #1036,DELIVERED
ES001037,CMP0030,CUST000132,2023-07-10 11:00:00,[프로모션] 특별 할인 안내 #1037,DELIVERED
ES001038,CMP0007,CUST000056,2023-06-08 13:00:00,[프로모션] 특별 할인 안내 #1038,DELIVERED
ES001039,CMP0007,CUST000187,2023-11-25 10:00:00,[프로모션] 특별 할인 안내 #1039,DELIVERED
ES001040,CMP0029,CUST000052,2023-06-24 13:00:00,[프로모션] 특별 할인 안내 #1040,DELIVERED
ES001041,CMP0019,CUST000120,2023-10-05 14:00:00,[프로모션] 특별 할인 안내 #1041,DELIVERED
ES001042,CMP0023,CUST000050,2023-08-04 10:00:00,[프로모션] 특별 할인 안내 #1042,DELIVERED
ES001043,CMP0019,CUST000101,2023-06-27 17:00:00,[프로모션] 특별 할인 안내 #1043,DELIVERED
ES001044,CMP0019,CUST000043,2023-07-23 19:00:00,[프로모션] 특별 할인 안내 #1044,DELIVERED
ES001045,CMP0029,CUST000109,2023-10-31 19:00:00,[프로모션] 특별 할인 안내 #1045,DELIVERED
ES001046,CMP0022,CUST000160,2023-06-28 17:00:00,[프로모션] 특별 할인 안내 #1046,DELIVERED
ES001047,CMP0017,CUST000146,2023-08-30 13:00:00,[프로모션] 특별 할인 안내 #1047,DELIVERED
ES001048,CMP0007,CUST000116,2023-07-13 08:00:00,[프로모션] 특별 할인 안내 #1048,BOUNCED
ES001049,CMP0019,CUST000151,2023-09-13 12:00:00,[프로모션] 특별 할인 안내 #1049,DELIVERED
ES001050,CMP0030,CUST000091,2023-09-10 08:00:00,[프로모션] 특별 할인 안내 #1050,DELIVERED
ES001051,CMP0022,CUST000110,2023-07-18 13:00:00,[프로모션] 특별 할인 안내 #1051,DELIVERED
ES001052,CMP0017,CUST000169,2023-09-04 13:00:00,[프로모션] 특별 할인 안내 #1052,DELIVERED
ES001053,CMP0022,CUST000032,2023-06-03 13:00:00,[프로모션] 특별 할인 안내 #1053,DELIVERED
ES001054,CMP0022,CUST000055,2023-09-28 17:00:00,[프로모션] 특별 할인 안내 #1054,DELIVERED
ES001055,CMP0017,CUST000144,2023-06-17 14:00:00,[프로모션] 특별 할인 안내 #1055,DELIVERED
ES001056,CMP0017,CUST000135,2023-07-26 09:00:00,[프로모션] 특별 할인 안내 #1056,DELIVERED
ES001057,CMP0007,CUST000147,2023-11-13 14:00:00,[프로모션] 특별 할인 안내 #1057,DELIVERED
ES001058,CMP0023,CUST000082,2023-08-21 11:00:00,[프로모션] 특별 할인 안내 #1058,DELIVERED
ES001059,CMP0029,CUST000128,2023-06-12 12:00:00,[프로모션] 특별 할인 안내 #1059,DELIVERED
ES001060,CMP0007,CUST000116,2023-07-14 17:00:00,[프로모션] 특별 할인 안내 #1060,DELIVERED
ES001061,CMP0023,CUST000061,2023-10-26 08:00:00,[프로모션] 특별 할인 안내 #1061,DELIVERED
ES001062,CMP0002,CUST000119,2023-08-12 10:00:00,[프로모션] 특별 할인 안내 #1062,DELIVERED
ES001063,CMP0023,CUST000010,2023-10-15 16:00:00,[프로모션] 특별 할인 안내 #1063,DELIVERED
ES001064,CMP0002,CUST000018,2023-09-29 09:00:00,[프로모션] 특별 할인 안내 #1064,DELIVERED
ES001065,CMP0023,CUST000186,2023-08-17 12:00:00,[프로모션] 특별 할인 안내 #1065,DELIVERED
ES001066,CMP0022,CUST000103,2023-06-21 16:00:00,[프로모션] 특별 할인 안내 #1066,DELIVERED
ES001067,CMP0029,CUST000157,2023-06-13 14:00:00,[프로모션] 특별 할인 안내 #1067,DELIVERED
ES001068,CMP0029,CUST000127,2023-11-12 09:00:00,[프로모션] 특별 할인 안내 #1068,DELIVERED
ES001069,CMP0007,CUST000008,2023-07-28 08:00:00,[프로모션] 특별 할인 안내 #1069,DELIVERED
ES001070,CMP0008,CUST000027,2023-08-22 19:00:00,[프로모션] 특별 할인 안내 #1070,DELIVERED
ES001071,CMP0017,CUST000044,2023-06-23 11:00:00,[프로모션] 특별 할인 안내 #1071,DELIVERED
ES001072,CMP0022,CUST000138,2023-06-02 19:00:00,[프로모션] 특별 할인 안내 #1072,DELIVERED
ES001073,CMP0019,CUST000012,2023-06-29 08:00:00,[프로모션] 특별 할인 안내 #1073,BOUNCED
ES001074,CMP0007,CUST000068,2023-08-24 19:00:00,[프로모션] 특별 할인 안내 #1074,DELIVERED
ES001075,CMP0023,CUST000070,2023-11-26 10:00:00,[프로모션] 특별 할인 안내 #1075,BOUNCED
ES001076,CMP0029,CUST000031,2023-07-03 13:00:00,[프로모션] 특별 할인 안내 #1076,DELIVERED
ES001077,CMP0023,CUST000164,2023-09-23 18:00:00,[프로모션] 특별 할인 안내 #1077,DELIVERED
ES001078,CMP0030,CUST000062,2023-10-26 15:00:00,[프로모션] 특별 할인 안내 #1078,DELIVERED
ES001079,CMP0019,CUST000083,2023-10-02 11:00:00,[프로모션] 특별 할인 안내 #1079,DELIVERED
ES001080,CMP0019,CUST000183,2023-06-22 13:00:00,[프로모션] 특별 할인 안내 #1080,DELIVERED
ES001081,CMP0017,CUST000169,2023-11-13 19:00:00,[프로모션] 특별 할인 안내 #1081,DELIVERED
ES001082,CMP0007,CUST000020,2023-10-05 08:00:00,[프로모션] 특별 할인 안내 #1082,DELIVERED
ES001083,CMP0017,CUST000120,2023-09-07 11:00:00,[프로모션] 특별 할인 안내 #1083,DELIVERED
ES001084,CMP0022,CUST000054,2023-10-30 20:00:00,[프로모션] 특별 할인 안내 #1084,DELIVERED
ES001085,CMP0022,CUST000195,2023-08-19 19:00:00,[프로모션] 특별 할인 안내 #1085,DELIVERED
ES001086,CMP0008,CUST000130,2023-06-28 10:00:00,[프로모션] 특별 할인 안내 #1086,DELIVERED
ES001087,CMP0022,CUST000099,2023-09-24 17:00:00,[프로모션] 특별 할인 안내 #1087,DELIVERED
ES001088,CMP0023,CUST000049,2023-06-18 12:00:00,[프로모션] 특별 할인 안내 #1088,DELIVERED
ES001089,CMP0019,CUST000148,2023-11-13 09:00:00,[프로모션] 특별 할인 안내 #1089,DELIVERED
ES001090,CMP0007,CUST000191,2023-06-29 11:00:00,[프로모션] 특별 할인 안내 #1090,DELIVERED
ES001091,CMP0029,CUST000048,2023-08-08 08:00:00,[프로모션] 특별 할인 안내 #1091,DELIVERED
ES001092,CMP0030,CUST000116,2023-08-30 12:00:00,[프로모션] 특별 할인 안내 #1092,DELIVERED
ES001093,CMP0030,CUST000022,2023-08-30 14:00:00,[프로모션] 특별 할인 안내 #1093,DELIVERED
ES001094,CMP0023,CUST000129,2023-09-19 16:00:00,[프로모션] 특별 할인 안내 #1094,DELIVERED
ES001095,CMP0029,CUST000070,2023-09-03 09:00:00,[프로모션] 특별 할인 안내 #1095,DELIVERED
ES001096,CMP0023,CUST000188,2023-09-17 11:00:00,[프로모션] 특별 할인 안내 #1096,DELIVERED
ES001097,CMP0023,CUST000046,2023-10-31 12:00:00,[프로모션] 특별 할인 안내 #1097,DELIVERED
ES001098,CMP0029,CUST000133,2023-09-19 09:00:00,[프로모션] 특별 할인 안내 #1098,DELIVERED
ES001099,CMP0017,CUST000029,2023-07-27 09:00:00,[프로모션] 특별 할인 안내 #1099,DELIVERED
ES001100,CMP0002,CUST000148,2023-08-08 11:00:00,[프로모션] 특별 할인 안내 #1100,DELIVERED
ES001101,CMP0007,CUST000071,2023-07-28 17:00:00,[프로모션] 특별 할인 안내 #1101,DELIVERED
ES001102,CMP0023,CUST000101,2023-09-09 09:00:00,[프로모션] 특별 할인 안내 #1102,DELIVERED
ES001103,CMP0019,CUST000127,2023-07-23 10:00:00,[프로모션] 특별 할인 안내 #1103,DELIVERED
ES001104,CMP0022,CUST000164,2023-08-13 19:00:00,[프로모션] 특별 할인 안내 #1104,DELIVERED
ES001105,CMP0002,CUST000025,2023-07-18 16:00:00,[프로모션] 특별 할인 안내 #1105,DELIVERED
ES001106,CMP0029,CUST000190,2023-08-18 19:00:00,[프로모션] 특별 할인 안내 #1106,DELIVERED
ES001107,CMP0022,CUST000175,2023-06-18 10:00:00,[프로모션] 특별 할인 안내 #1107,DELIVERED
ES001108,CMP0029,CUST000037,2023-06-04 18:00:00,[프로모션] 특별 할인 안내 #1108,DELIVERED
ES001109,CMP0022,CUST000006,2023-07-16 12:00:00,[프로모션] 특별 할인 안내 #1109,DELIVERED
ES001110,CMP0008,CUST000174,2023-06-03 17:00:00,[프로모션] 특별 할인 안내 #1110,DELIVERED
ES001111,CMP0029,CUST000150,2023-06-01 15:00:00,[프로모션] 특별 할인 안내 #1111,DELIVERED
ES001112,CMP0029,CUST000029,2023-06-12 08:00:00,[프로모션] 특별 할인 안내 #1112,DELIVERED
ES001113,CMP0019,CUST000059,2023-10-13 16:00:00,[프로모션] 특별 할인 안내 #1113,DELIVERED
ES001114,CMP0008,CUST000199,2023-06-25 09:00:00,[프로모션] 특별 할인 안내 #1114,DELIVERED
ES001115,CMP0022,CUST000116,2023-10-04 19:00:00,[프로모션] 특별 할인 안내 #1115,DELIVERED
ES001116,CMP0030,CUST000066,2023-11-17 15:00:00,[프로모션] 특별 할인 안내 #1116,DELIVERED
ES001117,CMP0029,CUST000004,2023-08-30 12:00:00,[프로모션] 특별 할인 안내 #1117,DELIVERED
ES001118,CMP0030,CUST000199,2023-11-17 17:00:00,[프로모션] 특별 할인 안내 #1118,DELIVERED
ES001119,CMP0019,CUST000176,2023-10-11 19:00:00,[프로모션] 특별 할인 안내 #1119,DELIVERED
ES001120,CMP0008,CUST000106,2023-07-27 18:00:00,[프로모션] 특별 할인 안내 #1120,FAILED
ES001121,CMP0022,CUST000128,2023-06-08 11:00:00,[프로모션] 특별 할인 안내 #1121,DELIVERED
ES001122,CMP0023,CUST000093,2023-07-23 19:00:00,[프로모션] 특별 할인 안내 #1122,DELIVERED
ES001123,CMP0023,CUST000164,2023-06-28 12:00:00,[프로모션] 특별 할인 안내 #1123,DELIVERED
ES001124,CMP0030,CUST000116,2023-10-13 10:00:00,[프로모션] 특별 할인 안내 #1124,DELIVERED
ES001125,CMP0022,CUST000085,2023-09-09 17:00:00,[프로모션] 특별 할인 안내 #1125,DELIVERED
ES001126,CMP0019,CUST000080,2023-07-19 08:00:00,[프로모션] 특별 할인 안내 #1126,DELIVERED
ES001127,CMP0022,CUST000157,2023-07-02 14:00:00,[프로모션] 특별 할인 안내 #1127,DELIVERED
ES001128,CMP0022,CUST000074,2023-06-29 08:00:00,[프로모션] 특별 할인 안내 #1128,DELIVERED
ES001129,CMP0008,CUST000120,2023-11-22 10:00:00,[프로모션] 특별 할인 안내 #1129,DELIVERED
ES001130,CMP0019,CUST000160,2023-10-21 18:00:00,[프로모션] 특별 할인 안내 #1130,DELIVERED
ES001131,CMP0029,CUST000074,2023-06-17 20:00:00,[프로모션] 특별 할인 안내 #1131,DELIVERED
ES001132,CMP0029,CUST000011,2023-07-26 12:00:00,[프로모션] 특별 할인 안내 #1132,DELIVERED
ES001133,CMP0007,CUST000014,2023-10-04 12:00:00,[프로모션] 특별 할인 안내 #1133,DELIVERED
ES001134,CMP0022,CUST000170,2023-06-01 08:00:00,[프로모션] 특별 할인 안내 #1134,DELIVERED
ES001135,CMP0022,CUST000073,2023-10-07 18:00:00,[프로모션] 특별 할인 안내 #1135,BOUNCED
ES001136,CMP0030,CUST000040,2023-06-23 19:00:00,[프로모션] 특별 할인 안내 #1136,DELIVERED
ES001137,CMP0017,CUST000111,2023-10-28 09:00:00,[프로모션] 특별 할인 안내 #1137,DELIVERED
ES001138,CMP0002,CUST000122,2023-08-30 11:00:00,[프로모션] 특별 할인 안내 #1138,DELIVERED
ES001139,CMP0023,CUST000109,2023-09-11 09:00:00,[프로모션] 특별 할인 안내 #1139,DELIVERED
ES001140,CMP0019,CUST000153,2023-08-19 10:00:00,[프로모션] 특별 할인 안내 #1140,DELIVERED
ES001141,CMP0022,CUST000149,2023-07-06 18:00:00,[프로모션] 특별 할인 안내 #1141,DELIVERED
ES001142,CMP0019,CUST000035,2023-09-15 16:00:00,[프로모션] 특별 할인 안내 #1142,DELIVERED
ES001143,CMP0019,CUST000022,2023-08-16 17:00:00,[프로모션] 특별 할인 안내 #1143,BOUNCED
ES001144,CMP0029,CUST000140,2023-07-17 14:00:00,[프로모션] 특별 할인 안내 #1144,DELIVERED
ES001145,CMP0023,CUST000025,2023-07-06 16:00:00,[프로모션] 특별 할인 안내 #1145,DELIVERED
ES001146,CMP0022,CUST000129,2023-11-23 19:00:00,[프로모션] 특별 할인 안내 #1146,DELIVERED
ES001147,CMP0022,CUST000110,2023-09-28 14:00:00,[프로모션] 특별 할인 안내 #1147,BOUNCED
ES001148,CMP0029,CUST000008,2023-10-22 08:00:00,[프로모션] 특별 할인 안내 #1148,BOUNCED
ES001149,CMP0023,CUST000023,2023-07-06 17:00:00,[프로모션] 특별 할인 안내 #1149,DELIVERED
ES001150,CMP0017,CUST000149,2023-10-10 13:00:00,[프로모션] 특별 할인 안내 #1150,DELIVERED
ES001151,CMP0030,CUST000145,2023-08-15 08:00:00,[프로모션] 특별 할인 안내 #1151,DELIVERED
ES001152,CMP0023,CUST000033,2023-09-12 18:00:00,[프로모션] 특별 할인 안내 #1152,DELIVERED
ES001153,CMP0030,CUST000118,2023-06-14 09:00:00,[프로모션] 특별 할인 안내 #1153,DELIVERED
ES001154,CMP0007,CUST000086,2023-10-31 09:00:00,[프로모션] 특별 할인 안내 #1154,DELIVERED
ES001155,CMP0029,CUST000177,2023-08-24 08:00:00,[프로모션] 특별 할인 안내 #1155,DELIVERED
ES001156,CMP0030,CUST000190,2023-06-14 19:00:00,[프로모션] 특별 할인 안내 #1156,DELIVERED
ES001157,CMP0008,CUST000144,2023-10-05 10:00:00,[프로모션] 특별 할인 안내 #1157,DELIVERED
ES001158,CMP0008,CUST000078,2023-11-08 12:00:00,[프로모션] 특별 할인 안내 #1158,DELIVERED
ES001159,CMP0002,CUST000125,2023-11-07 19:00:00,[프로모션] 특별 할인 안내 #1159,DELIVERED
ES001160,CMP0007,CUST000001,2023-07-10 17:00:00,[프로모션] 특별 할인 안내 #1160,DELIVERED
ES001161,CMP0030,CUST000025,2023-08-03 11:00:00,[프로모션] 특별 할인 안내 #1161,DELIVERED
ES001162,CMP0002,CUST000130,2023-09-22 14:00:00,[프로모션] 특별 할인 안내 #1162,DELIVERED
ES001163,CMP0007,CUST000077,2023-09-12 15:00:00,[프로모션] 특별 할인 안내 #1163,FAILED
ES001164,CMP0017,CUST000140,2023-08-06 17:00:00,[프로모션] 특별 할인 안내 #1164,DELIVERED
ES001165,CMP0007,CUST000111,2023-07-08 18:00:00,[프로모션] 특별 할인 안내 #1165,DELIVERED
ES001166,CMP0008,CUST000191,2023-11-16 11:00:00,[프로모션] 특별 할인 안내 #1166,DELIVERED
ES001167,CMP0030,CUST000052,2023-09-30 15:00:00,[프로모션] 특별 할인 안내 #1167,DELIVERED
ES001168,CMP0007,CUST000151,2023-10-05 13:00:00,[프로모션] 특별 할인 안내 #1168,DELIVERED
ES001169,CMP0023,CUST000099,2023-11-26 20:00:00,[프로모션] 특별 할인 안내 #1169,DELIVERED
ES001170,CMP0023,CUST000109,2023-07-08 08:00:00,[프로모션] 특별 할인 안내 #1170,DELIVERED
ES001171,CMP0007,CUST000145,2023-09-08 08:00:00,[프로모션] 특별 할인 안내 #1171,DELIVERED
ES001172,CMP0002,CUST000166,2023-11-14 18:00:00,[프로모션] 특별 할인 안내 #1172,DELIVERED
ES001173,CMP0002,CUST000091,2023-07-06 15:00:00,[프로모션] 특별 할인 안내 #1173,DELIVERED
ES001174,CMP0029,CUST000071,2023-06-03 10:00:00,[프로모션] 특별 할인 안내 #1174,DELIVERED
ES001175,CMP0030,CUST000054,2023-08-29 19:00:00,[프로모션] 특별 할인 안내 #1175,DELIVERED
ES001176,CMP0030,CUST000017,2023-07-15 18:00:00,[프로모션] 특별 할인 안내 #1176,DELIVERED
ES001177,CMP0022,CUST000118,2023-07-06 12:00:00,[프로모션] 특별 할인 안내 #1177,DELIVERED
ES001178,CMP0019,CUST000101,2023-06-18 18:00:00,[프로모션] 특별 할인 안내 #1178,DELIVERED
ES001179,CMP0029,CUST000156,2023-11-16 10:00:00,[프로모션] 특별 할인 안내 #1179,DELIVERED
ES001180,CMP0030,CUST000199,2023-11-16 16:00:00,[프로모션] 특별 할인 안내 #1180,DELIVERED
ES001181,CMP0022,CUST000151,2023-10-27 13:00:00,[프로모션] 특별 할인 안내 #1181,DELIVERED
ES001182,CMP0023,CUST000018,2023-06-12 08:00:00,[프로모션] 특별 할인 안내 #1182,DELIVERED
ES001183,CMP0008,CUST000060,2023-06-25 18:00:00,[프로모션] 특별 할인 안내 #1183,DELIVERED
ES001184,CMP0029,CUST000083,2023-07-30 20:00:00,[프로모션] 특별 할인 안내 #1184,DELIVERED
ES001185,CMP0017,CUST000027,2023-07-15 19:00:00,[프로모션] 특별 할인 안내 #1185,DELIVERED
ES001186,CMP0023,CUST000017,2023-06-16 17:00:00,[프로모션] 특별 할인 안내 #1186,DELIVERED
ES001187,CMP0002,CUST000192,2023-06-19 15:00:00,[프로모션] 특별 할인 안내 #1187,DELIVERED
ES001188,CMP0002,CUST000045,2023-08-22 09:00:00,[프로모션] 특별 할인 안내 #1188,DELIVERED
ES001189,CMP0023,CUST000035,2023-11-11 17:00:00,[프로모션] 특별 할인 안내 #1189,DELIVERED
ES001190,CMP0017,CUST000065,2023-10-04 15:00:00,[프로모션] 특별 할인 안내 #1190,DELIVERED
ES001191,CMP0017,CUST000052,2023-07-12 14:00:00,[프로모션] 특별 할인 안내 #1191,DELIVERED
ES001192,CMP0017,CUST000023,2023-10-28 08:00:00,[프로모션] 특별 할인 안내 #1192,DELIVERED
ES001193,CMP0007,CUST000053,2023-06-09 20:00:00,[프로모션] 특별 할인 안내 #1193,DELIVERED
ES001194,CMP0002,CUST000093,2023-09-13 17:00:00,[프로모션] 특별 할인 안내 #1194,DELIVERED
ES001195,CMP0007,CUST000088,2023-07-18 18:00:00,[프로모션] 특별 할인 안내 #1195,DELIVERED
ES001196,CMP0030,CUST000128,2023-07-19 11:00:00,[프로모션] 특별 할인 안내 #1196,DELIVERED
ES001197,CMP0029,CUST000129,2023-08-30 13:00:00,[프로모션] 특별 할인 안내 #1197,DELIVERED
ES001198,CMP0030,CUST000036,2023-06-18 15:00:00,[프로모션] 특별 할인 안내 #1198,DELIVERED
ES001199,CMP0023,CUST000019,2023-10-24 09:00:00,[프로모션] 특별 할인 안내 #1199,DELIVERED
ES001200,CMP0030,CUST000077,2023-06-26 09:00:00,[프로모션] 특별 할인 안내 #1200,DELIVERED
ES001201,CMP0002,CUST000154,2023-10-17 13:00:00,[프로모션] 특별 할인 안내 #1201,DELIVERED
ES001202,CMP0019,CUST000065,2023-09-08 19:00:00,[프로모션] 특별 할인 안내 #1202,DELIVERED
ES001203,CMP0008,CUST000074,2023-06-20 16:00:00,[프로모션] 특별 할인 안내 #1203,DELIVERED
ES001204,CMP0030,CUST000157,2023-10-07 12:00:00,[프로모션] 특별 할인 안내 #1204,DELIVERED
ES001205,CMP0002,CUST000140,2023-11-26 09:00:00,[프로모션] 특별 할인 안내 #1205,DELIVERED
ES001206,CMP0019,CUST000168,2023-06-08 08:00:00,[프로모션] 특별 할인 안내 #1206,DELIVERED
ES001207,CMP0019,CUST000052,2023-08-25 20:00:00,[프로모션] 특별 할인 안내 #1207,DELIVERED
ES001208,CMP0017,CUST000141,2023-08-24 20:00:00,[프로모션] 특별 할인 안내 #1208,DELIVERED
ES001209,CMP0002,CUST000061,2023-10-05 09:00:00,[프로모션] 특별 할인 안내 #1209,DELIVERED
ES001210,CMP0002,CUST000089,2023-06-19 14:00:00,[프로모션] 특별 할인 안내 #1210,DELIVERED
ES001211,CMP0007,CUST000142,2023-10-01 10:00:00,[프로모션] 특별 할인 안내 #1211,DELIVERED
ES001212,CMP0002,CUST000027,2023-06-10 15:00:00,[프로모션] 특별 할인 안내 #1212,DELIVERED
ES001213,CMP0022,CUST000111,2023-10-01 12:00:00,[프로모션] 특별 할인 안내 #1213,DELIVERED
ES001214,CMP0017,CUST000006,2023-06-15 08:00:00,[프로모션] 특별 할인 안내 #1214,DELIVERED
ES001215,CMP0017,CUST000137,2023-11-03 14:00:00,[프로모션] 특별 할인 안내 #1215,DELIVERED
ES001216,CMP0002,CUST000142,2023-10-02 08:00:00,[프로모션] 특별 할인 안내 #1216,DELIVERED
ES001217,CMP0023,CUST000179,2023-07-03 14:00:00,[프로모션] 특별 할인 안내 #1217,DELIVERED
ES001218,CMP0030,CUST000036,2023-06-30 15:00:00,[프로모션] 특별 할인 안내 #1218,DELIVERED
ES001219,CMP0022,CUST000091,2023-07-20 13:00:00,[프로모션] 특별 할인 안내 #1219,DELIVERED
ES001220,CMP0002,CUST000061,2023-07-30 09:00:00,[프로모션] 특별 할인 안내 #1220,DELIVERED
ES001221,CMP0017,CUST000106,2023-10-16 17:00:00,[프로모션] 특별 할인 안내 #1221,DELIVERED
ES001222,CMP0002,CUST000185,2023-08-03 08:00:00,[프로모션] 특별 할인 안내 #1222,DELIVERED
ES001223,CMP0008,CUST000113,2023-07-17 12:00:00,[프로모션] 특별 할인 안내 #1223,DELIVERED
ES001224,CMP0022,CUST000155,2023-11-15 11:00:00,[프로모션] 특별 할인 안내 #1224,FAILED
ES001225,CMP0008,CUST000156,2023-09-10 15:00:00,[프로모션] 특별 할인 안내 #1225,DELIVERED
ES001226,CMP0007,CUST000020,2023-08-04 16:00:00,[프로모션] 특별 할인 안내 #1226,DELIVERED
ES001227,CMP0022,CUST000057,2023-09-22 19:00:00,[프로모션] 특별 할인 안내 #1227,DELIVERED
ES001228,CMP0022,CUST000200,2023-10-20 12:00:00,[프로모션] 특별 할인 안내 #1228,DELIVERED
ES001229,CMP0017,CUST000135,2023-08-08 13:00:00,[프로모션] 특별 할인 안내 #1229,DELIVERED
ES001230,CMP0030,CUST000027,2023-06-14 13:00:00,[프로모션] 특별 할인 안내 #1230,DELIVERED
ES001231,CMP0029,CUST000072,2023-06-21 11:00:00,[프로모션] 특별 할인 안내 #1231,DELIVERED
ES001232,CMP0030,CUST000060,2023-08-18 19:00:00,[프로모션] 특별 할인 안내 #1232,DELIVERED
ES001233,CMP0007,CUST000096,2023-07-07 08:00:00,[프로모션] 특별 할인 안내 #1233,FAILED
ES001234,CMP0029,CUST000167,2023-09-25 09:00:00,[프로모션] 특별 할인 안내 #1234,DELIVERED
ES001235,CMP0002,CUST000070,2023-08-11 17:00:00,[프로모션] 특별 할인 안내 #1235,DELIVERED
ES001236,CMP0007,CUST000016,2023-08-11 17:00:00,[프로모션] 특별 할인 안내 #1236,DELIVERED
ES001237,CMP0002,CUST000098,2023-09-07 15:00:00,[프로모션] 특별 할인 안내 #1237,DELIVERED
ES001238,CMP0017,CUST000098,2023-07-18 18:00:00,[프로모션] 특별 할인 안내 #1238,DELIVERED
ES001239,CMP0002,CUST000170,2023-08-18 08:00:00,[프로모션] 특별 할인 안내 #1239,DELIVERED
ES001240,CMP0022,CUST000007,2023-11-03 20:00:00,[프로모션] 특별 할인 안내 #1240,DELIVERED
ES001241,CMP0019,CUST000193,2023-10-30 11:00:00,[프로모션] 특별 할인 안내 #1241,DELIVERED
ES001242,CMP0022,CUST000186,2023-11-07 14:00:00,[프로모션] 특별 할인 안내 #1242,DELIVERED
ES001243,CMP0002,CUST000028,2023-10-20 14:00:00,[프로모션] 특별 할인 안내 #1243,BOUNCED
ES001244,CMP0019,CUST000137,2023-09-27 14:00:00,[프로모션] 특별 할인 안내 #1244,DELIVERED
ES001245,CMP0030,CUST000067,2023-07-12 14:00:00,[프로모션] 특별 할인 안내 #1245,DELIVERED
ES001246,CMP0017,CUST000034,2023-06-04 12:00:00,[프로모션] 특별 할인 안내 #1246,DELIVERED
ES001247,CMP0019,CUST000022,2023-08-03 20:00:00,[프로모션] 특별 할인 안내 #1247,DELIVERED
ES001248,CMP0022,CUST000147,2023-09-10 08:00:00,[프로모션] 특별 할인 안내 #1248,DELIVERED
ES001249,CMP0022,CUST000069,2023-11-16 12:00:00,[프로모션] 특별 할인 안내 #1249,DELIVERED
ES001250,CMP0002,CUST000032,2023-08-18 17:00:00,[프로모션] 특별 할인 안내 #1250,DELIVERED
ES001251,CMP0019,CUST000046,2023-09-22 15:00:00,[프로모션] 특별 할인 안내 #1251,DELIVERED
