session_id,user_id,start_time,duration_sec,page_views,utm_source,utm_medium,utm_campaign,device,converted
SESS00000640,,2023-11-24 17:42:00,1750,11,google,organic,cmp_15,mobile,0
SESS00000641,CUST000087,2023-07-07 01:13:00,1141,18,google,(none),,desktop,0
SESS00000642,,2023-10-10 09:49:00,214,18,naver,email,,desktop,0
SESS00000643,CUST000008,2023-06-20 08:42:00,1079,8,facebook,organic,cmp_2,mobile,0
SESS00000644,CUST000139,2023-07-24 12:00:00,410,1,email,email,,desktop,0
SESS00000645,CUST000124,2023-06-12 23:36:00,31,14,referral,(none),,mobile,0
SESS00000646,CUST000120,2023-09-05 04:47:00,1246,12,google,email,,desktop,0
SESS00000647,CUST000107,2023-07-18 03:31:00,311,2,naver,referral,,tablet,0
SESS00000648,CUST000077,2023-06-27 16:24:00,1676,19,facebook,cpc,cmp_27,tablet,0
SESS00000649,,2023-11-15 10:50:00,830,9,email,email,,mobile,0
SESS00000650,CUST000010,2023-08-22 22:57:00,1412,8,email,(none),cmp_26,desktop,0
SESS00000651,CUST000145,2023-10-03 20:00:00,479,10,facebook,social,,mobile,0
SESS00000652,CUST000175,2023-06-14 03:35:00,151,12,email,referral,cmp_13,tablet,0
SESS00000653,CUST000003,2023-09-27 08:11:00,251,11,facebook,cpc,,tablet,0
SESS00000654,,2023-08-27 05:25:00,1639,1,facebook,organic,cmp_19,tablet,0
SESS00000655,CUST000182,2023-10-09 14:23:00,1633,9,email,cpc,cmp_27,tablet,0
SESS00000656,,2023-09-03 17:14:00,1558,17,naver,organic,,tablet,0
SESS00000657,CUST000093,2023-09-23 07:56:00,1655,11,google,email,cmp_30,desktop,0
SESS00000658,CUST000177,2023-11-28 11:07:00,63,6,referral,cpc,cmp_30,mobile,0
SESS00000659,CUST000049,2023-06-23 18:21:00,762,17,referral,referral,,tablet,0
SESS00000660,,2023-08-26 19:29:00,214,16,direct,cpc,,tablet,1
SESS00000661,CUST000106,2023-10-07 14:58:00,126,19,naver,cpc,cmp_30,tablet,0
SESS00000662,CUST000101,2023-08-04 17:51:00,484,18,email,social,cmp_15,desktop,0
SESS00000663,CUST000143,2023-09-25 12:29:00,961,14,google,cpc,cmp_8,desktop,0
SESS00000664,,2023-10-29 22:29:00,1395,8,google,(none),,mobile,1
SESS00000665,CUST000068,2023-10-27 13:47:00,1707,15,naver,email,,desktop,0
SESS00000666,CUST000200,2023-06-01 09:34:00,585,18,google,referral,cmp_28,desktop,0
SESS00000667,CUST000030,2023-10-17 02:22:00,802,1,naver,social,cmp_2,desktop,0
SESS00000668,,2023-09-01 18:45:00,622,16,direct,cpc,cmp_2,desktop,0
SESS00000669,CUST000101,2023-08-18 14:23:00,603,12,direct,social,,tablet,0
SESS00000670,CUST000043,2023-09-08 21:36:00,440,10,email,social,cmp_22,mobile,0
SESS00000671,CUST000156,2023-10-08 08:43:00,788,17,naver,(none),,desktop,0
SESS00000672,CUST000153,2023-07-17 20:45:00,1777,14,google,organic,,desktop,0
SESS00000673,CUST000160,2023-09-22 14:56:00,944,15,email,social,,tablet,0
SESS00000674,CUST000105,2023-07-07 12:14:00,1027,15,email,organic,,desktop,0
SESS00000675,,2023-06-15 14:48:00,498,12,google,organic,,desktop,0
SESS00000676,CUST000009,2023-09-13 17:57:00,1347,6,naver,organic,cmp_7,tablet,0
SESS00000677,CUST000037,2023-07-26 19:37:00,480,9,naver,email,cmp_13,tablet,0
SESS00000678,,2023-09-05 18:16:00,1459,8,referral,cpc,cmp_12,tablet,0
SESS00000679,CUST000138,2023-09-09 10:49:00,297,20,naver,cpc,cmp_11,mobile,0
SESS00000680,,2023-06-09 12:55:00,552,9,email,referral,cmp_18,desktop,0
SESS00000681,CUST000028,2023-06-30 18:40:00,1553,17,google,social,cmp_12,desktop,0
SESS00000682,CUST000002,2023-08-22 07:28:00,850,10,facebook,social,cmp_1,desktop,0
SESS00000683,,2023-09-17 17:33:00,1315,15,email,email,cmp_6,mobile,0
SESS00000684,CUST000034,2023-07-14 03:15:00,163,16,google,cpc,,tablet,0
SESS00000685,CUST000107,2023-07-24 18:49:00,1191,5,email,email,,desktop,0
SESS00000686,,2023-10-06 06:52:00,1643,3,naver,organic,,tablet,0
SESS00000687,CUST000148,2023-06-29 15:58:00,1375,19,direct,social,cmp_14,mobile,0
SESS00000688,,2023-10-17 17:32:00,23,16,google,cpc,cmp_23,mobile,0
SESS00000689,CUST000087,2023-11-23 02:09:00,53,5,referral,organic,,tablet,0
SESS00000690,CUST000126,2023-09-01 09:23:00,566,3,direct,social,,tablet,0
SESS00000691,,2023-06-18 01:55:00,561,13,direct,organic,,desktop,0
SESS00000692,CUST000026,2023-08-31 05:25:00,1404,19,direct,social,cmp_27,mobile,0
SESS00000693,,2023-06-15 15:34:00,1580,11,naver,(none),,mobile,0
SESS00000694,CUST000096,2023-10-08 15:09:00,497,18,facebook,email,,tablet,1
SESS00000695,CUST000023,2023-08-06 10:28:00,1227,5,facebook,organic,,mobile,0
SESS00000696,CUST000088,2023-10-07 22:06:00,1281,15,google,cpc,cmp_24,mobile,0
SESS00000697,CUST000124,2023-11-19 04:01:00,1274,5,naver,cpc,,mobile,0
SESS00000698,CUST000141,2023-08-30 04:15:00,474,5,email,email,,desktop,0
SESS00000699,,2023-10-01 18:21:00,1045,6,email,cpc,cmp_21,desktop,0
SESS00000700,,2023-06-20 13:53:00,442,20,referral,email,cmp_20,mobile,0
SESS00000701,,2023-09-28 10:53:00,951,10,referral,cpc,,desktop,0
SESS00000702,CUST000120,2023-07-31 18:26:00,334,13,facebook,social,,tablet,0
SESS00000703,CUST000018,2023-07-16 09:41:00,1187,16,referral,email,cmp_30,tablet,0
SESS00000704,,2023-10-01 05:56:00,1549,9,naver,organic,,mobile,0
SESS00000705,CUST000078,2023-11-07 14:33:00,1024,6,email,email,cmp_4,desktop,0
SESS00000706,,2023-08-18 07:57:00,1071,2,facebook,referral,,mobile,0
SESS00000707,CUST000137,2023-11-13 00:41:00,617,5,naver,email,,desktop,0
SESS00000708,CUST000185,2023-06-13 18:18:00,29,20,google,email,,desktop,0
SESS00000709,CUST000074,2023-07-13 12:24:00,1432,5,facebook,social,cmp_5,mobile,0
SESS00000710,,2023-07-30 01:38:00,1567,3,referral,social,,tablet,0
SESS00000711,,2023-11-21 10:09:00,965,8,google,(none),cmp_15,mobile,0
SESS00000712,CUST000017,2023-08-06 15:55:00,682,14,email,cpc,,tablet,0
SESS00000713,CUST000157,2023-07-28 06:21:00,1260,17,referral,social,,desktop,0
SESS00000714,CUST000164,2023-08-02 20:48:00,671,20,direct,(none),,tablet,0
SESS00000715,CUST000022,2023-08-30 07:55:00,1228,1,facebook,organic,,mobile,0
SESS00000716,CUST000200,2023-07-31 12:20:00,31,2,referral,organic,cmp_19,mobile,0
SESS00000717,,2023-11-10 01:27:00,625,15,direct,cpc,,tablet,0
SESS00000718,CUST000129,2023-10-04 07:53:00,1520,11,naver,social,,mobile,0
SESS00000719,CUST000165,2023-08-03 03:25:00,1278,16,email,organic,,tablet,0
SESS00000720,CUST000094,2023-08-08 18:14:00,1283,7,naver,organic,,desktop,0
SESS00000721,CUST000055,2023-11-19 18:55:00,385,12,facebook,referral,,tablet,0
SESS00000722,CUST000064,2023-10-09 03:57:00,463,8,google,email,cmp_11,mobile,0
SESS00000723,,2023-07-24 01:11:00,481,14,naver,cpc,,mobile,0
SESS00000724,CUST000065,2023-06-06 20:36:00,1113,12,facebook,(none),,mobile,0
SESS00000725,CUST000012,2023-08-22 02:25:00,108,5,facebook,organic,cmp_27,mobile,0
SESS00000726,CUST000092,2023-08-23 17:54:00,1031,2,email,social,,tablet,0
SESS00000727,CUST000166,2023-11-23 21:19:00,708,13,naver,cpc,cmp_20,mobile,0
SESS00000728,CUST000023,2023-07-04 10:14:00,1055,2,direct,referral,cmp_3,mobile,0
SESS00000729,,2023-08-28 00:22:00,1475,8,referral,(none),cmp_9,mobile,0
SESS00000730,,2023-06-29 10:44:00,1028,11,naver,email,,desktop,0
SESS00000731,CUST000132,2023-11-09 20:08:00,578,14,facebook,cpc,,desktop,0
SESS00000732,CUST000020,2023-11-19 21:55:00,1108,12,referral,email,cmp_5,mobile,0
SESS00000733,CUST000112,2023-06-19 10:02:00,602,5,google,social,,tablet,0
SESS00000734,,2023-11-18 20:26:00,1229,15,direct,cpc,cmp_22,mobile,0
SESS00000735,CUST000130,2023-06-11 23:48:00,1224,2,google,cpc,cmp_10,desktop,0
SESS00000736,,2023-07-26 19:09:00,1004,17,email,referral,,tablet,0
SESS00000737,CUST000101,2023-11-16 03:24:00,507,18,email,cpc,,tablet,0
SESS00000738,CUST000091,2023-06-23 16:52:00,1412,12,direct,referral,cmp_12,tablet,1
SESS00000739,CUST000086,2023-09-11 17:34:00,1563,6,direct,email,cmp_2,mobile,0
SESS00000740,CUST000125,2023-07-11 00:46:00,1317,18,google,(none),,desktop,0
SESS00000741,CUST000118,2023-07-24 11:26:00,589,1,direct,referral,cmp_24,tablet,0
SESS00000742,,2023-07-27 01:49:00,829,20,direct,referral,,tablet,0
SESS00000743,CUST000027,2023-11-12 08:22:00,591,20,email,organic,,mobile,0
SESS00000744,CUST000145,2023-06-10 13:24:00,1088,17,referral,email,,mobile,0
SESS00000745,CUST000126,2023-06-26 02:27:00,633,12,direct,cpc,cmp_20,desktop,0
SESS00000746,CUST000078,2023-08-03 02:32:00,109,15,facebook,referral,,mobile,0
SESS00000747,CUST000136,2023-08-28 13:21:00,1563,7,facebook,email,,desktop,0
SESS00000748,CUST000052,2023-06-26 12:31:00,1418,18,direct,cpc,,mobile,0
SESS00000749,CUST000073,2023-10-19 15:43:00,324,1,google,organic,cmp_2,mobile,0
SESS00000750,,2023-08-14 10:20:00,58,2,naver,social,,mobile,0
SESS00000751,,2023-06-10 21:36:00,1210,18,facebook,referral,,desktop,0
SESS00000752,CUST000131,2023-10-01 04:19:00,783,4,direct,organic,cmp_26,desktop,0
SESS00000753,CUST000172,2023-06-16 00:01:00,1198,3,naver,organic,cmp_20,desktop,0
SESS00000754,CUST000005,2023-10-04 22:45:00,579,4,direct,referral,,tablet,0
SESS00000755,,2023-09-14 12:09:00,1058,20,direct,(none),cmp_4,tablet,0
SESS00000756,CUST000038,2023-08-26 04:28:00,1603,11,referral,email,cmp_6,mobile,0
SESS00000757,CUST000074,2023-06-10 11:24:00,1532,15,direct,cpc,cmp_3,tablet,0
SESS00000758,CUST000012,2023-08-07 03:59:00,1067,6,email,cpc,cmp_14,desktop,0
SESS00000759,,2023-06-30 05:13:00,1196,5,direct,referral,,desktop,0
SESS00000760,CUST000150,2023-10-21 12:51:00,406,14,google,social,cmp_13,tablet,0
SESS00000761,CUST000073,2023-08-17 09:09:00,40,5,facebook,social,,mobile,0
SESS00000762,CUST000101,2023-07-19 23:04:00,510,15,facebook,email,cmp_12,mobile,0
SESS00000763,CUST000029,2023-10-15 01:44:00,322,13,referral,email,,mobile,0
SESS00000764,,2023-11-02 07:42:00,1185,14,google,email,cmp_9,desktop,0
SESS00000765,,2023-10-07 18:53:00,1534,4,google,referral,,tablet,0
SESS00000766,CUST000097,2023-11-16 21:38:00,302,10,referral,email,,tablet,0
SESS00000767,CUST000017,2023-06-12 07:16:00,170,9,google,organic,,tablet,0
SESS00000768,,2023-10-22 20:06:00,649,1,naver,cpc,,mobile,0
SESS00000769,CUST000114,2023-10-29 21:00:00,644,10,direct,cpc,,desktop,1
SESS00000770,,2023-06-13 12:29:00,214,10,referral,referral,,mobile,0
SESS00000771,CUST000068,2023-08-30 12:17:00,654,16,facebook,organic,,tablet,0
SESS00000772,CUST000014,2023-09-25 23:17:00,65,8,facebook,email,cmp_20,tablet,0
SESS00000773,,2023-10-13 14:00:00,1247,8,facebook,referral,cmp_8,desktop,0
SESS00000774,,2023-08-13 02:11:00,1680,13,naver,cpc,cmp_13,mobile,0
SESS00000775,CUST000116,2023-08-29 07:04:00,1449,18,google,social,,desktop,0
SESS00000776,CUST000010,2023-06-21 00:34:00,1244,13,referral,social,cmp_26,mobile,0
SESS00000777,CUST000010,2023-09-08 09:01:00,135,9,direct,social,,desktop,0
SESS00000778,CUST000144,2023-09-05 20:40:00,1205,17,email,social,,tablet,0
SESS00000779,CUST000167,2023-08-03 12:51:00,228,1,google,email,,mobile,0
SESS00000780,CUST000196,2023-07-27 20:30:00,651,19,naver,referral,cmp_7,mobile,0
SESS00000781,CUST000019,2023-09-22 03:36:00,1450,14,google,cpc,cmp_1,mobile,0
SESS00000782,CUST000076,2023-06-23 11:21:00,1749,19,direct,email,cmp_8,mobile,0
SESS00000783,CUST000170,2023-10-23 23:26:00,1446,11,naver,organic,cmp_4,desktop,0
SESS00000784,CUST000055,2023-07-30 11:15:00,12,2,naver,referral,,tablet,0
SESS00000785,CUST000104,2023-08-29 06:46:00,800,4,referral,referral,,desktop,0
SESS00000786,,2023-07-26 18:55:00,631,14,referral,organic,cmp_16,tablet,0
SESS00000787,,2023-07-21 23:51:00,1157,12,email,email,,tablet,0
SESS00000788,CUST000123,2023-11-16 12:35:00,938,3,naver,(none),cmp_30,mobile,0
SESS00000789,CUST000032,2023-10-02 19:24:00,911,2,direct,cpc,cmp_18,tablet,0
SESS00000790,,2023-08-21 14:38:00,266,4,referral,cpc,cmp_11,mobile,0
SESS00000791,,2023-10-21 19:12:00,769,9,direct,social,,tablet,0
SESS00000792,CUST000004,2023-06-27 09:42:00,1296,11,naver,email,cmp_28,mobile,0
SESS00000793,CUST000170,2023-07-04 15:44:00,1730,4,referral,referral,,desktop,0
SESS00000794,CUST000039,2023-09-01 10:08:00,1247,2,naver,cpc,,mobile,0
SESS00000795,CUST000013,2023-11-18 02:50:00,1640,4,referral,(none),cmp_27,desktop,0
SESS00000796,CUST000150,2023-09-26 06:35:00,538,9,referral,referral,,mobile,0
SESS00000797,CUST000060,2023-06-01 01:43:00,1525,18,email,organic,,mobile,0
SESS00000798,CUST000097,2023-10-25 19:03:00,1575,18,direct,email,cmp_22,mobile,0
SESS00000799,CUST000068,2023-10-14 03:31:00,1394,15,referral,organic,,desktop,0
SESS00000800,,2023-08-21 23:26:00,153,20,facebook,organic,,tablet,0
SESS00000801,,2023-06-06 13:13:00,1547,3,email,(none),,desktop,0
SESS00000802,CUST000164,2023-11-09 20:45:00,467,1,facebook,organic,,mobile,0
SESS00000803,CUST000062,2023-09-17 16:12:00,658,20,email,cpc,,desktop,0
SESS00000804,CUST000063,2023-07-08 07:50:00,1192,3,referral,referral,,tablet,0
SESS00000805,CUST000137,2023-07-09 20:51:00,833,15,google,organic,cmp_20,mobile,0
SESS00000806,CUST000160,2023-10-24 10:54:00,1771,6,facebook,social,cmp_20,desktop,0
SESS00000807,CUST000176,2023-10-12 08:48:00,518,14,referral,(none),,tablet,0
SESS00000808,,2023-06-30 02:19:00,1613,8,facebook,cpc,,mobile,0
SESS00000809,CUST000083,2023-10-22 15:30:00,184,11,naver,(none),cmp_22,tablet,0
SESS00000810,CUST000164,2023-09-08 22:56:00,351,16,email,email,,mobile,0
SESS00000811,CUST000026,2023-11-24 04:01:00,1470,9,direct,organic,,mobile,0
SESS00000812,,2023-09-10 12:46:00,56,7,facebook,organic,cmp_10,mobile,0
SESS00000813,CUST000160,2023-08-21 11:42:00,1278,19,email,email,,mobile,0
SESS00000814,,2023-10-25 06:38:00,1711,12,direct,referral,cmp_12,mobile,0
SESS00000815,CUST000038,2023-08-05 23:28:00,561,3,google,cpc,,mobile,0
SESS00000816,,2023-09-25 00:13:00,1465,17,direct,organic,,desktop,0
SESS00000817,CUST000111,2023-06-27 03:10:00,757,18,naver,(none),,mobile,0
SESS00000818,,2023-10-18 01:23:00,824,8,google,(none),,tablet,0
SESS00000819,,2023-11-08 08:40:00,1154,5,email,email,cmp_30,mobile,0
SESS00000820,CUST000121,2023-11-22 22:33:00,1084,7,google,organic,,mobile,0
SESS00000821,,2023-08-14 17:22:00,315,6,google,email,cmp_3,tablet,0
SESS00000822,CUST000076,2023-07-06 17:30:00,528,3,direct,(none),,desktop,0
SESS00000823,CUST000054,2023-11-09 12:20:00,145,6,email,(none),,desktop,0
SESS00000824,CUST000005,2023-06-05 11:56:00,175,2,email,cpc,,tablet,0
SESS00000825,CUST000033,2023-07-03 13:56:00,364,7,referral,cpc,cmp_14,mobile,0
SESS00000826,CUST000062,2023-08-22 01:09:00,1537,17,facebook,cpc,,mobile,0
SESS00000827,CUST000164,2023-08-10 06:29:00,687,7,email,cpc,,tablet,0
SESS00000828,,2023-06-08 19:07:00,1794,14,referral,email,cmp_14,desktop,0
SESS00000829,,2023-09-29 23:43:00,635,1,facebook,organic,,desktop,0
SESS00000830,,2023-06-17 00:24:00,213,14,direct,social,,mobile,1
SESS00000831,CUST000075,2023-08-24 17:01:00,214,11,referral,(none),cmp_14,desktop,0
SESS00000832,,2023-11-25 05:33:00,17,19,facebook,social,cmp_12,mobile,0
SESS00000833,CUST000157,2023-09-13 19:36:00,1454,14,google,(none),,mobile,0
SESS00000834,,2023-08-24 11:10:00,1439,8,referral,organic,cmp_26,tablet,0
SESS00000835,CUST000141,2023-07-20 14:41:00,921,10,facebook,social,,tablet,0
SESS00000836,CUST000183,2023-08-18 15:25:00,367,11,referral,(none),cmp_12,mobile,0
SESS00000837,CUST000085,2023-07-11 10:20:00,1047,14,facebook,email,,tablet,0
SESS00000838,CUST000011,2023-07-27 02:28:00,575,18,email,cpc,,mobile,0
SESS00000839,,2023-10-15 16:00:00,1457,19,direct,cpc,,desktop,0
SESS00000840,,2023-08-19 04:11:00,1257,8,naver,(none),cmp_23,desktop,0
SESS00000841,CUST000047,2023-06-12 10:47:00,1634,12,email,email,,desktop,0
SESS00000842,CUST000023,2023-06-28 21:12:00,1618,15,email,referral,cmp_23,desktop,0
SESS00000843,CUST000037,2023-09-22 08:20:00,1580,4,google,email,cmp_19,desktop,0
SESS00000844,CUST000010,2023-06-28 11:42:00,353,6,google,organic,cmp_23,tablet,0
SESS00000845,CUST000002,2023-10-10 06:17:00,949,14,referral,(none),cmp_22,tablet,0
SESS00000846,,2023-10-29 19:46:00,475,1,referral,email,cmp_29,mobile,0
SESS00000847,,2023-10-25 19:48:00,1318,16,email,referral,cmp_4,tablet,0
SESS00000848,CUST000101,2023-06-13 07:13:00,1076,16,referral,referral,,tablet,0
SESS00000849,,2023-10-10 11:46:00,1326,18,email,referral,cmp_21,mobile,0
SESS00000850,,2023-07-31 18:29:00,820,8,google,(none),,tablet,1
SESS00000851,CUST000061,2023-10-06 18:18:00,1270,19,email,(none),,desktop,0
SESS00000852,CUST000176,2023-11-12 21:16:00,1790,10,naver,cpc,,mobile,0
SESS00000853,CUST000044,2023-09-18 04:24:00,1321,11,naver,(none),cmp_25,desktop,0
SESS00000854,,2023-06-28 22:25:00,73,9,facebook,social,,tablet,0
SESS00000855,CUST000085,2023-11-08 20:45:00,1775,19,referral,cpc,,tablet,0
SESS00000856,CUST000110,2023-09-02 16:54:00,653,15,email,organic,,desktop,0
SESS00000857,CUST000142,2023-06-19 12:30:00,1087,10,facebook,social,,desktop,0
SESS00000858,CUST000015,2023-09-22 20:42:00,210,15,direct,email,cmp_30,tablet,0
SESS00000859,CUST000169,2023-06-07 20:40:00,15,16,email,referral,cmp_19,mobile,0
SESS00000860,CUST000183,2023-10-07 10:18:00,37,8,facebook,email,,tablet,0
SESS00000861,,2023-08-25 21:49:00,98,6,facebook,cpc,,mobile,0
SESS00000862,CUST000101,2023-08-20 06:10:00,949,8,naver,(none),,desktop,0
SESS00000863,CUST000116,2023-07-10 08:38:00,1423,2,facebook,organic,,mobile,0
SESS00000864,CUST000075,2023-09-17 19:21:00,78,19,facebook,(none),cmp_12,desktop,0
SESS00000865,,2023-06-11 04:02:00,93,14,google,email,cmp_7,desktop,0
SESS00000866,CUST000093,2023-10-23 08:51:00,972,13,google,organic,cmp_19,mobile,0
SESS00000867,CUST000163,2023-07-08 15:43:00,1509,1,direct,social,cmp_24,desktop,0
SESS00000868,CUST000039,2023-10-17 20:15:00,1353,1,naver,email,cmp_14,tablet,0
SESS00000869,CUST000002,2023-08-05 11:23:00,673,11,email,social,cmp_14,mobile,0
SESS00000870,CUST000128,2023-10-06 15:49:00,1113,20,referral,social,,mobile,0
SESS00000871,CUST000105,2023-07-20 18:46:00,1240,2,naver,(none),,mobile,1
SESS00000872,CUST000190,2023-08-02 12:36:00,782,5,direct,referral,cmp_22,mobile,0
SESS00000873,CUST000096,2023-08-26 21:01:00,830,4,direct,referral,cmp_21,desktop,1
SESS00000874,,2023-08-27 21:06:00,363,2,google,organic,,mobile,0
SESS00000875,CUST000118,2023-09-20 19:30:00,345,4,direct,organic,,tablet,0
SESS00000876,CUST000194,2023-11-23 07:37:00,1514,3,referral,referral,cmp_30,desktop,0
SESS00000877,CUST000029,2023-06-01 10:14:00,60,16,google,organic,cmp_14,mobile,0
SESS00000878,,2023-07-03 04:32:00,487,15,direct,(none),cmp_15,mobile,0
SESS00000879,CUST000083,2023-10-04 23:34:00,1106,15,facebook,referral,,mobile,0
SESS00000880,CUST000178,2023-11-17 16:53:00,1430,1,google,organic,,tablet,0
SESS00000881,,2023-08-06 13:45:00,868,12,email,referral,cmp_24,desktop,0
SESS00000882,CUST000146,2023-09-15 22:52:00,49,14,naver,email,cmp_21,desktop,0
SESS00000883,,2023-07-16 11:29:00,455,15,email,email,,desktop,0
SESS00000884,,2023-08-06 00:28:00,17,20,naver,email,cmp_15,desktop,0
SESS00000885,CUST000112,2023-06-23 04:57:00,1269,17,email,referral,,mobile,0
SESS00000886,CUST000134,2023-06-16 19:08:00,1059,5,direct,(none),,tablet,0
SESS00000887,CUST000031,2023-09-21 00:00:00,709,7,direct,cpc,,desktop,1
SESS00000888,CUST000184,2023-09-10 17:32:00,31,7,google,(none),,tablet,0
SESS00000889,CUST000121,2023-10-26 11:40:00,141,5,direct,referral,,mobile,0
SESS00000890,,2023-08-07 04:35:00,1412,12,facebook,social,,desktop,0
SESS00000891,CUST000005,2023-06-22 18:38:00,185,20,email,(none),cmp_1,tablet,0
SESS00000892,,2023-07-01 15:00:00,1427,17,referral,(none),,mobile,0
SESS00000893,CUST000120,2023-11-14 03:46:00,122,16,naver,cpc,cmp_8,desktop,0
SESS00000894,CUST000188,2023-09-22 19:24:00,937,5,referral,social,,tablet,0
SESS00000895,,2023-06-24 01:59:00,1707,19,google,cpc,,mobile,0
SESS00000896,CUST000189,2023-09-01 00:46:00,371,1,naver,cpc,cmp_22,desktop,0
SESS00000897,CUST000196,2023-11-08 07:45:00,1408,20,facebook,cpc,cmp_22,mobile,0
SESS00000898,,2023-09-02 19:50:00,1245,16,naver,(none),,tablet,0
SESS00000899,,2023-08-25 20:14:00,1787,20,direct,social,,tablet,0
SESS00000900,,2023-08-05 05:22:00,319,13,referral,(none),,tablet,0
SESS00000901,CUST000015,2023-08-12 02:25:00,592,4,naver,(none),cmp_10,mobile,0
SESS00000902,,2023-09-02 02:57:00,394,8,direct,referral,,desktop,0
SESS00000903,,2023-09-10 23:36:00,1589,20,direct,email,,tablet,0
SESS00000904,CUST000002,2023-10-14 10:21:00,1026,3,direct,social,,mobile,0
SESS00000905,CUST000158,2023-09-09 16:32:00,171,9,naver,referral,,tablet,0
SESS00000906,,2023-08-26 16:25:00,360,10,referral,cpc,,desktop,0
SESS00000907,CUST000145,2023-11-06 18:35:00,904,7,facebook,social,cmp_8,desktop,0
SESS00000908,CUST000152,2023-06-28 03:57:00,248,3,referral,cpc,,tablet,0
SESS00000909,CUST000019,2023-10-15 08:26:00,1397,14,email,referral,,tablet,0
SESS00000910,CUST000043,2023-06-20 07:22:00,1703,19,direct,cpc,,mobile,0
SESS00000911,CUST000186,2023-11-25 06:41:00,573,18,google,cpc,,mobile,0
SESS00000912,CUST000040,2023-08-28 19:31:00,1367,5,google,social,,desktop,0
SESS00000913,CUST000148,2023-10-11 15:58:00,1631,18,google,(none),,mobile,0
SESS00000914,,2023-09-29 21:16:00,1256,18,naver,email,cmp_1,desktop,0
SESS00000915,CUST000117,2023-06-27 15:46:00,1131,9,referral,email,,mobile,0
SESS00000916,CUST000118,2023-07-17 15:21:00,1106,2,naver,social,,tablet,0
SESS00000917,CUST000115,2023-09-18 19:58:00,1041,17,referral,referral,,tablet,0
SESS00000918,,2023-08-24 09:17:00,684,17,naver,email,,mobile,0
SESS00000919,CUST000157,2023-07-05 23:59:00,1200,7,direct,cpc,,tablet,0
SESS00000920,CUST000086,2023-11-17 02:44:00,1200,7,naver,email,,tablet,0
SESS00000921,CUST000072,2023-10-14 09:50:00,613,16,email,organic,,tablet,0
SESS00000922,CUST000018,2023-09-01 13:35:00,1655,13,facebook,(none),cmp_30,mobile,0
SESS00000923,CUST000120,2023-06-08 21:26:00,696,20,naver,referral,cmp_11,mobile,0
SESS00000924,CUST000181,2023-07-04 14:40:00,623,8,facebook,cpc,cmp_15,tablet,0
SESS00000925,,2023-11-14 22:48:00,1017,3,email,email,,mobile,0
SESS00000926,CUST000091,2023-09-16 06:55:00,138,4,facebook,(none),cmp_18,tablet,1
SESS00000927,CUST000048,2023-10-21 15:34:00,1562,2,direct,email,cmp_23,desktop,0
SESS00000928,,2023-08-24 16:25:00,781,8,naver,email,cmp_27,desktop,0
SESS00000929,,2023-07-13 20:54:00,1138,17,facebook,social,cmp_6,tablet,0
SESS00000930,CUST000111,2023-10-28 01:58:00,657,20,naver,email,,tablet,0
SESS00000931,,2023-07-15 17:32:00,330,18,naver,email,,desktop,0
SESS00000932,CUST000172,2023-07-27 21:10:00,1678,20,email,referral,,desktop,0
SESS00000933,,2023-07-13 06:47:00,336,1,facebook,email,,tablet,0
SESS00000934,CUST000114,2023-10-02 17:24:00,288,14,email,(none),,desktop,0
SESS00000935,CUST000119,2023-09-05 00:46:00,508,5,google,referral,,desktop,0
SESS00000936,CUST000069,2023-09-21 02:47:00,24,14,facebook,(none),,mobile,0
SESS00000937,CUST000194,2023-11-10 22:23:00,993,8,naver,email,cmp_21,mobile,0
SESS00000938,,2023-09-24 15:41:00,1471,2,google,social,cmp_11,tablet,0
SESS00000939,CUST000056,2023-06-16 04:49:00,956,8,referral,(none),,mobile,0
SESS00000940,CUST000115,2023-06-06 09:45:00,344,9,google,(none),,desktop,0
SESS00000941,CUST000106,2023-10-12 19:46:00,1627,8,email,email,,desktop,0
SESS00000942,CUST000027,2023-09-15 15:35:00,1110,3,naver,referral,,desktop,0
SESS00000943,CUST000060,2023-10-14 12:53:00,1621,11,direct,referral,cmp_9,tablet,0
SESS00000944,,2023-11-19 13:31:00,1538,8,facebook,organic,,tablet,0
SESS00000945,,2023-07-12 09:34:00,1243,11,naver,referral,,tablet,0
SESS00000946,CUST000109,2023-07-12 07:43:00,1269,9,naver,referral,,tablet,0
SESS00000947,,2023-09-16 08:02:00,1009,14,google,(none),,desktop,0
SESS00000948,CUST000184,2023-06-13 07:55:00,511,19,email,cpc,,mobile,0
SESS00000949,CUST000024,2023-09-05 04:34:00,468,8,naver,email,,mobile,0
SESS00000950,,2023-06-20 01:34:00,1389,1,google,social,,mobile,0
SESS00000951,,2023-07-21 10:25:00,948,1,facebook,(none),,desktop,0
SESS00000952,,2023-06-19 10:59:00,790,12,email,email,,desktop,0
SESS00000953,,2023-11-18 09:22:00,1023,11,email,social,,desktop,0
SESS00000954,CUST000088,2023-08-22 20:15:00,1419,13,facebook,referral,,mobile,0
SESS00000955,CUST000094,2023-08-13 02:35:00,469,20,naver,organic,,mobile,0
SESS00000956,CUST000094,2023-07-07 01:29:00,1379,17,referral,referral,cmp_25,mobile,0
SESS00000957,CUST000018,2023-11-04 20:45:00,388,3,naver,social,,tablet,0
SESS00000958,CUST000053,2023-06-11 21:08:00,979,13,email,social,,mobile,0
