perf_id,ad_cmp_id,date,impressions,clicks,conversions,spend,cpc,cpa,ctr
PERF000676,AD00015,2023-08-26,89757,3004,107,136777,45.53,1278.29,3.35
PERF000677,AD00012,2023-06-17,70236,2154,135,115041,53.41,852.16,3.07
PERF000678,AD00035,2023-06-06,54104,1417,124,9793,6.91,78.98,2.62
PERF000679,AD00023,2023-06-26,14206,706,18,47204,66.86,2622.44,4.97
PERF000680,AD00024,2023-08-19,26699,968,33,195370,201.83,5920.3,3.63
PERF000681,AD00012,2023-08-03,4841,71,3,86515,1218.52,28838.33,1.47
PERF000682,AD00040,2023-10-14,56559,575,54,135199,235.13,2503.69,1.02
PERF000683,AD00010,2023-06-26,94523,3705,327,105938,28.59,323.97,3.92
PERF000684,AD00004,2023-06-15,27559,455,45,57859,127.16,1285.76,1.65
PERF000685,AD00007,2023-10-31,59552,1907,120,163437,85.7,1361.97,3.2
PERF000686,AD00004,2023-06-21,12726,538,6,8461,15.73,1410.17,4.23
PERF000687,AD00014,2023-08-16,63238,2689,85,185842,69.11,2186.38,4.25
PERF000688,AD00032,2023-06-26,78292,3359,263,150431,44.78,571.98,4.29
PERF000689,AD00027,2023-06-12,99201,1408,93,106699,75.78,1147.3,1.42
PERF000690,AD00010,2023-08-30,90619,3498,342,18350,5.25,53.65,3.86
PERF000691,AD00033,2023-08-06,13913,462,16,171758,371.77,10734.88,3.32
PERF000692,AD00030,2023-10-13,44077,1969,182,169806,86.24,933.0,4.47
PERF000693,AD00008,2023-06-20,28005,1353,55,93525,69.12,1700.45,4.83
PERF000694,AD00034,2023-07-13,93558,1382,72,48638,35.19,675.53,1.48
PERF000695,AD00036,2023-10-14,89604,4004,199,5907,1.48,29.68,4.47
PERF000696,AD00031,2023-07-06,62339,2116,31,64427,30.45,2078.29,3.39
PERF000697,AD00030,2023-06-29,55460,789,9,185947,235.67,20660.78,1.42
PERF000698,AD00033,2023-06-29,81683,2352,200,39020,16.59,195.1,2.88
PERF000699,AD00013,2023-11-21,79082,3571,224,105715,29.6,471.94,4.52
PERF000700,AD00017,2023-10-02,65279,2676,155,132183,49.4,852.79,4.1
PERF000701,AD00022,2023-07-29,6284,175,8,32798,187.42,4099.75,2.78
PERF000702,AD00001,2023-07-17,38590,1230,86,192778,156.73,2241.6,3.19
PERF000703,AD00036,2023-09-02,47123,1348,131,13251,9.83,101.15,2.86
PERF000704,AD00001,2023-07-14,86371,1751,154,55896,31.92,362.96,2.03
PERF000705,AD00009,2023-07-25,52807,2564,63,36861,14.38,585.1,4.86
PERF000706,AD00026,2023-10-28,5987,248,11,180345,727.2,16395.0,4.14
PERF000707,AD00025,2023-10-20,47191,2070,69,179687,86.81,2604.16,4.39
PERF000708,AD00031,2023-06-06,51978,2184,155,98456,45.08,635.2,4.2
PERF000709,AD00005,2023-09-20,82231,3092,99,100597,32.53,1016.13,3.76
PERF000710,AD00010,2023-06-23,43186,526,10,111580,212.13,11158.0,1.22
PERF000711,AD00020,2023-07-08,51907,670,35,7528,11.24,215.09,1.29
PERF000712,AD00014,2023-07-21,48707,577,54,175073,303.42,3242.09,1.18
PERF000713,AD00034,2023-08-06,21518,457,13,187147,409.51,14395.92,2.12
PERF000714,AD00008,2023-11-06,71542,3192,197,80643,25.26,409.36,4.46
PERF000715,AD00035,2023-08-14,66980,846,10,84017,99.31,8401.7,1.26
PERF000716,AD00007,2023-09-17,79733,3378,56,9055,2.68,161.7,4.24
PERF000717,AD00021,2023-07-29,7140,113,4,23682,209.58,5920.5,1.58
PERF000718,AD00025,2023-09-30,95331,2344,193,149192,63.65,773.02,2.46
PERF000719,AD00025,2023-11-26,39115,1023,83,65578,64.1,790.1,2.62
PERF000720,AD00040,2023-08-24,31496,705,12,5823,8.26,485.25,2.24
PERF000721,AD00021,2023-06-05,16530,747,26,135723,181.69,5220.12,4.52
PERF000722,AD00027,2023-08-06,21377,633,53,158408,250.25,2988.83,2.96
PERF000723,AD00028,2023-07-02,42950,1241,74,89135,71.83,1204.53,2.89
PERF000724,AD00008,2023-07-06,72566,2961,271,134152,45.31,495.03,4.08
PERF000725,AD00022,2023-06-26,18561,359,15,152531,424.88,10168.73,1.93
PERF000726,AD00032,2023-10-08,13905,328,10,103665,316.05,10366.5,2.36
PERF000727,AD00003,2023-11-19,79454,2262,68,105493,46.64,1551.37,2.85
PERF000728,AD00002,2023-07-10,39749,1648,81,198500,120.45,2450.62,4.15
PERF000729,AD00024,2023-08-11,56423,2309,120,14615,6.33,121.79,4.09
PERF000730,AD00023,2023-06-17,58873,828,42,21029,25.4,500.69,1.41
PERF000731,AD00033,2023-09-27,17056,417,34,176006,422.08,5176.65,2.44
PERF000732,AD00031,2023-10-15,85045,3410,181,194441,57.02,1074.26,4.01
PERF000733,AD00004,2023-07-26,13806,406,15,64839,159.7,4322.6,2.94
PERF000734,AD00034,2023-06-05,25341,1154,42,24109,20.89,574.02,4.55
PERF000735,AD00020,2023-10-07,43508,1663,117,105485,63.43,901.58,3.82
PERF000736,AD00004,2023-07-12,74744,1263,42,108396,85.82,2580.86,1.69
PERF000737,AD00034,2023-09-12,20333,930,24,140317,150.88,5846.54,4.57
PERF000738,AD00020,2023-06-12,59811,1594,51,7696,4.83,150.9,2.67
PERF000739,AD00029,2023-11-15,50446,1883,43,22720,12.07,528.37,3.73
PERF000740,AD00014,2023-08-26,28295,1105,107,110090,99.63,1028.88,3.91
PERF000741,AD00031,2023-09-15,91653,1423,91,62118,43.65,682.62,1.55
PERF000742,AD00034,2023-09-19,95638,2884,152,18662,6.47,122.78,3.02
PERF000743,AD00027,2023-11-19,91974,1030,34,142184,138.04,4181.88,1.12
PERF000744,AD00026,2023-10-30,90053,1742,26,92715,53.22,3565.96,1.93
PERF000745,AD00024,2023-07-31,35040,358,28,185172,517.24,6613.29,1.02
PERF000746,AD00034,2023-11-02,19977,578,35,199564,345.27,5701.83,2.89
PERF000747,AD00006,2023-08-23,79142,3494,169,72468,20.74,428.8,4.41
PERF000748,AD00001,2023-08-20,26146,974,74,112870,115.88,1525.27,3.73
PERF000749,AD00029,2023-06-15,97566,2824,179,126470,44.78,706.54,2.89
PERF000750,AD00032,2023-08-26,46123,931,45,25178,27.04,559.51,2.02
PERF000751,AD00038,2023-11-28,4620,90,7,73071,811.9,10438.71,1.95
PERF000752,AD00010,2023-07-17,63502,1168,53,39141,33.51,738.51,1.84
PERF000753,AD00030,2023-07-23,24627,305,7,173680,569.44,24811.43,1.24
PERF000754,AD00010,2023-10-02,14538,207,3,126841,612.76,42280.33,1.42
PERF000755,AD00024,2023-11-14,65237,1763,36,133927,75.97,3720.19,2.7
PERF000756,AD00007,2023-09-17,22545,277,10,166687,601.76,16668.7,1.23
PERF000757,AD00035,2023-09-04,15944,343,29,110945,323.45,3825.69,2.15
PERF000758,AD00037,2023-10-20,31499,355,9,32149,90.56,3572.11,1.13
PERF000759,AD00028,2023-10-27,2030,37,3,51968,1404.54,17322.67,1.82
PERF000760,AD00012,2023-06-08,24616,981,97,154065,157.05,1588.3,3.99
PERF000761,AD00036,2023-06-04,13537,675,60,53335,79.01,888.92,4.99
PERF000762,AD00026,2023-08-08,65940,2845,43,148226,52.1,3447.12,4.31
PERF000763,AD00002,2023-06-19,60058,1716,154,10066,5.87,65.36,2.86
PERF000764,AD00014,2023-06-21,53436,2509,125,15312,6.1,122.5,4.7
PERF000765,AD00022,2023-11-23,2412,114,4,56979,499.82,14244.75,4.73
PERF000766,AD00014,2023-07-18,55167,2394,63,78311,32.71,1243.03,4.34
PERF000767,AD00025,2023-10-26,30343,1338,117,120492,90.05,1029.85,4.41
PERF000768,AD00011,2023-10-23,37521,1549,75,68351,44.13,911.35,4.13
PERF000769,AD00036,2023-06-02,71769,1355,82,199362,147.13,2431.24,1.89
PERF000770,AD00026,2023-08-23,35093,436,38,166423,381.7,4379.55,1.24
PERF000771,AD00040,2023-10-19,43604,625,40,198504,317.61,4962.6,1.43
PERF000772,AD00039,2023-07-28,17675,503,12,134304,267.01,11192.0,2.85
PERF000773,AD00012,2023-10-17,12404,203,12,106611,525.18,8884.25,1.64
PERF000774,AD00015,2023-08-29,86487,1030,100,152642,148.2,1526.42,1.19
PERF000775,AD00028,2023-06-16,17441,753,56,123636,164.19,2207.79,4.32
PERF000776,AD00026,2023-11-13,44401,1907,96,48569,25.47,505.93,4.29
PERF000777,AD00036,2023-11-12,40809,989,28,133254,134.74,4759.07,2.42
PERF000778,AD00017,2023-11-07,99162,3477,151,123657,35.56,818.92,3.51
PERF000779,AD00001,2023-10-08,72582,1988,165,114758,57.73,695.5,2.74
PERF000780,AD00032,2023-09-02,99767,2644,233,49471,18.71,212.32,2.65
PERF000781,AD00003,2023-10-18,2340,85,7,153123,1801.45,21874.71,3.63
PERF000782,AD00011,2023-10-31,7089,117,9,102361,874.88,11373.44,1.65
PERF000783,AD00020,2023-07-31,82224,929,30,155057,166.91,5168.57,1.13
PERF000784,AD00003,2023-10-28,30513,516,12,55443,107.45,4620.25,1.69
PERF000785,AD00016,2023-07-23,23716,243,6,98721,406.26,16453.5,1.02
PERF000786,AD00005,2023-06-11,21180,897,82,91870,102.42,1120.37,4.24
PERF000787,AD00023,2023-06-16,15879,551,41,93511,169.71,2280.76,3.47
PERF000788,AD00019,2023-08-24,95098,3548,46,111121,31.32,2415.67,3.73
PERF000789,AD00038,2023-10-08,73664,3119,111,59565,19.1,536.62,4.23
PERF000790,AD00040,2023-07-20,99966,4101,112,47520,11.59,424.29,4.1
PERF000791,AD00019,2023-08-03,52657,2462,155,39671,16.11,255.94,4.68
PERF000792,AD00001,2023-10-16,4493,107,8,146129,1365.69,18266.12,2.38
PERF000793,AD00015,2023-07-02,17557,759,61,75837,99.92,1243.23,4.32
PERF000794,AD00006,2023-07-12,76993,947,75,161878,170.94,2158.37,1.23
PERF000795,AD00026,2023-08-20,81180,2763,60,19795,7.16,329.92,3.4
PERF000796,AD00008,2023-07-07,32814,1597,73,24727,15.48,338.73,4.87
PERF000797,AD00031,2023-09-26,41499,1391,48,22187,15.95,462.23,3.35
PERF000798,AD00001,2023-09-07,24888,841,74,173012,205.72,2338.0,3.38
PERF000799,AD00006,2023-10-23,27627,1272,51,30634,24.08,600.67,4.6
PERF000800,AD00038,2023-07-04,24699,637,10,65051,102.12,6505.1,2.58
