report_id,competitor_id,our_campaign_ref,our_product_ids,competitor_product_ids,channels_analyzed,poached_influencer_ids,report_date,source,sov_google_ads_pct,sov_google_ads_trend,sov_meta_ads_pct,sov_meta_ads_trend,sov_tiktok_ads_pct,sov_tiktok_ads_trend,sov_naver_ads_pct,sov_naver_ads_trend,sov_kakao_moment_pct,sov_kakao_moment_trend,sov_youtube_pct,sov_youtube_trend,sov_instagram_pct,sov_instagram_trend,sov_twitter_x_pct,sov_twitter_x_trend,sov_linkedin_pct,sov_linkedin_trend,sov_email_pct,sov_email_trend,sov_sms_pct,sov_sms_trend,sov_push_notification_pct,sov_push_notification_trend,sov_display_network_pct,sov_display_network_trend,sov_native_ad_pct,sov_native_ad_trend,sov_affiliate_pct,sov_affiliate_trend,sov_programmatic_pct,sov_programmatic_trend,sov_ott_ads_pct,sov_ott_ads_trend,sov_podcast_ads_pct,sov_podcast_ads_trend,sov_influencer_pct,sov_influencer_trend,sov_offline_event_pct,sov_offline_event_trend,traffic_raw,traffic_norm,traffic_pct,traffic_delta,traffic_yoy,traffic_mom,traffic_avg7d,traffic_avg30d,traffic_median,traffic_p75,traffic_std,traffic_min,traffic_max,traffic_organic,traffic_paid,traffic_cumul,traffic_our_val,traffic_comp_val,traffic_gap,traffic_rank,traffic_index,traffic_score,traffic_trend_val,traffic_benchmark,social_raw,social_norm,social_pct,social_delta,social_yoy,social_mom,social_avg7d,social_avg30d,social_median,social_p75,social_std,social_min,social_max,social_organic,social_paid,social_cumul,social_our_val,social_comp_val,social_gap,social_rank,social_index,social_score,social_trend_val,social_benchmark,search_raw,search_norm,search_pct,search_delta,search_yoy,search_mom,search_avg7d,search_avg30d,search_median,search_p75,search_std,search_min,search_max,search_organic,search_paid,search_cumul,search_our_val,search_comp_val,search_gap,search_rank,search_index,search_score,search_trend_val,search_benchmark,brand_raw,brand_norm,brand_pct,brand_delta,brand_yoy,brand_mom,brand_avg7d,brand_avg30d,brand_median,brand_p75,brand_std,brand_min,brand_max,brand_organic,brand_paid,brand_cumul,brand_our_val,brand_comp_val,brand_gap,brand_rank,brand_index,brand_score,brand_trend_val,brand_benchmark,pricing_raw,pricing_norm,pricing_pct,pricing_delta,pricing_yoy,pricing_mom,pricing_avg7d,pricing_avg30d,pricing_median,pricing_p75,pricing_std,pricing_min,pricing_max,pricing_organic,pricing_paid,pricing_cumul,pricing_our_val,pricing_comp_val,pricing_gap,pricing_rank,pricing_index,pricing_score,pricing_trend_val,pricing_benchmark,threat_level,market_share_pct,price_index
CI-8rrb4kpa44uj,COMP-5,UNKNOWN,PRD-416|PRD-30|PRD-306|PRD-335,COMP_PRD-141|COMP_PRD-54|COMP_PRD-136|COMP_PRD-88|COMP_PRD-108,native_ad|meta_ads|offline_event|email|display_network,null,01.06.2023,industry_report,18.04,급증,7.5,volatile,25.94,volatile,0.02,volatile,23.26,stable,20.99,down,4.1,volatile,22.13,급증,14.76,volatile,4.96,급감,3.63,급증,28.52,stable,27.67,급감,23.29,급감,6.3,up,15.45,급감,2.1,down,5.34,down,28.24,down,12.15,volatile,137.67,222.43,94.84,89.2,15.43,21.58,39.79,16.82,120.48,217.36,57.72,34.87,102.11,40.13,20.69,26.83,167.08,150.02,64.61,48.43,18.89,96.9,7.99,162.63,116.62,117.15,126.77,261.89,0.0,290.78,120.04,137.8,25.43,107.84,18.32,155.7,37.44,141.17,25.6,87.29,67.87,211.24,13.78,63.31,130.44,0.0,27.94,22.99,11.18,52.77,9.95,9.6,1.76,10.15,84.81,33.56,20.46,114.04,75.8,19.62,65.96,99.65,23.83,116.02,119.31,26.46,181.86,23.5,111.92,343.95,69.0,61.56,110.82,134.42,39.32,54.61,14.01,316.49,128.94,42.92,0.0,129.34,84.88,3.84,0.0,3.32,177.77,80.01,71.63,225.93,110.73,26.47,78.21,429.85,3.21,89.01,18.45,16.85,165.06,36.15,137.38,207.8,73.88,108.22,12.97,77.79,321.03,108.55,137.8,53.41,54.76,51.79,90.98,18.78,94.86,139.63,106.53,95.87,41.49,2.35,declining,13.11,125.6
CI-saxar4ilk1z7,COMP-10,,PRD-434,COMP_PRD-38|COMP_PRD-37|COMP_PRD-56|COMP_PRD-63,tiktok_ads|display_network|twitter_x,INF-147,2025-02-28,industry_report,2.19,미입력,26.29,급감,15.89,up,19.92,volatile,26.45,up,10.04,UNKNOWN,11.52,up,11.51,stable,11.97,,3.01,up,8.39,volatile,11.59,,19.51,급증,12.1,stable,29.25,stable,19.36,-,1.99,stable,0.52,,22.04,down,24.13,급감,181.89,3.53,158.39,179.51,37.35,111.28,28.41,36.58,59.93,163.19,42.96,210.25,108.88,134.41,33.63,191.76,186.3,145.72,57.47,122.37,159.31,57.49,132.07,171.78,199.03,221.62,299.99,263.6,35.82,80.54,16.6,134.35,72.53,148.82,95.97,39.43,110.33,66.4,216.09,51.98,6.52,29.8,408.6,112.27,41.61,32.83,130.73,8.13,168.92,49.25,16.28,38.94,64.4,28.1,1.82,0.0,76.97,5.94,25.9,0.0,108.78,6.56,237.02,13.75,13.48,115.35,17.52,384.6,26.5,37.06,27.41,70.03,25.11,236.68,38.06,568.2,24.09,164.67,22.5,76.52,31.13,0.15,33.92,11.99,242.19,37.52,107.66,33.19,147.42,43.01,0.0,15.49,45.47,55.6,608.34,140.65,32.51,44.09,75.11,70.68,93.63,1.45,235.54,192.86,36.28,108.0,19.73,47.57,510.01,108.15,1.83,18.57,101.38,36.2,51.69,9.61,36.64,144.24,20.33,61.61,,27.8,147.8
CI-zbxwpefnora1,COMP-13,,PRD-66|PRD-193|PRD-11,COMP_PRD-81|COMP_PRD-187|COMP_PRD-116|COMP_PRD-189,naver_ads,INF-19|INF-276|INF-236,"Jan 23, 2024",socialbakers,1.11,,27.83,up,15.26,stable,29.98,stable,8.55,급증,19.63,volatile,13.03,급증,26.24,nan,27.84,down,26.09,stable,12.72,volatile,21.09,-,27.19,up,14.02,up,21.22,null,8.4,stable,18.74,volatile,7.3,volatile,7.61,nan,0.87,급감,0.14,11.73,229.77,91.16,641.39,23.6,25.72,0.23,35.96,112.76,2.18,21.41,28.36,338.87,122.14,234.01,137.91,42.84,10.71,30.0,10.77,1547.0,0.0,77.29,6.64,0.11,122.76,365.78,132.72,299.43,89.72,40.9,262.75,276.16,199.78,60.54,18.28,160.29,110.86,184.16,52.14,106.82,112.94,317.02,50.64,30.66,93.41,323.67,10.08,53.32,72.12,41.53,34.84,110.08,16.26,8.06,42.41,60.35,230.64,0.0,251.61,5.28,19.41,33.86,79.82,28.04,80.58,61.41,75.62,53.34,102.4,19.25,55.61,90.86,13.12,235.23,6.43,339.59,15.79,154.24,149.71,82.66,256.37,26.07,32.92,216.13,221.3,65.06,1.84,30.95,3.43,79.15,25.43,26.28,56.67,46.48,49.45,44.91,78.02,29.32,30.13,128.76,212.11,61.28,0.0,7106.999999999999,359.56,6.73,254.68,99.27,16.77,47.33,0.0,19.56,49.52,51.15,485.2,239.54,240.31,170.46,medium,17.88,134.1
CI-3ss1d5f9ynwa,COMP-6,CAMP-0198,PRD-30|PRD-400|PRD-305|PRD-9,COMP_PRD-5|COMP_PRD-168|COMP_PRD-2|COMP_PRD-4|COMP_PRD-150,tiktok_ads,-,04-10-2025,nan,12.96,stable,4.16,급증,26.29,급증,3.39,down,13.04,stable,1.07,down,15.61,급증,13.78,stable,12.14,급증,28.95,급감,4.84,급감,17.46,volatile,13.09,volatile,6.32,급증,25.56,volatile,3.02,volqtile,25.77,급감,23.94,-,24.84,up,13.17,up,3.82,30.56,281.28,41.47,44.42,13.07,43.7,24.23,105.6,46.54,188.83,75.73,36.65,113.22,43.31,323.93,49.54,49.9,4.09,1.39,80.11,0.0,76.53,35.73,7.32,57.34,227.83,15.7,23.85,52.8,230.9,109.49,91.69,102.2,7.32,173.83,111.94,162.19,57.58,20.84,113.66,217.6,286.4,0.0,19.01,102.48,3.97,37.33,57.16,16.07,232.71,6.68,131.61,30.13,25.81,37.44,20.43,105.29,1.36,294.67,1.68,378.03,82.25,16.28,34.16,14.64,13.77,183.58,106.38,0.0,0.0,0.45,65.49,190.47,302.54,25.11,35.84,68.45,134.93,69.62,153.88,223.9,101.53,6.41,16.65,124.44,185.96,61.98,104.52,268.8,0.0,13.28,203.26,19.21,38.71,2.27,46.37,84.81,5.1,117.55,22.13,67.15,200.28,32.14,139.42,18.69,1.52,64.5,118.72,219.21,78.7,193.02,199.05,248.59,75.81,13.13,133.61,200.68,36.32,13.97,critical,24.63,123.1
CI-upl2yg2ugcoi,COMP-9,CAMP-0004,PRD-436|PRD-302|PRD-478,COMP_PRD-70|COMP_PRD-58|COMP_PRD-159|COMP_PRD-165|COMP_PRD-153,instagram|kakao_moment|tiktok_ads|programmatic|affiliate|youtube,INF-5|INF-211|INF-40,2025년 12월 03일,socialbakers,9.97,down,22.28,급증,8.98,급증,22.58,급감,28.1,급감,12.67,up,29.58,급감,6.72,down,25.87,급감,25.98,급감,11.7,급증,5.35,미입력,9.87,급증,24.1,stable,18.65,down,20.61,급증,9.9,volatile,29.26,,29.16,volatile,3.07,stable,160.13,5.56,22.91,172.92,319.64,174.45,237.73,43.27,752.0,0.0,0.41,100.39,8.87,0.0,34.81,14.1,3.08,51.09,9.87,169.54,245.55,4.3,117.86,187.69,48.51,70.33,337.99,172.84,88.3,121.96,134.82,105.0,3.47,35.74,38.81,299.04,7.58,169.22,32.84,80.63,3.69,1636.0,60.14,91.04,0.0,76.37,78.83,17.72,74.8,63.87,174.49,82.28,8.01,187.31,107.67,20.6,56.28,105.82,341.34,5.6,34.73,58.5,135.8,31.22,34.64,6.05,91.29,179.52,98.72,36.13,23.69,63.29,42.93,98.88,3.71,76.65,43.94,26.56,227.25,8.86,145.45,71.99,96.49,114.45,319.55,228.23,1.81,177.09,30.96,68.22,13.87,135.98,3.08,39.95,142.57,113.74,5.77,246.97,282.59,74.7,32.79,4.47,8.06,180.1,48.11,184.52,57.49,240.99,115.66,43.12,14.31,0.0,220.68,140.93,72.6,144.51,27.02,89.58,63.38,19.3,medium,17.87,112.1
CI-4y6es5qbmsjv,COMP-15,CAMP-0323,PRD-371|PRD-483,COMP_PRD-169,instagram,미입력,20250612,ad_library,18.87,급감,24.71,up,4.15,volatile,11.93,-,20.99,up,26.97,stable,5.66,급증,27.74,up,10.21,급증,24.09,down,6.94,stable,3.24,down,18.07,stable,25.14,급증,18.31,급감,21.59,,16.02,stable,2.18,stable,23.16,volatile,17.56,급증,19.45,5.91,27.5,136.12,3.18,16.09,226.86,69.9,23.61,12.72,87.77,360.04,121.83,61.09,410.81,100.8,5.48,3.62,64.07,31.1,25.0,87.25,99.99,152.14,132.64,40.43,32.94,2.89,42.74,73.34,31.7,12.22,101.89,106.44,58.05,178.0,124.09,11.21,71.68,18.35,193.78,31.41,303.64,177.97,4.96,125.85,298.76,47.47,129.46,77.28,93.54,264.21,56.34,70.79,5.44,305.66,35.96,48.86,135.71,330.68,12.44,0.0,86.36,229.11,67.22,71.14,97.18,30.88,43.27,106.92,25.85,238.12,39.94,89.96,37.54,11.71,269.17,94.25,500.96,167.84,27.76,160.78,182.85,226.13,169.51,250.01,39.43,249.98,114.45,295.35,161.36,17.57,8.21,211.96,76.05,19.06,149.05,11.82,359.06,57.9,45.21,17.03,161.02,49.46,42.14,40.24,191.22,174.08,238.94,218.62,2.2,195.62,339.19,106.52,98.71,7.11,82.94,18.74,72.37,1170.0,critical,20.04,98.6
CI-g80idc73gi7s,COMP-6,CAMP-0255,PRD-473,COMP_PRD-192|COMP_PRD-162,programmatic|podcast_ads,INF-286|INF-282|INF-228,08/01/2024,news,0.02,volatile,7.31,stable,7.89,급증,12.97,volatile,2.35,stable,12.21,급증,0.34,up,20.86,down,10.08,down,28.66,down,4.22,급감,17.22,급감,25.44,급감,21.3,stable,26.87,급증,13.7,up,1.44,stable,17.69,down,18.89,up,22.6,급증,152.86,34.24,32.69,233.89,0.0,168.27,401.75,87.54,46.61,28.35,535.39,6.27,266.39,539.39,72.36,18.98,235.91,116.27,18.63,162.9,119.22,57.51,84.13,163.95,37.19,75.36,6.26,210.91,32.28,35.0,11.5,110.25,10.33,84.63,99.47,36.64,74.29,7.41,289.19,18.01,57.74,59.32,44.63,2437.0,465.5,36.8,15.24,194.08,102.8,195.67,381.08,10.75,38.03,23.13,52.1,9.29,6.93,20.87,6.61,37.21,6.28,39.0,74.19,18.04,170.7,17.01,87.63,140.96,150.83,127.46,62.16,39.56,97.02,40.12,28.65,118.97,27.49,517.0,79.05,0.6,73.77,1.55,41.86,81.3,63.55,14.87,220.16,13.54,41.39,257.77,174.68,12.47,13.73,86.57,204.05,64.77,2.15,121.14,116.93,55.14,166.86,11.98,439.85,8.02,6.93,78.85,60.2,205.55,2.38,42.82,166.5,43.28,192.59,244.71,26.33,182.4,66.23,24.67,207.16,337.2,high,32.54,85.3
CI-2abkepmmcp28,COMP-29,,PRD-177|PRD-268|PRD-334|PRD-123,COMP_PRD-35,instagram|naver_ads,,19-01-2024,scraping,23.14,,7.7,up,6.95,,0.88,up,28.28,down,7.22,down,3.93,up,7.26,급증,4.04,급증,2.94,volatile,4.61,급증,5.12,down,22.86,up,21.45,stable,18.8,급감,28.26,급감,2.56,,14.1,down,17.19,급증,19.65,-,18.54,36.4,29.65,88.64,205.04,123.17,344.68,185.71,43.8,221.98,86.08,240.8,321.98,48.67,165.4,0.16,98.36,28.22,134.51,176.59,178.97,320.68,2.74,40.92,26.53,227.53,71.55,44.45,360.53,89.58,130.03,0.0,92.82,77.58,0.0,0.0,47.32,259.75,31.15,66.81,353.74,8.03,29.33,55.34,245.83,28.79,0.0,29.96,432.79,23.09,3.06,37.18,39.31,143.76,31.41,27.01,24.84,81.73,323.15,156.15,113.49,354.21,10.13,41.85,198.22,15.75,29.21,12.16,18.23,78.86,12.21,0.0,424.63,47.7,710.17,24.63,48.97,48.59,82.98,11.01,300.0,234.77,67.02,58.0,147.66,275.55,188.01,147.83,48.87,25.0,1.03,41.67,375.74,459.83,79.22,17.33,138.72,11988.0,113.57,5.15,174.72,0.0,9.29,5.13,35.99,7.85,41.08,69.84,31.2,0.0,250.71,209.59,37.52,5131.0,140.58,6.85,39.89,198.19,7.42,31.11,medium,33.32,107.3
CI-efbu3wqufcvw,COMP-29,,PRD-273,COMP_PRD-38|COMP_PRD-45|COMP_PRD-143|COMP_PRD-67|COMP_PRD-76,programmatic|naver_ads|display_network|sms|affiliate,-,07.02.2024,socialbakers,5.57,급증,6.27,급증,17.76,down,13.9,급감,19.75,up,1.28,s_able,28.51,stable,7.95,급감,25.23,급감,27.17,down,23.26,급감,0.03,volatile,7.07,volatile,13.19,up,16.73,급증,29.23,급감,21.98,급증,1.7,down,7.25,volatile,9.23,급증,0.0,49.48,135.78,0.0,96.57,40.11,30.69,157.33,110.17,61.3,214.3,95.22,164.21,166.5,40.39,111.79,119.34,219.79,449.09,153.19,91.64,70.7,8.01,98.17,0.0,19.49,13.04,31.63,3.44,72.07,27.88,36.81,62.83,207.38,2.58,11.36,67.96,100.62,168.57,31.38,113.86,113.12,132.35,169.13,103.54,25.91,100.26,18.97,1.03,60.64,57.54,199.99,42.2,7.32,59.85,137.43,52.32,0.0,39.31,49.52,7.95,1313.0,89.84,133.26,14.06,42.86,35.5,220.52,291.95,7.82,61.49,215.43,478.21,15.66,68.89,30.23,3.16,152.76,55.96,22.57,19.56,97.48,104.28,23.45,124.68,99.89,13.32,198.37,167.51,101.75,0.2,3.47,407.76,0.0,5.69,2.18,2.78,22.0,190.26,81.67,46.26,245.28,2064.0,64.84,280.33,171.01,2.75,44.06,20.08,375.57,0.14,110.35,140.02,9.83,334.04,66.55,78.24,228.81,213.7,119.44,critical,24.16,118.2
CI-ojtkz5ad54oe,COMP-14,CAMP-0128,PRD-236|PRD-251,COMP_PRD-129|COMP_PRD-111|COMP_PRD-138|COMP_PRD-172,youtube|affiliate|offline_event|ott_ads,INF-21,"Dec 29, 2024",scraping,17.74,stable,3.59,stable,28.6,down,23.16,급증,11.25,N/A,29.88,-,6.07,down,13.97,up,1.72,down,9.32,급증,2.75,up,13.86,down,18.55,volatile,28.83,up,0.13,down,11.23,nan,10.72,급증,21.54,급증,22.04,급증,4.73,급증,149.41,57.03,44.27,4.5,107.78,79.41,16.83,36.58,91.75,102.92,5.55,96.23,166.17,115.57,45.06,36.96,260.33,7939.0,66.58,189.83,47.58,4.71,348.21,136.01,35.97,2.44,124.07,234.27,33.8,11.62,33.34,1.46,87.2,69.96,8.65,139.94,64.93,209.7,136.31,29.86,123.21,136.68,6.87,1.72,108.69,0.0,346.85,0.0,0.0,19.05,66.03,123.53,161.8,56.42,0.78,18.51,171.46,58.26,86.11,3.29,312.3,112.29,71.25,5.3,31.29,37.97,271.04,56.34,110.63,0.92,42.39,0.0,6.86,62.89,66.28,107.39,41.44,21.05,187.99,216.12,249.65,0.0,288.89,11.83,13.86,135.12,26.5,158.48,28.11,176.33,72.65,5.93,108.3,147.83,59.77,45.88,72.77,124.38,174.94,246.51,24.15,24.0,105.72,121.64,106.71,34.22,140.93,72.33,74.35,15.9,22.68,69.68,3.5,52.15,19.24,45.28,51.57,61.38,20.82,136.95,emerging,14.07,123.0
CI-es835ky28a8r,COMP-24,,PRD-398|PRD-400|PRD-419,COMP_PRD-4|COMP_PRD-131|COMP_PRD-11,sms,,2024년 06월 18일,ad_library,2.21,급감,3.79,up,14.93,,26.76,volatile,13.42,up,25.05,up,19.48,UNKNOWN,14.0,down,20.76,up,20.91,stable,19.63,급감,1.24,down,6.56,급증,0.13,down,15.16,stable,5.08,급증,25.81,-,5.44,down,13.59,급증,7.39,급감,90.11,165.46,192.24,93.42,117.88,15.5,36.35,3452.0000000000005,141.01,36.6,29.34,105.23,100.03,90.82,55.88,1.99,11.78,172.77,39.92,313.62,31.02,327.74,50.02,192.16,0.0,27.12,80.31,215.77,29.54,170.62,151.53,3.59,21.59,166.05,28.19,101.63,78.86,37.95,35.8,10.35,31.27,6.63,37.62,31.28,81.21,31.43,4.49,74.8,71.71,32.66,220.28,44.5,152.48,121.5,0.98,46.35,76.57,251.69,98.17,140.18,71.48,21.42,135.47,99.68,79.86,136.16,101.44,28.16,320.63,142.03,332.79,86.22,15.56,171.5,173.89,159.87,108.15,33.19,53.95,2.45,2.21,238.2,140.15,82.43,87.26,231.52,48.83,150.2,49.75,69.31,434.58,107.46,92.75,51.97,80.57,122.03,54.65,215.99,51.25,129.04,6.11,52.05,7.81,15.29,358.42,146.46,73.87,3.88,56.9,12.53,117.92,15.28,88.82,70.97,151.21,1.18,142.86,78.29,206.71,14.24,lww,10.47,126.8
CI-ev9n4ldcak2o,COMP-5,CAMP-0226,PRD-218,COMP_PRD-52|COMP_PRD-150|COMP_PRD-89|COMP_PRD-164|COMP_PRD-125,google_ads|affiliate|podcast_ads|programmatic|naver_ads,nan,2023/12/14,manual,27.78,volatile,27.69,volatile,13.72,up,3.79,급감,0.46,down,17.9,급증,18.32,급증,12.7,급증,20.18,급감,7.12,up,28.53,up,26.12,급증,1.91,stable,22.65,UNKNOWN,13.17,up,6.57,volatile,21.28,up,13.98,급감,0.49,down,24.5,급증,59.12,221.2,12.66,26.81,222.05,253.53,103.6,101.77,64.51,242.72,77.61,12.13,49.94,247.69,315.15,29.42,31.09,38.42,21.8,163.62,25.03,114.25,140.19,118.86,40.59,610.45,119.97,5.47,415.06,296.93,32.42,67.14,225.78,114.66,58.61,25.97,45.86,0.0,94.96,18.2,126.98,41.9,65.2,187.1,0.52,21.37,16.51,17.65,201.42,11.61,6.93,152.43,124.38,30.18,73.5,2.72,22001.0,180.96,54.02,115.53,230.99,70.99,2.04,209.15,120.98,0.93,17.42,3.49,59.64,105.84,216.65,76.31,72.99,189.47,26.64,13.11,333.9,163.51,23.81,103.7,84.35,26.12,111.29,5.51,1.02,105.83,150.91,29.94,230.99,131.97,104.52,6.65,417.44,10.76,74.09,0.0,55.81,29.27,11.84,99.59,34.68,41.48,62.35,26.99,320.21,111.6,118.71,125.6,51.37,0.0,272.3,166.81,6.74,108.16,91.23,259.97,65.82,8.19,114.83,8.15,high,10.68,106.4
CI-w8fzek8l2k3u,COMP-9,CAMP-0978,PRD-219|PRD-286,COMP_PRD-122,push_notification,INF-103|INF-274,20250208,industry_report,3.01,null,7.57,down,9.08,volatile,24.12,급증,16.69,up,13.87,down,10.01,down,28.45,급감,17.48,up,23.09,급증,8.62,down,26.98,volatile,6.78,stable,16.54,급증,23.24,급증,20.39,down,14.75,급감,9.96,down,10.72,stable,16.22,down,10.46,42.32,70.29,14.27,166.06,25.57,10.95,86.09,91.51,175.85,115.23,193.03,301.61,79.86,21.94,113.1,36.77,180.98,5.33,24.98,41.03,61.29,32.26,28.19,9.46,53.83,57.22,98.41,124.96,132.64,151.01,382.75,167.5,37.54,101.24,100.92,8.69,11.73,54.76,27.36,10.11,23.24,0.0,89.48,106.84,0.29,83.47,276.76,72.69,110.38,115.23,33.87,201.53,16.16,24.65,0.34,10.63,35.31,48.04,8.83,15.61,21.86,74.4,146.49,31.97,5.17,70.71,137.31,83.41,149.59,13.28,78.49,51.45,5.7,77.2,49.53,40.27,9.44,55.85,69.58,109.39,156.7,26.25,16.6,218.42,117.02,8.52,101.64,401.66,37.73,112.92,0.0,167.69,16.77,207.94,23.65,97.15,178.85,13.55,310.26,40.19,0.0,51.09,108.96,35.9,105.65,98.18,385.28,207.14,434.2,86.14,212.45,13.24,39.25,22.39,56.83,47.59,41.46,31.0,157.87,critical,28.37,70.6
CI-gt2k6qke03ti,COMP-19,UNKNOWN,PRD-89|PRD-357|PRD-181|PRD-20|PRD-101,COMP_PRD-197|COMP_PRD-133|COMP_PRD-142,podcast_ads|email,INF-250|INF-12|INF-228,2024년 10월 21일,ad_library,21.26,급감,13.55,down,14.35,급감,25.23,stable,10.39,급감,14.51,down,0.38,stable,24.19,up,26.02,급증,26.9,up,17.92,급증,17.47,null,0.99,up,20.28,volatile,11.88,nan,20.92,급증,4.16,급감,28.21,down,25.57,up,6.77,up,77.36,182.35,51.9,177.04,129.33,102.79,153.71,104.37,258.18,33.7,9.38,38.66,70.68,110.07,50.68,0.0,106.69,8.6,6.12,21.86,70.05,58.76,313.73,2.46,257.12,58.19,44.04,13.24,89.87,45.7,5.82,56.55,18.08,0.0,136.38,3.06,16.22,4.61,67.75,67.33,195.06,36.28,119.27,99.81,0.0,24.79,361.54,15.13,50.24,85.13,8704.0,0.0,94.21,19.89,1.58,63.7,57.58,154.82,11.47,267.54,6.83,19.25,96.27,101.38,99.9,7.29,34.37,50.24,240.79,0.65,14.52,12.37,136.35,2.61,1.85,14.07,10.55,94.84,359.58,98.37,168.98,297.24,70.29,18.62,185.95,7.05,114.95,268.69,168.34,46.23,77.36,49.61,63.79,22.54,122.55,43.53,308.27,41.18,279.26,107.54,0.0,121.16,12.01,335.88,156.69,16.24,71.82,200.7,566.37,52.64,104.33,39.46,43.1,64.06,221.62,139.65,21.65,260.16,18.44,9.85,low,23.29,81.7
CI-ikelhidbw1rj,COMP-12,,PRD-169|PRD-269,COMP_PRD-80,influencer|sms|native_ad|push_notification|instagram,null,02/26/2023,similarweb,27.96,volatile,0.89,down,29.47,volatile,6.35,down,15.24,nan,9.17,급증,6.86,volatile,26.1,down,25.46,down,19.18,up,29.86,up,11.98,nan,24.83,volatile,1.34,stable,10.13,volatile,12.3,급감,28.97,,22.85,급증,11.85,stable,17.32,급증,18.6,0.0,36.64,29.94,107.05,150.47,228.72,37.67,36.49,109.6,3.97,25.12,66.67,23.52,18.27,45.87,0.0,31.28,0.0,218.78,33.51,73.17,66.21,261.43,124.38,96.29,91.28,277.34,151.47,122.05,183.82,25.03,192.52,160.35,9.72,53.94,297.89,53.97,19.32,16.65,36.68,25.25,434.88,44.44,0.0,7.34,40.66,81.56,218.93,106.1,62.47,16.34,7.47,110.73,433.71,144.3,149.65,103.01,31.92,1.5,14.54,181.95,77.58,122.93,88.16,23.31,22.97,46.27,53.08,151.46,163.72,40.34,0.0,306.28,206.42,7.35,12.91,148.11,157.88,101.27,96.43,74.88,6.22,53.36,97.81,54.93,114.96,84.12,40.86,20.69,41.76,1.23,209.43,18.18,74.67,18.74,45.99,74.67,45.42,140.47,148.74,86.37,101.22,141.76,403.69,356.45,36.41,5.47,35.35,97.91,59.0,199.17,33.18,61.92,96.62,120.19,0.0,56.41,8749.0,68.26,emerging,21.76,96.8
CI-isz1cb5gqt05,COMP-24,,PRD-83|PRD-216,COMP_PRD-41|COMP_PRD-102|COMP_PRD-68|COMP_PRD-108|COMP_PRD-159,native_ad,INF-175|INF-236|INF-5,2024-06-01,socialbakers,27.46,급증,20.79,급감,14.88,급증,28.2,급증,29.1,volatile,19.24,down,3.99,급증,11.24,급감,25.08,stable,2.47,down,4.64,down,21.83,up,19.05,up,21.38,up,11.02,급감,1.27,급증,1.2,up,18.53,volatile,16.7,down,24.29,급감,86.68,81.88,10.52,131.59,248.79,61.13,101.58,207.97,107.34,137.83,62.47,176.17,27.69,28.91,35.7,146.6,74.26,10.19,37.94,375.92,21.01,1.06,12.0,32.02,134.86,98.79,31.76,43.48,29.82,35.02,3.4,68.55,160.52,4.6,18.26,55.37,4.82,43.64,2.17,31.63,0.0,10.64,237.88,83.23,3.18,146.0,72.35,31.5,0.0,29.75,1477.0,10.45,28.46,626.13,76.71,208.21,27.9,17.46,172.29,99.06,38.28,0.0,231.29,105.3,19.48,52.34,4.97,73.12,44.5,275.6,34.03,39.5,92.73,125.0,38.32,2.07,6.44,226.94,38.88,42.51,39.31,234.53,93.81,17.42,94.49,28.4,16.79,140.19,50.31,178.08,42.82,71.51,26.01,3.38,106.87,118.25,70.01,43.67,207.0,139.22,413.69,50.73,21.57,100.73,42.71,61.51,178.71,32.8,74.11,8.44,166.9,268.88,91.14,145.06,208.86,81.92,23.79,37.97,119.84,3.49,high,25.02,84.1
CI-i44eo0wdgkbw,COMP-22,CAMP-0072,PRD-489|PRD-134|PRD-348|PRD-325|PRD-80,COMP_PRD-57|COMP_PRD-96,google_ads|linkedin,UNKNOWN,11-02-2025,ad_library,1.16,up,3.31,stable,13.4,down,8.45,down,23.0,nan,1.77,down,7.85,volatile,2.7,급감,10.1,up,22.48,stable,18.1,급감,6.23,급감,29.69,volatile,3.89,급감,4.85,stable,19.62,급감,15.19,stable,8.97,급증,22.02,volatile,13.94,up,242.61,47.61,17.93,124.26,78.88,73.08,52.74,13.9,27.49,71.62,85.21,101.09,0.0,2.57,31.81,24.72,3.74,152.32,41.96,458.58,94.23,70.76,71.18,14.5,150.87,9.57,70.38,15.19,112.06,23.6,360.29,363.75,63.13,74.64,90.18,235.73,90.23,1.18,25.11,84.69,249.49,78.5,0.0,12.11,94.49,41.6,124.94,0.0,77.67,140.45,35.48,94.38,0.0,279.7,3.12,81.66,67.21,79.15,52.55,28.89,209.23,168.37,19.46,48.27,96.49,34.5,45.12,376.63,277.38,4.82,164.92,2.24,151.53,112.16,158.56,184.56,2.27,0.33,36.46,131.88,66.49,527.63,0.0,12.76,44.46,32.32,39.98,40.42,13.97,108.08,30.96,115.37,164.99,18.52,0.45,65.6,248.95,49.97,51.85,88.96,75.41,219.61,198.63,713.11,40.33,188.6,96.66,62.16,8.41,3.45,195.31,3.88,10090.0,105.29,107.2,387.61,133.65,10.04,257.58,21.52,high,26.86,104.7
